step,train_loss,val_loss
0,5.603523,5.598027
1000,1.837879,1.817309
2000,1.737218,1.733606
3000,1.685687,1.678260
4000,1.643601,1.645892
5000,1.623510,1.624162
6000,1.611729,1.607159
7000,1.591622,1.588305
8000,1.579138,1.582207
9000,1.567595,1.571874
10000,1.558602,1.556575
11000,1.560437,1.549963
12000,1.546655,1.539516
13000,1.534181,1.533489
14000,1.521715,1.524292
15000,1.520896,1.517641
16000,1.511606,1.510126
17000,1.502916,1.504328
18000,1.498577,1.498149
19000,1.494409,1.493137
20000,1.481548,1.489097
21000,1.481219,1.485025
22000,1.482454,1.480979
23000,1.482541,1.478001
24000,1.477804,1.476818
