step,train_loss,val_loss
0,5.603965,5.609153
1000,2.144555,2.073505
2000,1.765756,1.751674
3000,1.636843,1.629040
4000,1.561899,1.563081
5000,1.530678,1.532323
6000,1.504426,1.508161
7000,1.498392,1.486502
8000,1.472767,1.474503
9000,1.466713,1.457106
10000,1.450836,1.444292
11000,1.439736,1.431018
12000,1.426523,1.422827
13000,1.408984,1.413910
14000,1.399991,1.402713
15000,1.389845,1.393517
16000,1.383444,1.385883
17000,1.384960,1.377176
18000,1.370630,1.372114
19000,1.368277,1.365331
20000,1.358926,1.360874
21000,1.356158,1.357149
22000,1.356792,1.352965
23000,1.340420,1.349809
24000,1.344937,1.347677
