step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498459,0.498537,0.498509,0.498530,0.501341,0.501138,0.496930,0.496734,0.500773,0.500286,0.499634,0.499653,0.501735,0.501721,0.498800,0.497595,0.500871,0.500191,0.499425,0.499446,0.501271,0.501263,0.500870,0.499803,0.500807,0.500226,0.499229,0.499220,0.501101,0.501092,0.501555,0.501025,0.500516,0.499980,0.499107,0.499113,0.500899,0.500884,0.501957,0.501612,0.500173,0.499726,0.499137,0.499162,0.500260,0.500237,0.502107,0.501810
400,0.500725,0.501613,0.488489,0.488630,0.492699,0.491869,0.489966,0.487985,0.511449,0.510284,0.496108,0.495106,0.506076,0.505397,0.504827,0.496558,0.508906,0.508203,0.499474,0.498771,0.508061,0.507850,0.510343,0.506863,0.508012,0.507205,0.499903,0.499096,0.505881,0.505711,0.511458,0.509892,0.505545,0.505066,0.501990,0.501894,0.505905,0.505872,0.511805,0.510804,0.504470,0.503337,0.497750,0.498426,0.500185,0.499985,0.511817,0.511313
600,0.509420,0.511846,0.471906,0.472493,0.475490,0.474483,0.484937,0.477164,0.529672,0.526840,0.488168,0.484697,0.503707,0.500224,0.513805,0.494751,0.524478,0.522616,0.498846,0.495179,0.518925,0.517727,0.524622,0.514671,0.521219,0.519459,0.496660,0.493671,0.511664,0.509565,0.525523,0.518791,0.514507,0.513139,0.503195,0.503245,0.518385,0.518098,0.525929,0.522065,0.516641,0.510989,0.493946,0.495111,0.500005,0.499494,0.522204,0.520440
800,0.522698,0.527074,0.451455,0.452708,0.453886,0.452233,0.484516,0.466505,0.556008,0.549808,0.479172,0.468916,0.498583,0.490750,0.527575,0.492388,0.548327,0.543391,0.496305,0.487812,0.532722,0.528949,0.542273,0.520936,0.541869,0.537935,0.493041,0.486040,0.521420,0.515692,0.542104,0.524854,0.529552,0.524638,0.500081,0.501381,0.535002,0.533697,0.541826,0.531931,0.532354,0.521725,0.489034,0.491929,0.499688,0.498541,0.531362,0.526536
1000,0.537244,0.543143,0.430850,0.432632,0.433622,0.429874,0.489518,0.456677,0.586524,0.574079,0.476263,0.453401,0.495710,0.479735,0.546715,0.491517,0.576165,0.564231,0.495815,0.478534,0.549310,0.541012,0.564358,0.527612,0.567116,0.559680,0.492343,0.478387,0.534256,0.522854,0.561906,0.530396,0.547909,0.536804,0.495841,0.498095,0.553758,0.550270,0.556658,0.536875,0.548756,0.530939,0.482425,0.487281,0.497091,0.494772,0.537926,0.528125
1200,0.549993,0.557533,0.415546,0.417764,0.423638,0.411892,0.498240,0.449683,0.616184,0.593543,0.480904,0.442156,0.495441,0.469068,0.566014,0.490752,0.604656,0.583492,0.496913,0.470214,0.564870,0.550511,0.585988,0.532016,0.593117,0.580565,0.495410,0.472232,0.551378,0.532047,0.578993,0.531295,0.567155,0.547297,0.491013,0.493988,0.570642,0.563948,0.568696,0.537777,0.565641,0.538616,0.474285,0.482211,0.490565,0.486665,0.541871,0.526990
1400,0.560935,0.570143,0.405792,0.407513,0.428798,0.399713,0.509277,0.442941,0.645820,0.610931,0.492947,0.435697,0.501683,0.461558,0.586901,0.490605,0.633176,0.599459,0.500578,0.461829,0.577064,0.555189,0.606566,0.534407,0.617335,0.596311,0.500101,0.466688,0.564822,0.537409,0.595150,0.530335,0.587589,0.556454,0.485653,0.488608,0.583845,0.572846,0.578292,0.536082,0.581592,0.542366,0.466935,0.477872,0.485405,0.479467,0.544725,0.524735
1600,0.568613,0.580142,0.399168,0.399565,0.443318,0.394026,0.522068,0.436810,0.671685,0.621643,0.509356,0.430681,0.511424,0.456514,0.609913,0.489980,0.659298,0.608910,0.505623,0.454342,0.589176,0.559020,0.628716,0.537038,0.642714,0.609991,0.507131,0.461637,0.578256,0.541769,0.612319,0.528124,0.605144,0.560894,0.480861,0.483180,0.593347,0.576971,0.587310,0.532077,0.597667,0.545695,0.459262,0.473553,0.477983,0.469532,0.547237,0.521097
1800,0.575396,0.588777,0.397156,0.394915,0.461036,0.394045,0.535519,0.431149,0.697136,0.630048,0.526300,0.429793,0.523654,0.452555,0.633893,0.490328,0.685834,0.616033,0.511394,0.447222,0.598225,0.558679,0.648951,0.536688,0.669283,0.622013,0.513414,0.456098,0.590513,0.543776,0.627023,0.523439,0.623677,0.564883,0.475733,0.477311,0.603134,0.580723,0.594098,0.526840,0.613679,0.548021,0.453359,0.470168,0.473384,0.462389,0.549996,0.517436
