step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500775,0.500858,0.498381,0.498385,0.497788,0.497835,0.496809,0.496767,0.499033,0.497587,0.498901,0.498952,0.498852,0.498876,0.499235,0.498840,0.499981,0.499015,0.498853,0.498860,0.498448,0.498480,0.502578,0.502325,0.499935,0.499509,0.499182,0.498836,0.498025,0.498001,0.502904,0.502678,0.499367,0.498983,0.499228,0.498735,0.498324,0.498305,0.502881,0.502655,0.499725,0.499458,0.499799,0.499503,0.498537,0.498523,0.502952,0.502762
400,0.503562,0.503859,0.498893,0.499214,0.488257,0.488513,0.487588,0.487251,0.505048,0.492453,0.494258,0.494198,0.489875,0.489928,0.492274,0.490981,0.503939,0.497986,0.495317,0.495553,0.492385,0.492525,0.507845,0.505663,0.500546,0.498442,0.499009,0.498099,0.494221,0.492858,0.512769,0.510456,0.500534,0.494497,0.501736,0.492744,0.493135,0.492504,0.512810,0.511252,0.501903,0.495392,0.502812,0.494914,0.492617,0.492217,0.512871,0.511430
600,0.505599,0.506109,0.511337,0.512223,0.471193,0.471366,0.475410,0.474296,0.519156,0.489297,0.483809,0.483093,0.474233,0.473630,0.483586,0.480329,0.514145,0.498023,0.488421,0.489138,0.483375,0.482640,0.510918,0.502893,0.499965,0.495510,0.499892,0.498625,0.493860,0.487170,0.524872,0.516665,0.502285,0.487277,0.506996,0.483342,0.493573,0.484853,0.528018,0.519675,0.508387,0.490649,0.509492,0.485965,0.490279,0.483715,0.528858,0.520761
800,0.506040,0.506846,0.532421,0.533873,0.449362,0.448954,0.461273,0.458955,0.540114,0.488361,0.469476,0.467071,0.458291,0.454618,0.473452,0.467083,0.532083,0.499962,0.478363,0.479170,0.475895,0.472655,0.512876,0.498068,0.500588,0.493258,0.500261,0.498653,0.497134,0.486776,0.534939,0.524339,0.503972,0.486054,0.510679,0.479151,0.504032,0.484947,0.545242,0.528870,0.515267,0.485248,0.517231,0.477862,0.497386,0.484765,0.546696,0.530864
1000,0.499997,0.501031,0.555309,0.557437,0.428227,0.425929,0.446528,0.442413,0.565586,0.487759,0.457548,0.450893,0.448496,0.436185,0.462757,0.452216,0.554270,0.502368,0.466887,0.467396,0.470778,0.460937,0.513764,0.491513,0.503212,0.490402,0.499001,0.496958,0.498225,0.485082,0.550866,0.540174,0.510965,0.486743,0.523178,0.484204,0.511503,0.487208,0.563262,0.542371,0.514419,0.479097,0.514962,0.469927,0.505833,0.487492,0.561692,0.539163
1200,0.489793,0.490929,0.576753,0.579608,0.413461,0.405177,0.433164,0.426426,0.591072,0.484086,0.451315,0.437890,0.449741,0.420119,0.454643,0.438096,0.576530,0.503197,0.455434,0.454218,0.470795,0.451244,0.515336,0.484234,0.505688,0.486336,0.495971,0.493739,0.498904,0.481823,0.562431,0.552290,0.512684,0.485044,0.535369,0.488271,0.517254,0.490238,0.586030,0.559491,0.524581,0.482038,0.527018,0.473844,0.517412,0.491784,0.581748,0.554076
1400,0.476949,0.478150,0.593902,0.597306,0.413524,0.387213,0.421447,0.411444,0.615671,0.479699,0.448612,0.425729,0.460808,0.408591,0.448140,0.424545,0.599353,0.501387,0.445533,0.441896,0.474111,0.443062,0.517348,0.477623,0.511267,0.483780,0.491618,0.489285,0.496827,0.476667,0.566696,0.556193,0.515436,0.484600,0.549892,0.496899,0.524210,0.493835,0.610074,0.570065,0.534567,0.482628,0.539558,0.476683,0.529387,0.496248,0.606747,0.567424
1600,0.461235,0.462429,0.608985,0.612774,0.428742,0.373089,0.411427,0.397190,0.639364,0.474282,0.451975,0.416497,0.480139,0.398302,0.444599,0.411930,0.619939,0.498246,0.438748,0.431357,0.481185,0.435312,0.517866,0.469878,0.516502,0.481912,0.489290,0.486706,0.498077,0.472929,0.569823,0.556309,0.517644,0.484892,0.561356,0.506624,0.531582,0.497604,0.630993,0.576601,0.541689,0.482945,0.549448,0.477092,0.541511,0.501987,0.631033,0.582659
1800,0.444555,0.445684,0.621089,0.625138,0.448753,0.364304,0.402209,0.383226,0.662213,0.467482,0.457720,0.407761,0.502261,0.391317,0.444021,0.400380,0.641029,0.494227,0.433663,0.421313,0.491566,0.428523,0.519527,0.462973,0.523183,0.481012,0.486784,0.484105,0.502472,0.469623,0.572223,0.555280,0.524096,0.489506,0.575487,0.517813,0.541928,0.502925,0.652904,0.583582,0.551203,0.480939,0.560457,0.475059,0.554953,0.508024,0.655401,0.595413
