step,train_loss,val_loss
0,5.611310,5.606220
1000,2.636268,2.610473
2000,2.456934,2.436547
3000,2.343516,2.337487
4000,2.230960,2.232835
5000,2.121952,2.110857
6000,2.032557,2.021493
7000,1.956022,1.952413
8000,1.904795,1.916728
