step,train_loss,val_loss
0,5.624538,5.628300
1000,2.632906,2.610297
2000,2.475048,2.451353
3000,2.368063,2.369191
4000,2.310246,2.305870
5000,2.245653,2.218926
6000,2.160355,2.154060
7000,2.101049,2.100959
