step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497984,0.498252,0.498671,0.498675,0.498418,0.498258,0.498636,0.498406,0.501213,0.500393,0.498283,0.498319,0.499331,0.499064,0.499313,0.499022,0.500478,0.500162,0.499548,0.499579,0.501046,0.501006,0.499963,0.499558,0.500093,0.500035,0.499931,0.499973,0.501084,0.501028,0.500500,0.500175,0.500250,0.499968,0.499701,0.499744,0.500670,0.500643,0.500637,0.500377,0.499860,0.499631,0.499525,0.499592,0.500216,0.500198,0.500688,0.500429
400,0.491525,0.493527,0.493520,0.493707,0.492142,0.491493,0.497094,0.495433,0.509006,0.504826,0.490711,0.490774,0.492986,0.492212,0.497071,0.495347,0.505405,0.500467,0.493774,0.493821,0.501916,0.500961,0.499455,0.497203,0.500933,0.499070,0.497002,0.497322,0.505302,0.504553,0.501514,0.499344,0.502101,0.498823,0.496973,0.497292,0.503084,0.502579,0.502618,0.500728,0.502690,0.499134,0.496230,0.496405,0.500823,0.500528,0.503296,0.500918
600,0.479815,0.484608,0.481081,0.481836,0.480783,0.479464,0.495699,0.491033,0.521729,0.510467,0.476810,0.476731,0.482180,0.480336,0.493980,0.489054,0.515422,0.498845,0.480619,0.480460,0.500759,0.497811,0.498825,0.492432,0.503447,0.495259,0.488371,0.489065,0.510706,0.507869,0.502919,0.497019,0.505873,0.497165,0.491072,0.491875,0.508738,0.506380,0.506373,0.500455,0.509084,0.499953,0.490078,0.490459,0.503132,0.502092,0.508484,0.501295
800,0.464786,0.471897,0.462790,0.464454,0.467978,0.464579,0.494191,0.484985,0.540303,0.517475,0.457917,0.457261,0.468817,0.463643,0.490908,0.480286,0.530104,0.493237,0.463007,0.462190,0.495600,0.488458,0.497965,0.484775,0.511115,0.488569,0.476681,0.477228,0.517942,0.511527,0.504936,0.492763,0.514725,0.495364,0.481822,0.483179,0.516505,0.510608,0.511910,0.498887,0.518825,0.499902,0.479768,0.480020,0.505672,0.502985,0.516489,0.501026
1000,0.447924,0.456235,0.442943,0.445086,0.461673,0.450128,0.494039,0.478189,0.560890,0.522105,0.440455,0.437760,0.463030,0.448061,0.490185,0.470940,0.549035,0.485919,0.444002,0.442167,0.488567,0.475141,0.498441,0.476420,0.523101,0.481752,0.463036,0.463345,0.526833,0.513457,0.507505,0.486824,0.525566,0.492833,0.469985,0.471858,0.524262,0.513162,0.517934,0.495477,0.532627,0.501727,0.466200,0.466308,0.506091,0.500763,0.526280,0.498940
1200,0.433097,0.441312,0.424506,0.426817,0.467930,0.441806,0.494572,0.471320,0.579462,0.522689,0.428221,0.421746,0.469246,0.435026,0.492908,0.461928,0.567863,0.477886,0.427313,0.423580,0.481654,0.460355,0.500786,0.467305,0.537699,0.476457,0.449352,0.448946,0.533400,0.511974,0.511353,0.479513,0.538930,0.491151,0.458611,0.460849,0.533276,0.515387,0.524653,0.490411,0.545336,0.501281,0.454962,0.453867,0.505804,0.497180,0.536452,0.495240
1400,0.420323,0.427211,0.407521,0.409340,0.482289,0.437832,0.494040,0.463510,0.597436,0.521542,0.422386,0.408108,0.482536,0.425473,0.496104,0.454340,0.586460,0.469880,0.413608,0.406505,0.478978,0.446434,0.504540,0.459781,0.553244,0.470218,0.436468,0.434994,0.537243,0.506787,0.514906,0.472937,0.553640,0.489683,0.447272,0.449611,0.542563,0.517670,0.530005,0.485056,0.558681,0.501050,0.443857,0.441433,0.505016,0.492386,0.544911,0.490345
1600,0.409476,0.414478,0.391823,0.392443,0.501184,0.436276,0.493646,0.455877,0.613424,0.518734,0.421174,0.397555,0.501908,0.419888,0.502040,0.448361,0.605714,0.462057,0.403133,0.391217,0.480601,0.432916,0.509109,0.452697,0.569637,0.464977,0.423152,0.419825,0.541252,0.501279,0.519116,0.465842,0.565742,0.485094,0.436572,0.438686,0.550482,0.517363,0.535425,0.479871,0.572805,0.500403,0.436335,0.431496,0.504008,0.486164,0.554147,0.484731
1800,0.400726,0.402589,0.379832,0.377929,0.523388,0.438231,0.493228,0.446864,0.628610,0.515223,0.425411,0.389959,0.525837,0.419494,0.510913,0.442273,0.624758,0.452963,0.395643,0.376942,0.485835,0.420997,0.516019,0.445645,0.587465,0.458700,0.411711,0.405646,0.543776,0.494080,0.524392,0.458591,0.580025,0.482714,0.426152,0.427536,0.558629,0.517409,0.542081,0.473746,0.588679,0.499918,0.428385,0.420723,0.502509,0.479724,0.564904,0.478737
2000,0.393824,0.391381,0.370940,0.365452,0.546899,0.441350,0.493155,0.438543,0.643053,0.511156,0.432929,0.384345,0.550697,0.420424,0.520401,0.437209,0.644718,0.444196,0.393991,0.364463,0.495385,0.410228,0.523307,0.439284,0.606141,0.452884,0.402536,0.393433,0.546448,0.485774,0.530363,0.451771,0.593230,0.478900,0.418125,0.418040,0.565464,0.515958,0.547998,0.466713,0.602902,0.496746,0.421856,0.410040,0.500279,0.471933,0.575045,0.471430
2200,0.388829,0.381311,0.363715,0.353572,0.570765,0.443336,0.491696,0.428245,0.656209,0.506922,0.442124,0.380434,0.576849,0.422369,0.530354,0.431832,0.666114,0.437364,0.396646,0.354764,0.508540,0.401538,0.532866,0.434007,0.624922,0.448384,0.394626,0.381694,0.550144,0.477129,0.536716,0.445569,0.607052,0.474552,0.409288,0.407633,0.571942,0.513897,0.556448,0.460507,0.616650,0.495621,0.417376,0.401013,0.499528,0.464894,0.586145,0.464689
2400,0.385708,0.372594,0.359311,0.342882,0.596989,0.447008,0.492398,0.418278,0.669494,0.502580,0.452554,0.377747,0.604463,0.426250,0.542205,0.426375,0.686475,0.430642,0.404405,0.347198,0.524884,0.393742,0.544277,0.428630,0.644031,0.442038,0.389223,0.371211,0.555100,0.468585,0.545258,0.439079,0.620006,0.470093,0.402880,0.398655,0.577279,0.510235,0.565802,0.453231,0.630509,0.492183,0.415740,0.393229,0.498705,0.457568,0.598311,0.456873
2600,0.383754,0.365019,0.357500,0.333768,0.621967,0.449798,0.492313,0.408828,0.683143,0.498848,0.464261,0.376121,0.633260,0.430195,0.554191,0.422341,0.706375,0.423723,0.411831,0.340978,0.542078,0.385863,0.554582,0.424097,0.663154,0.436901,0.385194,0.361898,0.560961,0.460109,0.553229,0.433314,0.633181,0.465979,0.397285,0.390831,0.585059,0.508003,0.574636,0.447316,0.645698,0.490236,0.415702,0.386430,0.499521,0.449962,0.611789,0.450095
