step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
2600,L4.v_lut,0.6144,52.09,17,3069,0.0532,0.4147,0.2279,0.1375
2600,L4.out_proj,0.0280,1142.24,101,8192,0.0022,0.0218,0.0176,0.0157
2600,L4.residual_lut,0.8718,146.82,56,2421,0.0332,0.7373,0.5369,0.4141
2600,L5.qkv_lut,0.8120,157.63,62,2631,0.0280,0.6898,0.5151,0.4022
2600,L5.v_lut,0.6464,49.50,13,3031,0.0752,0.3949,0.2109,0.1304
2600,L5.out_proj,0.0113,2841.67,670,8192,0.0007,0.0091,0.0082,0.0078
2600,L5.residual_lut,0.4890,261.75,36,6735,0.0574,0.3440,0.2546,0.2029
2800,L0.qkv_lut,1.0000,128.00,99,733,0.0000,0.9990,0.9644,0.7686
2800,L0.v_lut,0.9892,32.35,20,552,0.0124,0.8413,0.3008,0.0929
2800,L0.out_proj,0.6875,46.55,13,2565,0.0817,0.4161,0.2151,0.1308
2800,L0.residual_lut,0.9631,132.90,55,1856,0.0239,0.8352,0.6096,0.4443
2800,L1.qkv_lut,0.9718,131.71,60,2820,0.0207,0.8573,0.6250,0.4718
2800,L1.v_lut,0.7763,41.22,13,1750,0.0801,0.4772,0.2303,0.1324
2800,L1.out_proj,0.8524,37.54,13,1579,0.0793,0.5399,0.2552,0.1387
2800,L1.residual_lut,0.9944,128.72,75,1556,0.0061,0.9392,0.7307,0.5461
2800,L2.qkv_lut,0.9915,129.09,75,1519,0.0054,0.9359,0.7292,0.5435
2800,L2.v_lut,0.9121,35.08,14,1250,0.0696,0.5940,0.2709,0.1393
2800,L2.out_proj,0.6008,53.26,10,3121,0.0900,0.3288,0.1696,0.1054
2800,L2.residual_lut,0.9614,133.14,87,1290,0.0181,0.8853,0.7300,0.5789
2800,L3.qkv_lut,0.9447,135.50,82,1627,0.0238,0.8527,0.7018,0.5467
2800,L3.v_lut,0.8217,38.94,18,1161,0.0644,0.5686,0.2853,0.1504
2800,L3.out_proj,0.1795,178.30,14,6433,0.0249,0.1093,0.0706,0.0550
2800,L3.residual_lut,0.8608,148.69,76,2824,0.0237,0.7712,0.6133,0.4756
2800,L4.qkv_lut,0.8289,154.41,70,2269,0.0275,0.7183,0.5553,0.4364
2800,L4.v_lut,0.6253,51.18,17,2497,0.0602,0.4152,0.2305,0.1387
2800,L4.out_proj,0.0328,975.42,92,8178,0.0023,0.0257,0.0208,0.0179
2800,L4.residual_lut,0.8730,146.61,66,1817,0.0298,0.7463,0.5803,0.4482
2800,L5.qkv_lut,0.8201,156.07,67,2128,0.0254,0.7020,0.5335,0.4212
2800,L5.v_lut,0.6711,47.68,14,2545,0.0720,0.4188,0.2229,0.1381
2800,L5.out_proj,0.0123,2601.93,531,8192,0.0006,0.0104,0.0090,0.0086
2800,L5.residual_lut,0.4929,259.68,31,5425,0.0535,0.3379,0.2449,0.1946
3000,L0.qkv_lut,1.0000,128.00,100,737,0.0000,0.9989,0.9637,0.7708
3000,L0.v_lut,0.9892,32.35,20,560,0.0118,0.8413,0.2988,0.0931
3000,L0.out_proj,0.6893,46.42,13,2460,0.0796,0.4194,0.2196,0.1312
3000,L0.residual_lut,0.9690,132.10,54,1814,0.0242,0.8396,0.6116,0.4470
3000,L1.qkv_lut,0.9715,131.75,60,2738,0.0216,0.8590,0.6273,0.4704
3000,L1.v_lut,0.7814,40.95,12,1567,0.0825,0.4800,0.2319,0.1323
3000,L1.out_proj,0.8526,37.53,13,1411,0.0780,0.5413,0.2534,0.1398
3000,L1.residual_lut,0.9951,128.63,74,1491,0.0068,0.9346,0.7332,0.5452
3000,L2.qkv_lut,0.9915,129.09,74,1544,0.0042,0.9370,0.7355,0.5420
3000,L2.v_lut,0.9142,35.00,14,1375,0.0711,0.5956,0.2722,0.1400
3000,L2.out_proj,0.6163,51.93,10,3117,0.0923,0.3380,0.1738,0.1078
3000,L2.residual_lut,0.9624,133.00,87,1313,0.0181,0.8887,0.7351,0.5801
3000,L3.qkv_lut,0.9494,134.82,81,1553,0.0234,0.8571,0.7023,0.5464
3000,L3.v_lut,0.8261,38.74,17,1107,0.0626,0.5716,0.2848,0.1497
3000,L3.out_proj,0.1854,172.61,15,6468,0.0280,0.1116,0.0728,0.0563
3000,L3.residual_lut,0.8582,149.16,85,3380,0.0168,0.7908,0.6450,0.5002
3000,L4.qkv_lut,0.8338,153.51,78,2063,0.0200,0.7443,0.5868,0.4585
3000,L4.v_lut,0.6481,49.38,18,2807,0.0551,0.4447,0.2421,0.1438
3000,L4.out_proj,0.0328,974.51,94,8190,0.0027,0.0258,0.0211,0.0182
3000,L4.residual_lut,0.8960,142.86,68,2565,0.0215,0.7930,0.6091,0.4634
3000,L5.qkv_lut,0.8377,152.79,71,2739,0.0184,0.7414,0.5760,0.4414
3000,L5.v_lut,0.6959,45.98,14,1914,0.0740,0.4386,0.2299,0.1365
3000,L5.out_proj,0.0114,2796.20,472,8192,0.0005,0.0097,0.0082,0.0078
3000,L5.residual_lut,0.6292,203.45,33,4320,0.0618,0.4426,0.3191,0.2502
3200,L0.qkv_lut,1.0000,128.00,100,745,0.0000,0.9992,0.9648,0.7710
3200,L0.v_lut,0.9890,32.35,20,622,0.0115,0.8406,0.2993,0.0938
3200,L0.out_proj,0.6938,46.12,13,2334,0.0800,0.4218,0.2177,0.1312
3200,L0.residual_lut,0.9658,132.53,56,1918,0.0186,0.8438,0.6199,0.4531
3200,L1.qkv_lut,0.9730,131.55,60,2712,0.0202,0.8617,0.6335,0.4731
3200,L1.v_lut,0.7846,40.78,13,1549,0.0829,0.4823,0.2321,0.1340
3200,L1.out_proj,0.8684,36.85,14,1326,0.0743,0.5558,0.2602,0.1408
3200,L1.residual_lut,0.9956,128.56,75,1496,0.0063,0.9395,0.7354,0.5503
3200,L2.qkv_lut,0.9927,128.94,76,1536,0.0052,0.9393,0.7428,0.5542
3200,L2.v_lut,0.9173,34.88,14,1415,0.0688,0.6021,0.2741,0.1408
3200,L2.out_proj,0.6265,51.08,10,3266,0.0937,0.3426,0.1768,0.1093
3200,L2.residual_lut,0.9626,132.97,88,1328,0.0190,0.8945,0.7432,0.5886
3200,L3.qkv_lut,0.9528,134.34,82,1729,0.0243,0.8605,0.7088,0.5513
3200,L3.v_lut,0.8288,38.61,18,1089,0.0636,0.5779,0.2895,0.1506
3200,L3.out_proj,0.1882,170.06,15,5636,0.0261,0.1137,0.0742,0.0574
3200,L3.residual_lut,0.8774,145.88,78,3087,0.0227,0.7971,0.6345,0.4907
3200,L4.qkv_lut,0.8550,149.71,76,2184,0.0267,0.7520,0.5869,0.4657
3200,L4.v_lut,0.6633,48.25,17,2328,0.0612,0.4474,0.2413,0.1432
3200,L4.out_proj,0.0401,798.61,84,8156,0.0028,0.0309,0.0243,0.0213
3200,L4.residual_lut,0.8657,147.85,55,2377,0.0300,0.7173,0.5291,0.4094
3200,L5.qkv_lut,0.8078,158.46,56,2512,0.0285,0.6756,0.4922,0.3841
3200,L5.v_lut,0.6393,50.06,13,2000,0.0775,0.3848,0.2040,0.1245
3200,L5.out_proj,0.0118,2702.52,525,8192,0.0005,0.0102,0.0086,0.0081
3200,L5.residual_lut,0.5637,227.06,39,4851,0.0537,0.4126,0.3005,0.2349
3400,L0.qkv_lut,1.0000,128.00,100,733,0.0000,0.9992,0.9626,0.7668
3400,L0.v_lut,0.9891,32.35,20,626,0.0117,0.8399,0.2995,0.0933
3400,L0.out_proj,0.6994,45.75,13,2322,0.0802,0.4248,0.2191,0.1320
3400,L0.residual_lut,0.9683,132.20,57,1890,0.0181,0.8523,0.6206,0.4568
3400,L1.qkv_lut,0.9740,131.42,61,2677,0.0174,0.8695,0.6398,0.4792
3400,L1.v_lut,0.7872,40.65,13,1465,0.0818,0.4880,0.2334,0.1336
3400,L1.out_proj,0.8667,36.92,14,1508,0.0757,0.5596,0.2621,0.1412
3400,L1.residual_lut,0.9956,128.56,77,1513,0.0068,0.9443,0.7485,0.5635
3400,L2.qkv_lut,0.9917,129.07,77,1541,0.0033,0.9463,0.7505,0.5555
3400,L2.v_lut,0.9221,34.70,15,1310,0.0644,0.6120,0.2773,0.1410
3400,L2.out_proj,0.6339,50.48,10,3153,0.0956,0.3483,0.1780,0.1100
3400,L2.residual_lut,0.9612,133.17,87,1526,0.0173,0.8882,0.7441,0.5820
3400,L3.qkv_lut,0.9505,134.66,81,1522,0.0251,0.8548,0.6965,0.5425
3400,L3.v_lut,0.8235,38.86,17,1084,0.0639,0.5732,0.2870,0.1494
3400,L3.out_proj,0.2039,156.97,15,5388,0.0289,0.1240,0.0798,0.0602
3400,L3.residual_lut,0.8757,146.16,79,2818,0.0212,0.7883,0.6240,0.4902
3400,L4.qkv_lut,0.8579,149.20,73,2088,0.0260,0.7533,0.5856,0.4585
3400,L4.v_lut,0.6638,48.21,17,2384,0.0620,0.4435,0.2384,0.1419
3400,L4.out_proj,0.0429,746.32,90,8181,0.0028,0.0334,0.0266,0.0231
3400,L4.residual_lut,0.8328,153.71,48,3456,0.0354,0.6782,0.4895,0.3669
3400,L5.qkv_lut,0.7865,162.75,54,3518,0.0356,0.6411,0.4738,0.3683
3400,L5.v_lut,0.6078,52.65,12,2352,0.0775,0.3608,0.1922,0.1199
3400,L5.out_proj,0.0120,2668.13,471,8192,0.0006,0.0096,0.0085,0.0080
3400,L5.residual_lut,0.6665,192.05,29,5843,0.0632,0.4617,0.3230,0.2483
3600,L0.qkv_lut,1.0000,128.00,100,740,0.0000,0.9992,0.9626,0.7668
3600,L0.v_lut,0.9892,32.35,20,648,0.0116,0.8397,0.2987,0.0935
3600,L0.out_proj,0.6964,45.95,13,2415,0.0780,0.4270,0.2213,0.1317
3600,L0.residual_lut,0.9666,132.43,56,1864,0.0208,0.8484,0.6116,0.4517
3600,L1.qkv_lut,0.9766,131.07,60,2670,0.0155,0.8652,0.6398,0.4754
3600,L1.v_lut,0.7853,40.75,13,1536,0.0811,0.4870,0.2331,0.1333
3600,L1.out_proj,0.8706,36.76,14,1307,0.0770,0.5634,0.2632,0.1409
3600,L1.residual_lut,0.9968,128.41,79,1419,0.0056,0.9453,0.7515,0.5657
3600,L2.qkv_lut,0.9922,129.01,78,1397,0.0047,0.9458,0.7585,0.5599
3600,L2.v_lut,0.9257,34.57,15,1309,0.0658,0.6151,0.2790,0.1408
3600,L2.out_proj,0.6279,50.96,10,2948,0.0918,0.3466,0.1764,0.1110
3600,L2.residual_lut,0.9636,132.83,86,1424,0.0200,0.8901,0.7378,0.5828
3600,L3.qkv_lut,0.9458,135.34,82,1569,0.0234,0.8530,0.7010,0.5438
3600,L3.v_lut,0.8224,38.91,18,1041,0.0621,0.5737,0.2858,0.1493
3600,L3.out_proj,0.2072,154.43,16,5315,0.0291,0.1267,0.0829,0.0619
3600,L3.residual_lut,0.8857,144.51,78,2799,0.0271,0.7903,0.6294,0.4868
3600,L4.qkv_lut,0.8638,148.19,71,2254,0.0285,0.7513,0.5807,0.4528
3600,L4.v_lut,0.6688,47.85,17,2833,0.0635,0.4443,0.2396,0.1416
3600,L4.out_proj,0.0447,715.75,67,8151,0.0038,0.0348,0.0266,0.0226
3600,L4.residual_lut,0.8760,146.12,62,2203,0.0276,0.7544,0.5635,0.4326
3600,L5.qkv_lut,0.8184,156.41,69,2543,0.0275,0.7023,0.5418,0.4232
3600,L5.v_lut,0.6413,49.90,13,1803,0.0762,0.3917,0.2128,0.1344
3600,L5.out_proj,0.0118,2709.50,591,8192,0.0005,0.0098,0.0090,0.0084
3600,L5.residual_lut,0.5684,225.21,33,5315,0.0544,0.4099,0.2893,0.2275
3800,L0.qkv_lut,1.0000,128.00,100,752,0.0000,0.9995,0.9608,0.7666
3800,L0.v_lut,0.9889,32.36,20,642,0.0118,0.8383,0.2987,0.0940
3800,L0.out_proj,0.6984,45.82,13,2454,0.0770,0.4273,0.2216,0.1331
3800,L0.residual_lut,0.9685,132.16,56,1792,0.0227,0.8567,0.6208,0.4575
3800,L1.qkv_lut,0.9766,131.07,61,2636,0.0195,0.8693,0.6400,0.4771
3800,L1.v_lut,0.7858,40.72,13,1505,0.0809,0.4898,0.2352,0.1344
3800,L1.out_proj,0.8730,36.65,14,1384,0.0743,0.5632,0.2639,0.1401
3800,L1.residual_lut,0.9968,128.41,77,1504,0.0037,0.9509,0.7544,0.5681
3800,L2.qkv_lut,0.9928,128.92,78,1492,0.0042,0.9484,0.7529,0.5581
3800,L2.v_lut,0.9270,34.52,14,1313,0.0667,0.6156,0.2778,0.1395
3800,L2.out_proj,0.6540,48.93,9,3088,0.0978,0.3557,0.1799,0.1116
3800,L2.residual_lut,0.9666,132.43,88,1672,0.0176,0.8972,0.7471,0.5913
3800,L3.qkv_lut,0.9528,134.34,82,1516,0.0238,0.8592,0.7139,0.5513
3800,L3.v_lut,0.8330,38.42,18,1010,0.0608,0.5842,0.2909,0.1491
3800,L3.out_proj,0.2103,152.19,15,5706,0.0299,0.1286,0.0835,0.0625
3800,L3.residual_lut,0.8762,146.08,79,3120,0.0271,0.7905,0.6279,0.4871
3800,L4.qkv_lut,0.8590,149.00,69,2405,0.0278,0.7445,0.5744,0.4489
3800,L4.v_lut,0.6610,48.41,17,2745,0.0614,0.4413,0.2393,0.1420
3800,L4.out_proj,0.0488,655.77,57,8135,0.0043,0.0361,0.0277,0.0239
3800,L4.residual_lut,0.8638,148.19,54,3271,0.0332,0.7207,0.5227,0.4045
3800,L5.qkv_lut,0.8208,155.95,60,2920,0.0282,0.6919,0.5125,0.3965
3800,L5.v_lut,0.6384,50.13,13,1861,0.0776,0.3866,0.2037,0.1288
3800,L5.out_proj,0.0123,2608.40,408,8192,0.0008,0.0103,0.0090,0.0085
3800,L5.residual_lut,0.7380,173.43,44,4129,0.0566,0.5674,0.4089,0.3252
4000,L0.qkv_lut,1.0000,128.00,100,756,0.0000,0.9992,0.9611,0.7643
4000,L0.v_lut,0.9886,32.37,20,639,0.0117,0.8382,0.2987,0.0938
4000,L0.out_proj,0.6981,45.84,13,2306,0.0784,0.4297,0.2209,0.1324
4000,L0.residual_lut,0.9663,132.46,58,1816,0.0195,0.8508,0.6187,0.4600
4000,L1.qkv_lut,0.9746,131.33,61,2690,0.0177,0.8680,0.6361,0.4769
4000,L1.v_lut,0.7867,40.68,13,1475,0.0805,0.4867,0.2346,0.1347
4000,L1.out_proj,0.8776,36.46,14,1459,0.0745,0.5703,0.2649,0.1404
4000,L1.residual_lut,0.9963,128.47,78,1458,0.0046,0.9480,0.7556,0.5669
4000,L2.qkv_lut,0.9930,128.90,78,1497,0.0042,0.9513,0.7576,0.5648
4000,L2.v_lut,0.9261,34.55,15,1325,0.0615,0.6189,0.2805,0.1407
4000,L2.out_proj,0.6517,49.10,10,3457,0.0943,0.3595,0.1815,0.1121
4000,L2.residual_lut,0.9631,132.90,88,1400,0.0166,0.8965,0.7485,0.5825
4000,L3.qkv_lut,0.9508,134.62,82,1435,0.0229,0.8587,0.7126,0.5560
4000,L3.v_lut,0.8328,38.43,18,968,0.0612,0.5856,0.2885,0.1497
4000,L3.out_proj,0.2145,149.20,15,5471,0.0314,0.1309,0.0837,0.0638
4000,L3.residual_lut,0.8789,145.64,87,2317,0.0220,0.8015,0.6633,0.5227
4000,L4.qkv_lut,0.8636,148.22,80,2158,0.0311,0.7619,0.6060,0.4808
4000,L4.v_lut,0.6755,47.37,18,2165,0.0559,0.4649,0.2540,0.1478
4000,L4.out_proj,0.0564,567.41,44,8022,0.0056,0.0414,0.0309,0.0256
4000,L4.residual_lut,0.8792,145.60,67,2410,0.0291,0.7654,0.5779,0.4509
4000,L5.qkv_lut,0.8237,155.39,73,1854,0.0246,0.7201,0.5545,0.4380
4000,L5.v_lut,0.6667,48.00,15,1670,0.0717,0.4225,0.2264,0.1389
4000,L5.out_proj,0.0123,2595.49,488,8192,0.0005,0.0108,0.0093,0.0086
4000,L5.residual_lut,0.5713,224.05,40,5286,0.0471,0.4160,0.3044,0.2456
4200,L0.qkv_lut,1.0000,128.00,100,755,0.0000,0.9995,0.9624,0.7648
4200,L0.v_lut,0.9893,32.34,20,641,0.0118,0.8385,0.2991,0.0934
4200,L0.out_proj,0.7065,45.29,13,2241,0.0794,0.4344,0.2222,0.1339
4200,L0.residual_lut,0.9688,132.13,58,1698,0.0210,0.8579,0.6206,0.4609
4200,L1.qkv_lut,0.9795,130.68,62,2576,0.0166,0.8711,0.6432,0.4829
4200,L1.v_lut,0.7930,40.35,13,1491,0.0820,0.4930,0.2369,0.1351
4200,L1.out_proj,0.8740,36.61,14,1352,0.0757,0.5693,0.2648,0.1393
4200,L1.residual_lut,0.9966,128.44,80,1442,0.0059,0.9502,0.7556,0.5706
4200,L2.qkv_lut,0.9935,128.84,78,1442,0.0041,0.9497,0.7629,0.5659
4200,L2.v_lut,0.9272,34.51,15,1300,0.0641,0.6181,0.2804,0.1400
4200,L2.out_proj,0.6499,49.24,10,2853,0.0945,0.3585,0.1819,0.1115
4200,L2.residual_lut,0.9646,132.70,89,1306,0.0159,0.9023,0.7583,0.6016
4200,L3.qkv_lut,0.9466,135.22,85,1535,0.0218,0.8633,0.7189,0.5610
4200,L3.v_lut,0.8348,38.33,18,1020,0.0583,0.5914,0.2951,0.1507
4200,L3.out_proj,0.2234,143.21,15,5357,0.0308,0.1366,0.0888,0.0658
4200,L3.residual_lut,0.8804,145.39,82,3010,0.0227,0.7922,0.6497,0.5000
4200,L4.qkv_lut,0.8667,147.69,74,2004,0.0296,0.7609,0.5954,0.4644
4200,L4.v_lut,0.6770,47.27,18,2591,0.0625,0.4553,0.2495,0.1466
4200,L4.out_proj,0.0589,543.59,42,8075,0.0046,0.0431,0.0326,0.0263
4200,L4.residual_lut,0.8938,143.21,70,1914,0.0208,0.7832,0.5908,0.4644
4200,L5.qkv_lut,0.8372,152.88,77,2220,0.0161,0.7539,0.5858,0.4569
4200,L5.v_lut,0.6984,45.82,14,1419,0.0729,0.4421,0.2335,0.1385
4200,L5.out_proj,0.0117,2723.57,469,8192,0.0008,0.0099,0.0085,0.0079
4200,L5.residual_lut,0.5552,230.56,31,6107,0.0520,0.3926,0.2766,0.2180
4400,L0.qkv_lut,1.0000,128.00,100,750,0.0000,0.9992,0.9606,0.7619
4400,L0.v_lut,0.9894,32.34,20,642,0.0124,0.8368,0.2985,0.0942
4400,L0.out_proj,0.7056,45.35,13,2366,0.0800,0.4360,0.2241,0.1325
4400,L0.residual_lut,0.9690,132.10,58,1788,0.0198,0.8594,0.6270,0.4641
4400,L1.qkv_lut,0.9756,131.20,63,2594,0.0173,0.8727,0.6439,0.4836
4400,L1.v_lut,0.7929,40.36,13,1385,0.0801,0.4941,0.2369,0.1351
4400,L1.out_proj,0.8759,36.53,14,1423,0.0733,0.5717,0.2656,0.1405
4400,L1.residual_lut,0.9951,128.63,78,1433,0.0044,0.9500,0.7517,0.5630
4400,L2.qkv_lut,0.9927,128.94,77,1560,0.0041,0.9489,0.7570,0.5614
4400,L2.v_lut,0.9253,34.58,15,1352,0.0639,0.6165,0.2790,0.1402
4400,L2.out_proj,0.6560,48.78,10,2695,0.0929,0.3643,0.1854,0.1141
4400,L2.residual_lut,0.9634,132.87,90,1231,0.0154,0.8982,0.7568,0.5964
4400,L3.qkv_lut,0.9515,134.52,84,1443,0.0252,0.8630,0.7126,0.5597
4400,L3.v_lut,0.8370,38.23,18,998,0.0627,0.5875,0.2915,0.1496
4400,L3.out_proj,0.2158,148.29,16,4974,0.0301,0.1342,0.0852,0.0650
4400,L3.residual_lut,0.8745,146.37,86,2836,0.0178,0.7979,0.6572,0.5146
4400,L4.qkv_lut,0.8594,148.95,79,2060,0.0257,0.7625,0.6043,0.4764
4400,L4.v_lut,0.6727,47.57,18,2397,0.0590,0.4561,0.2488,0.1467
4400,L4.out_proj,0.0667,479.68,42,8007,0.0056,0.0492,0.0359,0.0292
4400,L4.residual_lut,0.8965,142.78,70,2168,0.0151,0.8042,0.6125,0.4741
4400,L5.qkv_lut,0.8452,151.44,73,1840,0.0114,0.7624,0.5894,0.4541
4400,L5.v_lut,0.7151,44.75,14,1358,0.0701,0.4563,0.2350,0.1373
4400,L5.out_proj,0.0119,2688.66,388,8192,0.0008,0.0103,0.0090,0.0082
4400,L5.residual_lut,0.6675,191.77,37,4918,0.0481,0.4973,0.3528,0.2795
4600,L0.qkv_lut,1.0000,128.00,100,751,0.0000,0.9995,0.9619,0.7653
4600,L0.v_lut,0.9893,32.35,20,641,0.0121,0.8376,0.2993,0.0943
4600,L0.out_proj,0.7145,44.79,13,2421,0.0821,0.4372,0.2231,0.1335
4600,L0.residual_lut,0.9722,131.66,59,1682,0.0193,0.8611,0.6335,0.4668
4600,L1.qkv_lut,0.9751,131.27,62,2618,0.0145,0.8807,0.6439,0.4836
4600,L1.v_lut,0.7951,40.24,13,1422,0.0806,0.4972,0.2394,0.1356
4600,L1.out_proj,0.8794,36.39,14,1323,0.0742,0.5734,0.2664,0.1426
4600,L1.residual_lut,0.9971,128.38,80,1345,0.0063,0.9504,0.7585,0.5759
4600,L2.qkv_lut,0.9932,128.88,79,1390,0.0039,0.9512,0.7637,0.5697
4600,L2.v_lut,0.9303,34.40,15,1279,0.0626,0.6235,0.2815,0.1413
4600,L2.out_proj,0.6574,48.67,10,2927,0.0947,0.3654,0.1858,0.1145
4600,L2.residual_lut,0.9631,132.90,90,1251,0.0171,0.8977,0.7561,0.6025
4600,L3.qkv_lut,0.9466,135.22,86,1486,0.0205,0.8630,0.7227,0.5648
4600,L3.v_lut,0.8368,38.24,18,945,0.0588,0.5937,0.2957,0.1510
4600,L3.out_proj,0.2164,147.87,16,5005,0.0302,0.1342,0.0861,0.0652
4600,L3.residual_lut,0.8767,146.00,86,2753,0.0200,0.8013,0.6575,0.5132
4600,L4.qkv_lut,0.8612,148.64,76,1744,0.0295,0.7585,0.6032,0.4720
4600,L4.v_lut,0.6723,47.59,18,2488,0.0590,0.4587,0.2490,0.1460
4600,L4.out_proj,0.0736,434.55,28,7853,0.0077,0.0513,0.0359,0.0288
4600,L4.residual_lut,0.9048,141.47,79,1417,0.0110,0.8303,0.6599,0.5032
4600,L5.qkv_lut,0.8517,150.28,87,1604,0.0109,0.7863,0.6271,0.4977
4600,L5.v_lut,0.7420,43.13,16,1158,0.0655,0.4891,0.2530,0.1456
4600,L5.out_proj,0.0127,2514.57,392,8192,0.0007,0.0108,0.0093,0.0086
4600,L5.residual_lut,0.7993,160.14,47,3260,0.0471,0.6345,0.4597,0.3518
4800,L0.qkv_lut,1.0000,128.00,100,751,0.0000,0.9995,0.9619,0.7638
4800,L0.v_lut,0.9895,32.34,20,641,0.0122,0.8371,0.2986,0.0944
4800,L0.out_proj,0.7119,44.95,13,2310,0.0757,0.4389,0.2242,0.1335
4800,L0.residual_lut,0.9709,131.83,59,1675,0.0181,0.8616,0.6301,0.4661
4800,L1.qkv_lut,0.9761,131.14,63,2560,0.0145,0.8750,0.6484,0.4875
4800,L1.v_lut,0.7937,40.32,13,1440,0.0812,0.4972,0.2380,0.1361
4800,L1.out_proj,0.8820,36.28,14,1389,0.0744,0.5759,0.2654,0.1401
4800,L1.residual_lut,0.9966,128.44,80,1427,0.0059,0.9504,0.7600,0.5750
4800,L2.qkv_lut,0.9935,128.84,79,1404,0.0052,0.9521,0.7622,0.5690
4800,L2.v_lut,0.9269,34.52,15,1507,0.0616,0.6214,0.2814,0.1409
4800,L2.out_proj,0.6602,48.47,10,3066,0.0933,0.3674,0.1847,0.1154
4800,L2.residual_lut,0.9656,132.56,91,1271,0.0156,0.8982,0.7590,0.6008
4800,L3.qkv_lut,0.9521,134.43,86,1374,0.0246,0.8612,0.7275,0.5638
4800,L3.v_lut,0.8377,38.20,19,952,0.0581,0.5958,0.2969,0.1508
4800,L3.out_proj,0.2278,140.47,16,5139,0.0307,0.1399,0.0894,0.0681
4800,L3.residual_lut,0.8755,146.20,89,2914,0.0210,0.7998,0.6697,0.5259
4800,L4.qkv_lut,0.8623,148.44,82,1685,0.0304,0.7660,0.6104,0.4863
4800,L4.v_lut,0.6790,47.13,19,2166,0.0549,0.4695,0.2567,0.1475
4800,L4.out_proj,0.0864,370.39,28,7844,0.0089,0.0591,0.0417,0.0322
4800,L4.residual_lut,0.9067,141.17,81,1645,0.0071,0.8467,0.6724,0.5127
4800,L5.qkv_lut,0.8564,149.45,85,2000,0.0099,0.7954,0.6385,0.5029
4800,L5.v_lut,0.7569,42.28,16,1321,0.0645,0.4999,0.2519,0.1411
4800,L5.out_proj,0.0127,2526.69,312,8192,0.0009,0.0105,0.0091,0.0080
4800,L5.residual_lut,0.6597,194.04,35,5079,0.0544,0.4778,0.3403,0.2622
5000,L0.qkv_lut,1.0000,128.00,99,748,0.0000,0.9990,0.9606,0.7625
5000,L0.v_lut,0.9894,32.34,20,640,0.0119,0.8383,0.2989,0.0942
5000,L0.out_proj,0.7154,44.73,13,2440,0.0801,0.4401,0.2245,0.1346
5000,L0.residual_lut,0.9709,131.83,61,1716,0.0159,0.8660,0.6396,0.4717
5000,L1.qkv_lut,0.9788,130.77,64,2554,0.0155,0.8817,0.6527,0.4920
5000,L1.v_lut,0.7985,40.07,13,1410,0.0779,0.5009,0.2405,0.1362
5000,L1.out_proj,0.8809,36.33,14,1386,0.0722,0.5778,0.2671,0.1428
5000,L1.residual_lut,0.9968,128.41,80,1465,0.0054,0.9529,0.7607,0.5784
5000,L2.qkv_lut,0.9927,128.94,80,1413,0.0031,0.9525,0.7694,0.5718
5000,L2.v_lut,0.9306,34.39,15,1285,0.0622,0.6228,0.2828,0.1413
5000,L2.out_proj,0.6629,48.27,10,2942,0.0966,0.3674,0.1854,0.1129
5000,L2.residual_lut,0.9636,132.83,88,1386,0.0144,0.8948,0.7527,0.5920
5000,L3.qkv_lut,0.9471,135.15,85,1436,0.0246,0.8560,0.7173,0.5604
5000,L3.v_lut,0.8319,38.47,18,920,0.0584,0.5884,0.2934,0.1498
5000,L3.out_proj,0.2309,138.59,15,5093,0.0318,0.1417,0.0913,0.0682
5000,L3.residual_lut,0.8894,143.92,85,2761,0.0244,0.8044,0.6570,0.5168
5000,L4.qkv_lut,0.8763,146.07,73,1922,0.0246,0.7721,0.6056,0.4725
5000,L4.v_lut,0.6895,46.41,17,2303,0.0617,0.4657,0.2491,0.1459
5000,L4.out_proj,0.1000,320.08,26,7568,0.0113,0.0677,0.0475,0.0377
5000,L4.residual_lut,0.9077,141.01,75,1614,0.0078,0.8372,0.6521,0.4966
5000,L5.qkv_lut,0.8555,149.63,84,1971,0.0073,0.8031,0.6392,0.4969
5000,L5.v_lut,0.7480,42.78,15,1107,0.0668,0.4839,0.2423,0.1386
5000,L5.out_proj,0.0124,2576.35,307,8192,0.0007,0.0105,0.0091,0.0083
5000,L5.residual_lut,0.7107,180.11,44,4638,0.0449,0.5437,0.3997,0.3081
5200,L0.qkv_lut,1.0000,128.00,100,748,0.0000,0.9993,0.9608,0.7660
5200,L0.v_lut,0.9890,32.36,20,642,0.0120,0.8380,0.2982,0.0946
5200,L0.out_proj,0.7147,44.77,13,2311,0.0786,0.4424,0.2253,0.1336
5200,L0.residual_lut,0.9731,131.53,59,1699,0.0190,0.8672,0.6372,0.4683
5200,L1.qkv_lut,0.9797,130.66,63,2607,0.0168,0.8760,0.6507,0.4894
5200,L1.v_lut,0.7971,40.14,13,1469,0.0798,0.5015,0.2402,0.1352
5200,L1.out_proj,0.8894,35.98,14,1385,0.0720,0.5861,0.2700,0.1425
5200,L1.residual_lut,0.9968,128.41,81,1431,0.0034,0.9541,0.7673,0.5811
5200,L2.qkv_lut,0.9932,128.88,82,1398,0.0024,0.9577,0.7743,0.5757
5200,L2.v_lut,0.9339,34.26,15,1306,0.0614,0.6309,0.2834,0.1402
