step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
24500,3.706092,1.156541,17.331940,18.407249,19.449949,19.282875,19.490318,19.884705,0.883924,0.938395,0.991451,0.983215,0.993851,1.013543,10.257331,17.944998,15.650618,18.054798,18.733896,24.878429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40920758,1.57455957,1.79052305,1.73563707,1.73030591,1.93925989,1.31498396,1.34484279,1.25360548,1.11853433,0.98565179,0.69142449,7.28458958e-03,4.24367655e-03,4.58616298e-03,8.63183849e-03,8.03305302e-03,9.22164507e-03,8.99116136e-03
25000,3.682289,1.155072,17.338135,18.413345,19.461342,19.286163,19.501165,19.892879,0.884232,0.938695,0.992013,0.983373,0.994398,1.013944,10.230196,17.931980,15.639868,18.070559,18.743225,24.929546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.41273689,1.57621205,1.79426396,1.73442018,1.73000300,1.93921447,1.31350553,1.34472311,1.25514400,1.11921227,0.98538214,0.69031340,7.24147183e-03,4.24809195e-03,4.57532238e-03,8.57924670e-03,7.97800533e-03,9.15295444e-03,8.91521014e-03
25500,3.681883,1.154260,17.349606,18.416956,19.473755,19.294334,19.511580,19.900993,0.884818,0.938873,0.992630,0.983780,0.994915,1.014334,10.205718,17.922207,15.629889,18.083755,18.756348,24.981602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.41765499,1.57751787,1.79838014,1.73473585,1.72965825,1.94000554,1.31039321,1.34584081,1.25556350,1.11935818,0.98504990,0.68907011,7.19912086e-03,4.25662613e-03,4.56558960e-03,8.52828380e-03,7.92255811e-03,9.08303726e-03,8.83863028e-03
26000,3.696856,1.152199,17.352907,18.422258,19.483406,19.306826,19.520910,19.907270,0.884971,0.939129,0.993121,0.984402,0.995377,1.014635,10.184781,17.912638,15.623736,18.102304,18.767319,25.032864,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.41977859,1.58024669,1.80097473,1.73708224,1.72950304,1.93912423,1.30993724,1.34536421,1.25676787,1.11890018,0.98515517,0.68835741,7.15180937e-03,4.25880915e-03,4.55223070e-03,8.47246684e-03,7.86579400e-03,9.00519546e-03,8.75636004e-03
26500,3.665636,1.151107,17.365736,18.430498,19.494690,19.315022,19.532595,19.917372,0.885626,0.939537,0.993671,0.984814,0.995966,1.015127,10.167606,17.902670,15.615057,18.119881,18.779858,25.078671,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42528296,1.58315468,1.80457997,1.73822653,1.73018026,1.94029832,1.30712211,1.34418488,1.25803232,1.11826026,0.98469591,0.68713957,7.10477207e-03,4.25599096e-03,4.53840336e-03,8.41799565e-03,7.80600915e-03,8.93170387e-03,8.67852941e-03
27000,3.658631,1.150022,17.375242,18.434479,19.509045,19.324476,19.540623,19.925634,0.886101,0.939730,0.994387,0.985288,0.996369,1.015534,10.148856,17.894684,15.614460,18.138191,18.791321,25.125477,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43014646,1.58529913,1.81008577,1.74019229,1.72980559,1.94047427,1.30459356,1.34389484,1.25726807,1.11810839,0.98541206,0.68657500,7.05669440e-03,4.26067039e-03,4.52067563e-03,8.36199801e-03,7.74678867e-03,8.85152724e-03,8.59850645e-03
27500,3.669519,1.148038,17.385403,18.439823,19.520498,19.335653,19.555357,19.936134,0.886620,0.939991,0.994957,0.985848,0.997114,1.016050,10.133448,17.887148,15.613750,18.156700,18.802189,25.170931,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43458474,1.58771932,1.81414294,1.74339664,1.73187375,1.94189608,1.30102205,1.34443045,1.25757945,1.11740470,0.98520207,0.68558079,7.00505311e-03,4.25925385e-03,4.50124498e-03,8.30080546e-03,7.68838078e-03,8.76648072e-03,8.51415284e-03
28000,3.649139,1.148025,17.397760,18.449289,19.533312,19.347485,19.567020,19.945730,0.887240,0.940466,0.995604,0.986445,0.997699,1.016528,10.125141,17.878653,15.612473,18.173950,18.816141,25.217482,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44054461,1.59187555,1.81863236,1.74681163,1.73300958,1.94289351,1.29835546,1.34378612,1.25856376,1.11656988,0.98486423,0.68473333,6.95671110e-03,4.25842870e-03,4.48368071e-03,8.24231841e-03,7.62870023e-03,8.69323406e-03,8.43390450e-03
28500,3.636783,1.146817,17.407419,18.458227,19.548243,19.357008,19.582386,19.955667,0.887728,0.940914,0.996350,0.986920,0.998477,1.017023,10.117563,17.873959,15.610899,18.195219,18.829468,25.258766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44434392,1.59587038,1.82483089,1.74862993,1.73447788,1.94390714,1.29559708,1.34345460,1.25903928,1.11788666,0.98402804,0.68394047,6.90622286e-03,4.25212691e-03,4.46483120e-03,8.18389282e-03,7.56788393e-03,8.61698948e-03,8.35161284e-03
29000,3.639713,1.145466,17.421005,18.467333,19.562374,19.372919,19.595448,19.969322,0.888417,0.941373,0.997050,0.987731,0.999133,1.017704,10.111697,17.866405,15.610128,18.212831,18.843599,25.306240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44994640,1.59927964,1.83064151,1.75285256,1.73629975,1.94630051,1.29248655,1.34263623,1.25952208,1.11752439,0.98392528,0.68294173,6.85768629e-03,4.24758112e-03,4.44984064e-03,8.12621042e-03,7.51073007e-03,8.53784941e-03,8.27390607e-03
29500,3.624826,1.143975,17.434875,18.474262,19.575327,19.384947,19.611816,19.979794,0.889126,0.941714,0.997702,0.988340,0.999967,1.018228,10.106281,17.861736,15.616555,18.234482,18.855333,25.345102,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45696652,1.60289216,1.83685434,1.75761747,1.73960888,1.94787729,1.28806460,1.34059346,1.25926483,1.11601102,0.98309124,0.68243563,6.80708288e-03,4.24344279e-03,4.43278532e-03,8.06359202e-03,7.45139038e-03,8.46028980e-03,8.19099694e-03
30000,3.611051,1.143152,17.445318,18.484982,19.585546,19.399940,19.623131,19.992870,0.889656,0.942257,0.998212,0.989095,1.000538,1.018883,10.102345,17.857588,15.614203,18.253042,18.869951,25.386829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.46200800,1.60698390,1.84163094,1.76193345,1.74158120,1.94992912,1.28492117,1.33873987,1.26004839,1.11568499,0.98335797,0.68182313,6.75786434e-03,4.24011098e-03,4.41307155e-03,8.00512824e-03,7.39591708e-03,8.38492438e-03,8.10803380e-03
30500,3.618154,1.141044,17.458675,18.493826,19.602224,19.409948,19.640562,20.004452,0.890337,0.942704,0.999053,0.989600,1.001423,1.019458,10.097103,17.853281,15.617120,18.269115,18.885012,25.425158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.46842718,1.61058438,1.84890223,1.76489496,1.74514854,1.95272112,1.28084254,1.33769798,1.25909150,1.11569369,0.98278475,0.68111354,6.70803098e-03,4.23494959e-03,4.39348817e-03,7.94562045e-03,7.33562373e-03,8.31034686e-03,8.02815706e-03
31000,3.604397,1.140401,17.471811,18.505779,19.612125,19.422836,19.653755,20.017166,0.891005,0.943311,0.999561,0.990250,1.002083,1.020095,10.093762,17.847340,15.619321,18.288029,18.900833,25.464396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.47484446,1.61480153,1.85359991,1.76865363,1.74719286,1.95524395,1.27669787,1.33630383,1.26009655,1.11506426,0.98260355,0.68043017,6.65732062e-03,4.23207320e-03,4.37305775e-03,7.88350869e-03,7.27475388e-03,8.23239610e-03,7.94813409e-03
31500,3.602102,1.138959,17.485023,18.515715,19.627180,19.434950,19.670145,20.029078,0.891669,0.943809,1.000313,0.990859,1.002918,1.020692,10.098159,17.844112,15.622125,18.304701,18.914099,25.502159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.48184097,1.61910236,1.86128139,1.77214694,1.75063288,1.95748758,1.27186871,1.33387089,1.25879860,1.11460602,0.98228127,0.67986947,6.60620366e-03,4.22279770e-03,4.35276888e-03,7.82230869e-03,7.21531222e-03,8.15709867e-03,7.86693580e-03
32000,3.597606,1.137657,17.496830,18.525076,19.637091,19.449568,19.683455,20.040829,0.892272,0.944277,1.000808,0.991605,1.003596,1.021283,10.100896,17.841145,15.629528,18.322172,18.929657,25.536507,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.48725200,1.62328923,1.86579049,1.77707016,1.75343597,1.95985842,1.26845872,1.33211696,1.25938165,1.11393607,0.98200315,0.67949408,6.55507615e-03,4.21667239e-03,4.33234405e-03,7.76000367e-03,7.15534901e-03,8.08019843e-03,7.78588932e-03
32500,3.586803,1.137108,17.510931,18.534407,19.650013,19.462299,19.698847,20.055000,0.892986,0.944750,1.001457,0.992248,1.004376,1.021993,10.098857,17.837769,15.633348,18.339073,18.943296,25.571512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.49351716,1.62771833,1.87220323,1.78158545,1.75699079,1.96330750,1.26398981,1.33006787,1.25870335,1.11348379,0.98215640,0.67879212,6.50296919e-03,4.20821458e-03,4.30952292e-03,7.69592915e-03,7.09616113e-03,8.00034590e-03,7.70764146e-03
33000,3.568399,1.136576,17.525339,18.543266,19.665741,19.477278,19.715708,20.069525,0.893722,0.945198,1.002259,0.993008,1.005233,1.022731,10.104007,17.834803,15.640281,18.354540,18.957558,25.606001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.50010478,1.63176978,1.88001311,1.78702068,1.76068747,1.96698296,1.25917971,1.32809985,1.25739694,1.11259031,0.98144525,0.67829466,6.45310703e-03,4.20032768e-03,4.28770715e-03,7.63582857e-03,7.03828968e-03,7.92713650e-03,7.62935262e-03
33500,3.558207,1.135530,17.537701,18.555084,19.676474,19.490610,19.729902,20.081045,0.894351,0.945800,1.002800,0.993681,1.005951,1.023311,10.109439,17.831917,15.646626,18.373249,18.972935,25.640177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.50587606,1.63694191,1.88553965,1.79168451,1.76394069,1.96911347,1.25573373,1.32638335,1.25752604,1.11198008,0.98106050,0.67795914,6.40241204e-03,4.18954901e-03,4.26484831e-03,7.57493265e-03,6.97921636e-03,7.85461627e-03,7.55130965e-03
34000,3.555240,1.134606,17.549772,18.566357,19.690735,19.501726,19.743963,20.096323,0.894965,0.946371,1.003516,0.994242,1.006664,1.024084,10.112475,17.830877,15.649905,18.391811,18.985565,25.672003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51224983,1.64184654,1.89312851,1.79596519,1.76740062,1.97265732,1.25093377,1.32437861,1.25679994,1.11172807,0.98067123,0.67738658,6.35267864e-03,4.17866185e-03,4.24334826e-03,7.51482323e-03,6.92214770e-03,7.78082479e-03,7.47626601e-03
34500,3.547605,1.133632,17.565449,18.574476,19.702604,19.517206,19.761417,20.110481,0.895763,0.946783,1.004116,0.995033,1.007550,1.024799,10.116478,17.828285,15.654962,18.406172,18.999857,25.702518,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.51973629,1.64587021,1.89968884,1.80200410,1.77231371,1.97648549,1.24611926,1.32212651,1.25659919,1.11076725,0.98018199,0.67682874,6.30451917e-03,4.16872930e-03,4.22248850e-03,7.45594734e-03,6.86594797e-03,7.71049503e-03,7.40350690e-03
35000,3.551703,1.132502,17.580101,18.583723,19.716085,19.531343,19.775150,20.124212,0.896510,0.947251,1.004798,0.995748,1.008247,1.025495,10.123097,17.825686,15.663063,18.423597,19.011509,25.733301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.52602959,1.65027606,1.90635300,1.80740297,1.77607632,1.97969937,1.24127853,1.31948459,1.25596547,1.11016345,0.98004115,0.67657179,6.25687869e-03,4.15922562e-03,4.20266110e-03,7.39832409e-03,6.81117456e-03,7.64015364e-03,7.32973311e-03
35500,3.541747,1.131610,17.592176,18.596523,19.727991,19.543041,19.789423,20.138800,0.897123,0.947903,1.005400,0.996348,1.008974,1.026237,10.127090,17.825239,15.667214,18.438671,19.024485,25.761372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.53253031,1.65579641,1.91336036,1.81184101,1.78002071,1.98372376,1.23649001,1.31591570,1.25557923,1.10992277,0.97981453,0.67596275,6.21035912e-03,4.14843438e-03,4.18276107e-03,7.34134624e-03,6.75807800e-03,7.57258059e-03,7.25895446e-03
36000,3.535139,1.131158,17.604952,18.604691,19.740723,19.556334,19.802641,20.152256,0.897776,0.948318,1.006048,0.997021,1.009644,1.026917,10.131802,17.823278,15.672185,18.454546,19.037844,25.790657,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.53916466,1.65970719,1.92076552,1.81697881,1.78395176,1.98754406,1.23173618,1.31482375,1.25472260,1.10934246,0.97971231,0.67554206,6.16441419e-03,4.13898751e-03,4.16214950e-03,7.28573184e-03,6.70487015e-03,7.50538427e-03,7.18936184e-03
36500,3.547336,1.129647,17.619041,18.615847,19.751337,19.568529,19.818335,20.164661,0.898490,0.948889,1.006588,0.997634,1.010444,1.027543,10.138333,17.821592,15.679061,18.467831,19.050642,25.817812,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.54671264,1.66496480,1.92742682,1.82190454,1.78809762,1.99048841,1.22627628,1.31136322,1.25439405,1.10883999,0.97947580,0.67532605,6.11861430e-03,4.12665214e-03,4.14186437e-03,7.22940778e-03,6.65291911e-03,7.43948948e-03,7.12135294e-03
37000,3.513390,1.128821,17.630234,18.626221,19.760748,19.581932,19.832504,20.179579,0.899061,0.949412,1.007063,0.998316,1.011163,1.028300,10.147786,17.820301,15.683823,18.482790,19.061850,25.842909,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.55232763,1.66941822,1.93322313,1.82745004,1.79239142,1.99509454,1.22225714,1.30897057,1.25437152,1.10782182,0.97899741,0.67468643,6.07474466e-03,4.11437452e-03,4.12225397e-03,7.17570120e-03,6.60339044e-03,7.37634860e-03,7.05639925e-03
37500,3.523731,1.128431,17.644390,18.636208,19.771458,19.594131,19.845961,20.190109,0.899780,0.949916,1.007605,0.998936,1.011850,1.028831,10.152861,17.820013,15.690228,18.495951,19.073616,25.867283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.55946350,1.67422903,1.93999684,1.83243763,1.79639471,1.99790704,1.21738315,1.30586100,1.25427628,1.10737109,0.97883421,0.67478645,6.03040952e-03,4.10414161e-03,4.10207361e-03,7.12109637e-03,6.55299844e-03,7.31223123e-03,6.98991586e-03
38000,3.511293,1.127467,17.654747,18.644009,19.784073,19.605232,19.859852,20.203917,0.900311,0.950311,1.008244,0.999501,1.012557,1.029532,10.160811,17.820004,15.697769,18.508030,19.085842,25.890379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.56508541,1.67799699,1.94732702,1.83741128,1.80100644,2.00239205,1.21315229,1.30380952,1.25309229,1.10715485,0.97855848,0.67452258,5.98723581e-03,4.09108819e-03,4.08233143e-03,7.06865638e-03,6.50393963e-03,7.25055020e-03,6.92684902e-03
38500,3.500227,1.126930,17.667316,18.652979,19.795321,19.616411,19.873081,20.215977,0.900952,0.950771,1.008814,1.000070,1.013228,1.030144,10.169282,17.818007,15.704651,18.520582,19.097771,25.914076,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57186377,1.68250895,1.95432901,1.84237194,1.80497181,2.00560617,1.20890176,1.30176830,1.25183618,1.10679781,0.97830731,0.67439801,5.94624574e-03,4.08040825e-03,4.06313781e-03,7.01888977e-03,6.45609014e-03,7.19289575e-03,6.86605275e-03
39000,3.486026,1.127179,17.679029,18.664087,19.806150,19.627399,19.887058,20.229288,0.901547,0.951333,1.009361,1.000624,1.013940,1.030822,10.176366,17.817266,15.709706,18.534435,19.107800,25.935379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.57842875,1.68790412,1.96108174,1.84729099,1.80963683,2.00969338,1.20427358,1.29863489,1.25139248,1.10664558,0.97807300,0.67411470,5.90620819e-03,4.06853249e-03,4.04506642e-03,6.96941838e-03,6.41011307e-03,7.13639334e-03,6.80772541e-03
39500,3.484058,1.126445,17.687675,18.672823,19.815048,19.639870,19.898596,20.243073,0.901987,0.951780,1.009809,1.001262,1.014525,1.031522,10.183764,17.816921,15.714455,18.544918,19.118006,25.957428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.58327758,1.69208300,1.96704817,1.85307705,1.81372595,2.01430321,1.20094836,1.29607761,1.25111687,1.10595667,0.97808492,0.67369789,5.86773688e-03,4.05671308e-03,4.02826816e-03,6.92212861e-03,6.36646012e-03,7.08082505e-03,6.75202627e-03
40000,3.487454,1.125973,17.701138,18.679758,19.823792,19.652325,19.910835,20.255129,0.902674,0.952131,1.010254,1.001898,1.015147,1.032134,10.190544,17.816624,15.722590,18.557215,19.127390,25.978024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59083092,1.69549131,1.97253191,1.85847366,1.81773746,2.01811886,1.19546676,1.29443932,1.25087667,1.10513961,0.97816449,0.67357391,5.83059822e-03,4.04637260e-03,4.01108665e-03,6.87617948e-03,6.32479927e-03,7.02711754e-03,6.69803377e-03
40500,3.465799,1.125374,17.710003,18.688543,19.832193,19.663166,19.923285,20.267853,0.903125,0.952578,1.010680,1.002450,1.015782,1.032782,10.197420,17.815432,15.725978,18.569401,19.137257,25.997759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.59596717,1.70010328,1.97785926,1.86357248,1.82203925,2.02169228,1.19163322,1.29125094,1.25094342,1.10476422,0.97799873,0.67344987,5.79487843e-03,4.03516879e-03,3.99527652e-03,6.83238357e-03,6.28485903e-03,6.97680283e-03,6.64477982e-03
41000,3.470413,1.124938,17.721142,18.698097,19.842623,19.671255,19.934540,20.279434,0.903695,0.953066,1.011212,1.002863,1.016356,1.033371,10.203779,17.814806,15.730195,18.580345,19.146847,26.016745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.60197175,1.70502853,1.98456252,1.86718929,1.82575560,2.02597189,1.18733370,1.28835332,1.25007534,1.10464144,0.97799087,0.67339367,5.76040614e-03,4.02504858e-03,3.97999026e-03,6.78991619e-03,6.24491787e-03,6.92826835e-03,6.59429561e-03
41500,3.484416,1.124483,17.730402,18.705194,19.850960,19.681736,19.944946,20.289812,0.904166,0.953429,1.011639,1.003394,1.016886,1.033898,10.207923,17.814116,15.736387,18.590185,19.156866,26.036119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.60722351,1.70861101,1.98967659,1.87201989,1.82918251,2.02957630,1.18333781,1.28626454,1.25028777,1.10417056,0.97817481,0.67332989,5.72719549e-03,4.01530368e-03,3.96537269e-03,6.74857385e-03,6.20715553e-03,6.88056136e-03,6.54620584e-03
42000,3.454127,1.123821,17.740854,18.712658,19.859453,19.690710,19.957405,20.301300,0.904698,0.953805,1.012070,1.003848,1.017519,1.034481,10.217011,17.813921,15.740285,18.599636,19.165773,26.052841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.61363757,1.71268272,1.99572873,1.87681830,1.83395123,2.03345633,1.17867231,1.28386533,1.24969804,1.10407650,0.97785813,0.67310566,5.69533526e-03,4.00485657e-03,3.95096187e-03,6.70938287e-03,6.17082184e-03,6.83620246e-03,6.49978593e-03
42500,3.448998,1.123419,17.750103,18.719198,19.867331,19.700686,19.967621,20.311127,0.905168,0.954137,1.012468,1.004356,1.018040,1.034980,10.225743,17.813728,15.745452,18.609138,19.173363,26.068779,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.61888397,1.71624792,2.00130057,1.88164520,1.83748841,2.03662038,1.17452228,1.28160167,1.24945068,1.10329151,0.97789788,0.67312169,5.66480565e-03,3.99562577e-03,3.93710472e-03,6.67176675e-03,6.13609655e-03,6.79288013e-03,6.45535998e-03
43000,3.465079,1.123152,17.758102,18.727058,19.875269,19.708597,19.976768,20.321230,0.905577,0.954537,1.012870,1.004760,1.018505,1.035493,10.231019,17.814020,15.750321,18.617188,19.181515,26.084223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62358081,1.72010708,2.00651789,1.88549769,1.84115052,2.03994584,1.17088068,1.27882802,1.24949872,1.10359836,0.97844070,0.67322493,5.63505657e-03,3.98594700e-03,3.92418029e-03,6.63543725e-03,6.10275147e-03,6.74983207e-03,6.41219132e-03
43500,3.442009,1.123513,17.767641,18.733707,19.882500,19.718193,19.989223,20.331215,0.906064,0.954877,1.013239,1.005248,1.019140,1.036002,10.236218,17.813065,15.755271,18.625750,19.189697,26.099686,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62940419,1.72340548,2.01129174,1.89023399,1.84573686,2.04347467,1.16679192,1.27718544,1.24905944,1.10288501,0.97787809,0.67317426,5.60737099e-03,3.97762470e-03,3.91208567e-03,6.60053315e-03,6.07110700e-03,6.71100104e-03,6.37187436e-03
44000,3.433157,1.123482,17.775005,18.741192,19.890966,19.725842,19.998631,20.340994,0.906442,0.955258,1.013671,1.005636,1.019620,1.036500,10.244597,17.812904,15.760168,18.635412,19.197277,26.115231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.63365591,1.72729754,2.01759458,1.89428985,1.84926772,2.04692125,1.16352415,1.27513433,1.24822342,1.10295999,0.97801244,0.67321831,5.58047617e-03,3.96891730e-03,3.90061503e-03,6.56775991e-03,6.03991002e-03,6.67329133e-03,6.33236347e-03
44500,3.442008,1.122850,17.781874,18.747835,19.898003,19.734762,20.007732,20.351011,0.906789,0.955596,1.014025,1.006093,1.020083,1.037009,10.248862,17.813665,15.763221,18.643072,19.204861,26.129784,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.63777483,1.73087466,2.02257943,1.89891160,1.85286057,2.05042148,1.16030025,1.27304459,1.24817026,1.10266232,0.97825193,0.67319328,5.55481851e-03,3.96046694e-03,3.88994929e-03,6.53581275e-03,6.01121271e-03,6.63626986e-03,6.29519951e-03
45000,3.423195,1.122906,17.790554,18.755117,19.904438,19.743443,20.017372,20.360975,0.907232,0.955968,1.014352,1.006536,1.020573,1.037517,10.255086,17.813347,15.768035,18.651636,19.211134,26.143299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64288390,1.73451471,2.02753425,1.90336800,1.85675883,2.05430102,1.15669310,1.27065074,1.24825299,1.10226572,0.97825336,0.67305440,5.53068658e-03,3.95354815e-03,3.88059858e-03,6.50509400e-03,5.98357990e-03,6.60156971e-03,6.25972915e-03
45500,3.416518,1.123472,17.798462,18.759602,19.910572,19.752605,20.026569,20.370001,0.907636,0.956195,1.014666,1.007003,1.021042,1.037977,10.260904,17.813229,15.771568,18.659231,19.218416,26.157400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64733982,1.73696470,2.03181863,1.90803635,1.86037600,2.05745006,1.15335119,1.26944828,1.24829495,1.10189509,0.97837043,0.67311364,5.50766941e-03,3.94672249e-03,3.87171097e-03,6.47615595e-03,5.95791405e-03,6.56846724e-03,6.22504577e-03
46000,3.432028,1.122604,17.804688,18.767048,19.917368,19.759350,20.034891,20.379538,0.907955,0.956575,1.015010,1.007346,1.021466,1.038460,10.265881,17.813334,15.775270,18.666891,19.225147,26.170694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65132642,1.74076915,2.03672433,1.91147113,1.86344945,2.06149340,1.15013611,1.26712108,1.24784386,1.10201657,0.97866130,0.67308509,5.48570727e-03,3.94039880e-03,3.86357494e-03,6.44841511e-03,5.93263935e-03,6.53639948e-03,6.19281596e-03
46500,3.418483,1.123137,17.811834,18.772699,19.923218,19.766356,20.042793,20.388351,0.908320,0.956865,1.015311,1.007703,1.021867,1.038910,10.270933,17.813257,15.779909,18.674423,19.232368,26.183979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65577197,1.74387825,2.04122329,1.91532385,1.86694407,2.06464863,1.14675689,1.26526535,1.24807727,1.10212231,0.97887099,0.67322493,5.46449516e-03,3.93484998e-03,3.85619747e-03,6.42140443e-03,5.90810040e-03,6.50512567e-03,6.16129301e-03
47000,3.423660,1.122593,17.817444,18.778095,19.929804,19.773609,20.052183,20.396591,0.908604,0.957138,1.015646,1.008069,1.022347,1.039329,10.274635,17.813145,15.783410,18.682240,19.239376,26.197407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.65904629,1.74701345,2.04659891,1.91973972,1.87068653,2.06750321,1.14401448,1.26352966,1.24824476,1.10205531,0.97907710,0.67337680,5.44432562e-03,3.92926717e-03,3.84921744e-03,6.39594346e-03,5.88474330e-03,6.47599623e-03,6.13078615e-03
47500,3.416006,1.122987,17.825449,18.783533,19.934935,19.780769,20.060820,20.405653,0.909011,0.957415,1.015905,1.008432,1.022787,1.039791,10.282720,17.813345,15.788722,18.689219,19.246225,26.209229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66391790,1.75015819,2.05056095,1.92365849,1.87404144,2.07078338,1.14065838,1.26193333,1.24826229,1.10194910,0.97932911,0.67344695,5.42539319e-03,3.92547343e-03,3.84308444e-03,6.37208018e-03,5.86261647e-03,6.44767890e-03,6.10142574e-03
48000,3.414921,1.123253,17.831057,18.788643,19.940754,19.787199,20.068621,20.414335,0.909296,0.957675,1.016199,1.008761,1.023185,1.040232,10.286585,17.813925,15.791074,18.696428,19.252886,26.221954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.66725075,1.75284386,2.05503440,1.92712390,1.87739241,2.07381034,1.13806450,1.26044345,1.24839389,1.10225844,0.97993624,0.67357796,5.40692274e-03,3.92162334e-03,3.83746531e-03,6.34841993e-03,5.84147591e-03,6.41932245e-03,6.07322948e-03
