gen,trial_id,nap,tph_qkv,tph_op,n_params,val_loss,origin
54,648,4,134,134,496704,2.128735,random
54,649,6,33,33,489536,2.220312,random
54,650,4,134,134,496704,2.128637,random
54,651,4,134,134,496704,2.148808,random
55,652,4,134,134,496704,2.168669,mutate
55,653,4,134,134,496704,2.216337,mutate
55,654,4,134,134,496704,2.170816,mutate
55,655,4,134,134,496704,2.205808,mutate
55,656,4,134,134,496704,2.210538,crossover
55,657,4,134,134,496704,2.180912,crossover
55,658,4,134,134,496704,2.152853,crossover
55,659,4,134,134,496704,2.176537,crossover
55,660,5,67,67,496704,2.236155,random
55,661,5,67,67,496704,2.156928,random
55,662,4,134,134,496704,2.156126,random
55,663,6,33,33,489536,2.223951,random
56,664,4,134,134,496704,2.181492,mutate
56,665,4,134,134,496704,2.174415,mutate
56,666,4,134,134,496704,2.196526,mutate
56,667,4,134,134,496704,2.173905,mutate
56,668,4,134,134,496704,2.167223,crossover
56,669,4,134,134,496704,2.187275,crossover
56,670,4,134,134,496704,2.164702,crossover
56,671,4,134,134,496704,2.204093,crossover
56,672,4,134,134,496704,2.181267,random
56,673,4,134,134,496704,2.202448,random
56,674,6,33,33,489536,2.227678,random
56,675,5,67,67,496704,2.177333,random
57,676,4,134,134,496704,2.157608,mutate
57,677,4,134,134,496704,2.190657,mutate
57,678,4,134,134,496704,2.156038,mutate
57,679,4,134,134,496704,2.147850,mutate
57,680,4,134,134,496704,2.161642,crossover
57,681,4,134,134,496704,2.190532,crossover
57,682,4,134,134,496704,2.135803,crossover
57,683,4,134,134,496704,2.168356,crossover
57,684,4,134,134,496704,2.153510,random
57,685,5,67,67,496704,2.225996,random
57,686,6,33,33,489536,2.235893,random
57,687,5,67,67,496704,2.207224,random
58,688,4,134,134,496704,2.147335,mutate
58,689,4,134,134,496704,2.185378,mutate
58,690,4,134,134,496704,2.181657,mutate
58,691,4,134,134,496704,2.219680,mutate
58,692,4,134,134,496704,2.190294,crossover
58,693,4,134,134,496704,2.192900,crossover
58,694,4,134,134,496704,2.157581,crossover
58,695,4,134,134,496704,2.196953,crossover
58,696,6,33,33,489536,2.254354,random
58,697,5,67,67,496704,2.210743,random
58,698,4,134,134,496704,2.215130,random
58,699,4,134,134,496704,2.171328,random
59,700,4,134,134,496704,2.139717,mutate
59,701,4,134,134,496704,2.162133,mutate
59,702,4,134,134,496704,2.151759,mutate
59,703,4,134,134,496704,2.173236,mutate
59,704,4,134,134,496704,2.129326,crossover
59,705,4,134,134,496704,2.212290,crossover
59,706,4,134,134,496704,2.170931,crossover
59,707,4,134,134,496704,2.147734,crossover
59,708,4,134,134,496704,2.160582,random
59,709,5,67,67,496704,2.229257,random
59,710,4,134,134,496704,2.156909,random
59,711,5,67,67,496704,2.253976,random
60,712,4,134,134,496704,2.141573,mutate
60,713,4,134,134,496704,2.199995,mutate
60,714,4,134,134,496704,2.191273,mutate
60,715,4,134,134,496704,2.156444,mutate
60,716,4,134,134,496704,2.169409,crossover
60,717,4,134,134,496704,2.214246,crossover
60,718,4,134,134,496704,2.172691,crossover
60,719,4,134,134,496704,2.172222,crossover
60,720,6,33,33,489536,2.230044,random
60,721,4,134,134,496704,2.137281,random
60,722,4,134,134,496704,2.197553,random
60,723,4,134,134,496704,2.177092,random
61,724,4,134,134,496704,2.160843,mutate
61,725,4,134,134,496704,2.174346,mutate
61,726,4,134,134,496704,2.213333,mutate
61,727,4,134,134,496704,2.198534,mutate
61,728,4,134,134,496704,2.214165,crossover
61,729,4,134,134,496704,2.155127,crossover
61,730,4,134,134,496704,2.171168,crossover
61,731,4,134,134,496704,2.202953,crossover
61,732,5,67,67,496704,2.204566,random
61,733,6,33,33,489536,2.217038,random
61,734,4,134,134,496704,2.177541,random
61,735,6,33,33,489536,2.223296,random
62,736,4,134,134,496704,2.168650,mutate
62,737,4,134,134,496704,2.171655,mutate
62,738,4,134,134,496704,2.198430,mutate
62,739,4,134,134,496704,2.212364,mutate
62,740,4,134,134,496704,2.207527,crossover
62,741,4,134,134,496704,2.210146,crossover
62,742,4,134,134,496704,2.176163,crossover
62,743,4,134,134,496704,2.229965,crossover
62,744,4,134,134,496704,2.143244,random
