gen,trial_id,nap,tph_qkv,tph_op,n_params,val_loss,origin
62,745,6,33,33,489536,2.253436,random
62,746,6,33,33,489536,2.233035,random
62,747,5,67,67,496704,2.216375,random
63,748,4,134,134,496704,2.167237,mutate
63,749,4,134,134,496704,2.195978,mutate
63,750,4,134,134,496704,2.151424,mutate
63,751,4,134,134,496704,2.169446,mutate
63,752,4,134,134,496704,2.168641,crossover
63,753,4,134,134,496704,2.190113,crossover
63,754,4,134,134,496704,2.211854,crossover
63,755,4,134,134,496704,2.180681,crossover
63,756,4,134,134,496704,2.192235,random
63,757,6,33,33,489536,2.219507,random
63,758,6,33,33,489536,2.243703,random
63,759,4,134,134,496704,2.192614,random
64,760,4,134,134,496704,2.194897,mutate
64,761,4,134,134,496704,2.149537,mutate
64,762,4,134,134,496704,2.179508,mutate
64,763,4,134,134,496704,2.165740,mutate
64,764,4,134,134,496704,2.150351,crossover
64,765,4,134,134,496704,2.147360,crossover
64,766,4,134,134,496704,2.160471,crossover
64,767,4,134,134,496704,2.154012,crossover
64,768,4,134,134,496704,2.190180,random
64,769,5,67,67,496704,2.195656,random
64,770,4,134,134,496704,2.174467,random
64,771,4,134,134,496704,2.154184,random
65,772,4,134,134,496704,2.152671,mutate
65,773,4,134,134,496704,2.183142,mutate
65,774,4,134,134,496704,2.166748,mutate
65,775,4,134,134,496704,2.142761,mutate
65,776,4,134,134,496704,2.185114,crossover
65,777,4,134,134,496704,2.160128,crossover
65,778,4,134,134,496704,2.222652,crossover
65,779,4,134,134,496704,2.183282,crossover
65,780,6,33,33,489536,2.254972,random
65,781,4,134,134,496704,2.159769,random
65,782,4,134,134,496704,2.178323,random
65,783,4,134,134,496704,2.159379,random
66,784,4,134,134,496704,2.183918,mutate
66,785,4,134,134,496704,2.154837,mutate
66,786,4,134,134,496704,2.175615,mutate
66,787,4,134,134,496704,2.156590,mutate
66,788,4,134,134,496704,2.184473,crossover
66,789,4,134,134,496704,2.193853,crossover
66,790,4,134,134,496704,2.173280,crossover
66,791,4,134,134,496704,2.154796,crossover
66,792,5,67,67,496704,2.230049,random
66,793,4,134,134,496704,2.159640,random
66,794,5,67,67,496704,2.196528,random
66,795,4,134,134,496704,2.137545,random
67,796,4,134,134,496704,2.158206,mutate
67,797,4,134,134,496704,2.180382,mutate
67,798,4,134,134,496704,2.171821,mutate
67,799,4,134,134,496704,2.173031,mutate
67,800,4,134,134,496704,2.144279,crossover
67,801,4,134,134,496704,2.235341,crossover
67,802,4,134,134,496704,2.176697,crossover
67,803,4,134,134,496704,2.153983,crossover
67,804,6,33,33,489536,2.215648,random
67,805,4,134,134,496704,2.171191,random
67,806,4,134,134,496704,2.181788,random
67,807,4,134,134,496704,2.195532,random
68,808,4,134,134,496704,2.170948,mutate
68,809,4,134,134,496704,2.225249,mutate
68,810,4,134,134,496704,2.144422,mutate
68,811,4,134,134,496704,2.136128,mutate
68,812,4,134,134,496704,2.252523,crossover
68,813,4,134,134,496704,2.208019,crossover
68,814,4,134,134,496704,2.154410,crossover
68,815,4,134,134,496704,2.156626,crossover
68,816,4,134,134,496704,2.144082,random
68,817,4,134,134,496704,2.165524,random
68,818,4,134,134,496704,2.179796,random
68,819,4,134,134,496704,2.185303,random
69,820,4,134,134,496704,2.147693,mutate
69,821,4,134,134,496704,2.133203,mutate
69,822,4,134,134,496704,2.201746,mutate
69,823,4,134,134,496704,2.146978,mutate
69,824,4,134,134,496704,2.158604,crossover
69,825,4,134,134,496704,2.172818,crossover
69,826,4,134,134,496704,2.113399,crossover
69,827,4,134,134,496704,2.171311,crossover
69,828,6,33,33,489536,2.238487,random
69,829,4,134,134,496704,2.157628,random
69,830,4,134,134,496704,2.207636,random
69,831,6,33,33,489536,2.236798,random
70,832,4,134,134,496704,2.153412,mutate
70,833,4,134,134,496704,2.144119,mutate
70,834,4,134,134,496704,2.160126,mutate
70,835,4,134,134,496704,2.167588,mutate
70,836,4,134,134,496704,2.182428,crossover
70,837,4,134,134,496704,2.231961,crossover
70,838,4,134,134,496704,2.189457,crossover
70,839,4,134,134,496704,2.142441,crossover
70,840,6,33,33,489536,2.246549,random
70,841,6,33,33,489536,2.288491,random
70,842,5,67,67,496704,2.195283,random
70,843,5,67,67,496704,2.199352,random
71,844,4,134,134,496704,2.149335,mutate
71,845,4,134,134,496704,2.193961,mutate
71,846,4,134,134,496704,2.181745,mutate
71,847,4,134,134,496704,2.144260,mutate
71,848,4,134,134,496704,2.180839,crossover
71,849,4,134,134,496704,2.185652,crossover
71,850,4,134,134,496704,2.156535,crossover
71,851,4,134,134,496704,2.146878,crossover
71,852,6,33,33,489536,2.226405,random
71,853,6,33,33,489536,2.249081,random
71,854,6,33,33,489536,2.261618,random
71,855,4,134,134,496704,2.158452,random
72,856,4,134,134,496704,2.143799,mutate
72,857,4,134,134,496704,2.170483,mutate
72,858,4,134,134,496704,2.137736,mutate
72,859,4,134,134,496704,2.156414,mutate
72,860,4,134,134,496704,2.179533,crossover
72,861,4,134,134,496704,2.206908,crossover
72,862,4,134,134,496704,2.191232,crossover
72,863,4,134,134,496704,2.158874,crossover
72,864,4,134,134,496704,2.179972,random
72,865,5,67,67,496704,2.215218,random
72,866,4,134,134,496704,2.187398,random
72,867,4,134,134,496704,2.178558,random
73,868,4,134,134,496704,2.213409,mutate
73,869,4,134,134,496704,2.211225,mutate
73,870,4,134,134,496704,2.231316,mutate
73,871,4,134,134,496704,2.217970,mutate
73,872,4,134,134,496704,2.166782,crossover
73,873,4,134,134,496704,2.211863,crossover
73,874,4,134,134,496704,2.165450,crossover
73,875,4,134,134,496704,2.123548,crossover
73,876,6,33,33,489536,2.264648,random
73,877,6,33,33,489536,2.219380,random
73,878,4,134,134,496704,2.180856,random
73,879,4,134,134,496704,2.189823,random
74,880,4,134,134,496704,2.168418,mutate
74,881,4,134,134,496704,2.158104,mutate
74,882,4,134,134,496704,2.182111,mutate
74,883,4,134,134,496704,2.163358,mutate
74,884,4,134,134,496704,2.196452,crossover
74,885,4,134,134,496704,2.206790,crossover
74,886,4,134,134,496704,2.190369,crossover
74,887,4,134,134,496704,2.117478,crossover
74,888,5,67,67,496704,2.238412,random
74,889,4,134,134,496704,2.148869,random
74,890,6,33,33,489536,2.208730,random
74,891,4,134,134,496704,2.182933,random
75,892,4,134,134,496704,2.199127,mutate
75,893,4,134,134,496704,2.209100,mutate
75,894,4,134,134,496704,2.235478,mutate
75,895,4,134,134,496704,2.180135,mutate
75,896,4,134,134,496704,2.186776,crossover
75,897,4,134,134,496704,2.180237,crossover
75,898,4,134,134,496704,2.139632,crossover
75,899,4,134,134,496704,2.174721,crossover
75,900,5,67,67,496704,2.218703,random
75,901,4,134,134,496704,2.150961,random
75,902,5,67,67,496704,2.239115,random
75,903,5,67,67,496704,2.233719,random
76,904,4,134,134,496704,2.201985,mutate
76,905,4,134,134,496704,2.166786,mutate
76,906,4,134,134,496704,2.191891,mutate
76,907,4,134,134,496704,2.201147,mutate
76,908,4,134,134,496704,2.140216,crossover
76,909,4,134,134,496704,2.188338,crossover
76,910,4,134,134,496704,2.181167,crossover
76,911,4,134,134,496704,2.160450,crossover
76,912,4,134,134,496704,2.147544,random
76,913,6,33,33,489536,2.249542,random
76,914,5,67,67,496704,2.219932,random
76,915,4,134,134,496704,2.128070,random
77,916,4,134,134,496704,2.182350,mutate
77,917,4,134,134,496704,2.175963,mutate
77,918,4,134,134,496704,2.201642,mutate
77,919,4,134,134,496704,2.181143,mutate
77,920,4,134,134,496704,2.163992,crossover
77,921,4,134,134,496704,2.163622,crossover
77,922,4,134,134,496704,2.206907,crossover
77,923,4,134,134,496704,2.214795,crossover
77,924,5,67,67,496704,2.234535,random
77,925,4,134,134,496704,2.181295,random
77,926,4,134,134,496704,2.156170,random
77,927,5,67,67,496704,2.240413,random
78,928,4,134,134,496704,2.164116,mutate
78,929,4,134,134,496704,2.137540,mutate
78,930,4,134,134,496704,2.207525,mutate
78,931,4,134,134,496704,2.201909,mutate
78,932,4,134,134,496704,2.160643,crossover
78,933,4,134,134,496704,2.177421,crossover
78,934,4,134,134,496704,2.168354,crossover
78,935,4,134,134,496704,2.150102,crossover
78,936,4,134,134,496704,2.186516,random
78,937,5,67,67,496704,2.205947,random
78,938,6,33,33,489536,2.213858,random
78,939,5,67,67,496704,2.238101,random
79,940,4,134,134,496704,2.158367,mutate
79,941,4,134,134,496704,2.176546,mutate
79,942,4,134,134,496704,2.185585,mutate
79,943,4,134,134,496704,2.199677,mutate
79,944,4,134,134,496704,2.158122,crossover
79,945,4,134,134,496704,2.172974,crossover
79,946,4,134,134,496704,2.202150,crossover
79,947,4,134,134,496704,2.156863,crossover
79,948,4,134,134,496704,2.199655,random
79,949,5,67,67,496704,2.176681,random
79,950,5,67,67,496704,2.212053,random
79,951,5,67,67,496704,2.212069,random
80,952,4,134,134,496704,2.143401,mutate
80,953,4,134,134,496704,2.177645,mutate
80,954,4,134,134,496704,2.174703,mutate
80,955,4,134,134,496704,2.211455,mutate
80,956,4,134,134,496704,2.206470,crossover
80,957,4,134,134,496704,2.145356,crossover
80,958,4,134,134,496704,2.140645,crossover
80,959,4,134,134,496704,2.185660,crossover
80,960,4,134,134,496704,2.166948,random
80,961,4,134,134,496704,2.186604,random
80,962,6,33,33,489536,2.245295,random
80,963,6,33,33,489536,2.215776,random
81,964,4,134,134,496704,2.171358,mutate
81,965,4,134,134,496704,2.181524,mutate
81,966,4,134,134,496704,2.147588,mutate
81,967,4,134,134,496704,2.164135,mutate
81,968,4,134,134,496704,2.146704,crossover
81,969,4,134,134,496704,2.184726,crossover
81,970,4,134,134,496704,2.161586,crossover
81,971,4,134,134,496704,2.147913,crossover
81,972,4,134,134,496704,2.196944,random
81,973,5,67,67,496704,2.192604,random
81,974,6,33,33,489536,2.246344,random
81,975,6,33,33,489536,2.228062,random
82,976,4,134,134,496704,2.203911,mutate
82,977,4,134,134,496704,2.205393,mutate
82,978,4,134,134,496704,2.190271,mutate
82,979,4,134,134,496704,2.174017,mutate
82,980,4,134,134,496704,2.203366,crossover
82,981,4,134,134,496704,2.172990,crossover
82,982,4,134,134,496704,2.188886,crossover
82,983,4,134,134,496704,2.178314,crossover
82,984,4,134,134,496704,2.139180,random
82,985,5,67,67,496704,2.206753,random
82,986,6,33,33,489536,2.252261,random
82,987,5,67,67,496704,2.199794,random
83,988,4,134,134,496704,2.169822,mutate
83,989,4,134,134,496704,2.149387,mutate
83,990,4,134,134,496704,2.167153,mutate
83,991,4,134,134,496704,2.171649,mutate
83,992,4,134,134,496704,2.229469,crossover
83,993,4,134,134,496704,2.164132,crossover
83,994,4,134,134,496704,2.136196,crossover
83,995,4,134,134,496704,2.173557,crossover
83,996,4,134,134,496704,2.173714,random
83,997,4,134,134,496704,2.143830,random
83,998,4,134,134,496704,2.144262,random
83,999,5,67,67,496704,2.230269,random
84,1000,4,134,134,496704,2.162930,mutate
84,1001,4,134,134,496704,2.206600,mutate
84,1002,4,134,134,496704,2.190778,mutate
84,1003,4,134,134,496704,2.204022,mutate
84,1004,4,134,134,496704,2.161620,crossover
84,1005,4,134,134,496704,2.158955,crossover
84,1006,4,134,134,496704,2.201723,crossover
84,1007,4,134,134,496704,2.180512,crossover
84,1008,6,33,33,489536,2.238832,random
84,1009,4,134,134,496704,2.193924,random
84,1010,6,33,33,489536,2.227572,random
84,1011,4,134,134,496704,2.145784,random
85,1012,4,134,134,496704,2.205222,mutate
85,1013,4,134,134,496704,2.160672,mutate
85,1014,4,134,134,496704,2.198903,mutate
85,1015,4,134,134,496704,2.180181,mutate
85,1016,4,134,134,496704,2.170295,crossover
85,1017,4,134,134,496704,2.201863,crossover
85,1018,4,134,134,496704,2.150428,crossover
85,1019,4,134,134,496704,2.184641,crossover
85,1020,4,134,134,496704,2.173681,random
85,1021,6,33,33,489536,2.247867,random
85,1022,5,67,67,496704,2.196129,random
85,1023,4,134,134,496704,2.156862,random
86,1024,4,134,134,496704,2.191604,mutate
86,1025,4,134,134,496704,2.191659,mutate
86,1026,4,134,134,496704,2.162087,mutate
86,1027,4,134,134,496704,2.220536,mutate
86,1028,4,134,134,496704,2.160157,crossover
86,1029,4,134,134,496704,2.178205,crossover
86,1030,4,134,134,496704,2.154591,crossover
86,1031,4,134,134,496704,2.191100,crossover
86,1032,4,134,134,496704,2.215236,random
86,1033,4,134,134,496704,2.161530,random
86,1034,5,67,67,496704,2.237709,random
86,1035,5,67,67,496704,2.213318,random
87,1036,4,134,134,496704,2.151243,mutate
87,1037,4,134,134,496704,2.153535,mutate
87,1038,4,134,134,496704,2.168575,mutate
87,1039,4,134,134,496704,2.159680,mutate
87,1040,4,134,134,496704,2.142695,crossover
87,1041,4,134,134,496704,2.183896,crossover
87,1042,4,134,134,496704,2.171768,crossover
87,1043,4,134,134,496704,2.195427,crossover
87,1044,6,33,33,489536,2.226239,random
87,1045,5,67,67,496704,2.229888,random
87,1046,6,33,33,489536,2.222824,random
87,1047,4,134,134,496704,2.159752,random
88,1048,4,134,134,496704,2.202090,mutate
88,1049,4,134,134,496704,2.252046,mutate
88,1050,4,134,134,496704,2.156100,mutate
88,1051,4,134,134,496704,2.139532,mutate
88,1052,4,134,134,496704,2.186090,crossover
88,1053,4,134,134,496704,2.176584,crossover
88,1054,4,134,134,496704,2.191499,crossover
88,1055,4,134,134,496704,2.240199,crossover
88,1056,5,67,67,496704,2.234357,random
88,1057,6,33,33,489536,2.221044,random
88,1058,6,33,33,489536,2.221261,random
88,1059,4,134,134,496704,2.179291,random
89,1060,4,134,134,496704,2.206356,mutate
89,1061,4,134,134,496704,2.144137,mutate
89,1062,4,134,134,496704,2.230217,mutate
89,1063,4,134,134,496704,2.202050,mutate
89,1064,4,134,134,496704,2.203775,crossover
89,1065,4,134,134,496704,2.181429,crossover
89,1066,4,134,134,496704,2.173506,crossover
89,1067,4,134,134,496704,2.179025,crossover
89,1068,4,134,134,496704,2.207328,random
89,1069,6,33,33,489536,2.264605,random
89,1070,6,33,33,489536,2.223007,random
89,1071,4,134,134,496704,2.173499,random
90,1072,4,134,134,496704,2.210336,mutate
90,1073,4,134,134,496704,2.131453,mutate
90,1074,4,134,134,496704,2.163042,mutate
90,1075,4,134,134,496704,2.198324,mutate
90,1076,4,134,134,496704,2.153416,crossover
90,1077,4,134,134,496704,2.151854,crossover
90,1078,4,134,134,496704,2.155494,crossover
90,1079,4,134,134,496704,2.176865,crossover
90,1080,6,33,33,489536,2.253811,random
90,1081,4,134,134,496704,2.207024,random
90,1082,5,67,67,496704,2.200373,random
90,1083,5,67,67,496704,2.209046,random
91,1084,4,134,134,496704,2.153213,mutate
91,1085,4,134,134,496704,2.175553,mutate
91,1086,4,134,134,496704,2.148975,mutate
91,1087,4,134,134,496704,2.164117,mutate
91,1088,4,134,134,496704,2.154021,crossover
91,1089,4,134,134,496704,2.169709,crossover
91,1090,4,134,134,496704,2.168416,crossover
91,1091,4,134,134,496704,2.180182,crossover
91,1092,5,67,67,496704,2.202324,random
91,1093,4,134,134,496704,2.178736,random
91,1094,4,134,134,496704,2.127546,random
91,1095,4,134,134,496704,2.180047,random
