step,train_loss,val_loss
0,6.049980,6.058547
1000,2.303335,2.267705
2000,1.971059,1.954989
3000,1.816837,1.801148
4000,1.690945,1.688265
5000,1.636885,1.634502
6000,1.592174,1.596428
7000,1.580747,1.569060
8000,1.547681,1.546455
9000,1.536166,1.523450
10000,1.516794,1.510317
11000,1.507814,1.496211
12000,1.493468,1.487277
13000,1.473838,1.474786
14000,1.462531,1.466665
15000,1.454500,1.458610
16000,1.447357,1.451647
17000,1.450508,1.443992
18000,1.435827,1.438319
19000,1.436295,1.432362
20000,1.425826,1.428868
21000,1.421490,1.422656
22000,1.424107,1.420589
23000,1.407554,1.415749
24000,1.412950,1.412941
