step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497862,0.498119,0.497915,0.497914,0.496692,0.496628,0.499054,0.499093,0.499176,0.499189,0.500194,0.500072,0.499199,0.499239,0.499320,0.499336,0.500077,0.499965,0.498978,0.499018,0.499398,0.499410,0.500169,0.500025,0.499173,0.499206,0.499297,0.499308,0.500053,0.499949,0.499260,0.499293,0.499321,0.499339,0.499710,0.499671
400,0.492192,0.493284,0.495048,0.495075,0.487513,0.487731,0.498300,0.497382,0.498333,0.498511,0.501357,0.500846,0.498029,0.497823,0.498610,0.498777,0.501202,0.500588,0.497782,0.497622,0.498976,0.499098,0.501858,0.501042,0.498154,0.497577,0.498228,0.498510,0.499463,0.498760,0.498880,0.498529,0.498787,0.498931,0.499685,0.499509
600,0.481336,0.483650,0.488921,0.489101,0.471785,0.473546,0.500268,0.494354,0.496009,0.496476,0.502954,0.501484,0.498296,0.494713,0.496418,0.496828,0.502747,0.500938,0.498381,0.495181,0.497336,0.497681,0.504947,0.502197,0.498036,0.494276,0.494304,0.495225,0.496369,0.494354,0.498280,0.495505,0.496209,0.496608,0.498966,0.498602
800,0.468288,0.470146,0.478993,0.478903,0.451353,0.454563,0.506557,0.491176,0.492320,0.492959,0.506081,0.502482,0.504161,0.489786,0.493338,0.493705,0.508126,0.502450,0.503214,0.492258,0.494656,0.494796,0.512330,0.505068,0.502097,0.489662,0.488974,0.490006,0.494349,0.488931,0.500300,0.490853,0.491062,0.490894,0.497756,0.497232
1000,0.458165,0.455757,0.467637,0.465301,0.430742,0.433871,0.513571,0.486416,0.487240,0.487184,0.510888,0.502861,0.514619,0.484671,0.488812,0.488577,0.519773,0.505957,0.511227,0.489807,0.489786,0.488934,0.522928,0.508334,0.510053,0.485115,0.482324,0.482264,0.496048,0.483799,0.506156,0.484633,0.485865,0.482762,0.496592,0.495565
1200,0.453442,0.444044,0.460415,0.453398,0.413309,0.414558,0.521484,0.482737,0.483297,0.481663,0.517028,0.502027,0.527898,0.481097,0.484911,0.483081,0.532336,0.509279,0.524874,0.489251,0.486464,0.482963,0.535767,0.511330,0.521179,0.480872,0.477353,0.474693,0.501842,0.478711,0.512920,0.478628,0.484364,0.475739,0.495250,0.493123
1400,0.453710,0.434161,0.456172,0.441208,0.401042,0.397529,0.531159,0.479663,0.480674,0.476229,0.525482,0.501961,0.541712,0.476684,0.482573,0.477997,0.549002,0.513662,0.539564,0.487528,0.484554,0.477011,0.550030,0.514318,0.533998,0.476952,0.474978,0.467597,0.511212,0.473578,0.523494,0.474626,0.486441,0.469692,0.495345,0.491182
1600,0.456265,0.426457,0.456295,0.430479,0.397247,0.382720,0.542208,0.476949,0.478973,0.470170,0.537044,0.500842,0.557134,0.473136,0.480422,0.471957,0.566335,0.516566,0.555398,0.485768,0.484691,0.471203,0.565062,0.515983,0.548625,0.473162,0.474773,0.460036,0.525201,0.469531,0.536002,0.470903,0.492468,0.464432,0.496302,0.488934
1800,0.462881,0.420855,0.460290,0.421333,0.402326,0.369648,0.553613,0.474135,0.479101,0.464752,0.552404,0.501071,0.572763,0.470763,0.480134,0.466604,0.584904,0.520640,0.571620,0.483712,0.486751,0.465410,0.580644,0.516897,0.563485,0.470736,0.477703,0.454086,0.540976,0.465748,0.549861,0.468875,0.502927,0.461499,0.497805,0.486622
2000,0.468990,0.415340,0.467633,0.412743,0.413765,0.359526,0.563414,0.470413,0.481203,0.460162,0.569372,0.500468,0.588726,0.467725,0.481499,0.460579,0.602233,0.523327,0.587820,0.481385,0.490371,0.460282,0.597128,0.518392,0.579962,0.468661,0.482938,0.448610,0.558989,0.462000,0.564722,0.466274,0.512773,0.458384,0.499914,0.484255
2200,0.477799,0.411228,0.475893,0.406112,0.429077,0.351561,0.575728,0.467843,0.484057,0.456520,0.588424,0.502161,0.605778,0.465514,0.485992,0.456281,0.622197,0.527369,0.604337,0.479941,0.495657,0.455829,0.615956,0.519432,0.597801,0.466926,0.491115,0.444384,0.579004,0.457600,0.579980,0.465211,0.526071,0.456898,0.502757,0.481958
2400,0.485692,0.406261,0.485934,0.399527,0.446387,0.345830,0.587581,0.465532,0.489936,0.453849,0.609337,0.504688,0.623133,0.463098,0.491929,0.452124,0.644508,0.531195,0.621467,0.478877,0.503198,0.451936,0.634515,0.519921,0.616940,0.464704,0.500832,0.440063,0.600800,0.453770,0.595661,0.463712,0.538529,0.455176,0.506204,0.479488
2600,0.494245,0.403633,0.496147,0.393452,0.465291,0.342004,0.598820,0.462434,0.496376,0.451457,0.631586,0.507290,0.640365,0.460441,0.497636,0.447661,0.666864,0.534356,0.639108,0.477679,0.512189,0.448929,0.653651,0.520534,0.633952,0.463235,0.513004,0.437682,0.624447,0.450790,0.611453,0.463042,0.552112,0.454419,0.510407,0.477202
2800,0.502229,0.401107,0.507666,0.387989,0.484768,0.340062,0.611521,0.460211,0.504125,0.449528,0.655338,0.511558,0.656382,0.456823,0.504574,0.444113,0.690163,0.537363,0.655303,0.476365,0.523040,0.445589,0.672092,0.519691,0.650914,0.461545,0.525797,0.435889,0.647198,0.447316,0.626768,0.462706,0.567458,0.454248,0.514360,0.474424
3000,0.510888,0.398707,0.520650,0.383266,0.504698,0.338212,0.622015,0.457893,0.512762,0.448493,0.677613,0.513770,0.674286,0.455120,0.512897,0.441150,0.711744,0.539554,0.671303,0.474753,0.532615,0.442953,0.691659,0.519130,0.668688,0.459407,0.538583,0.433992,0.670578,0.444286,0.642034,0.461577,0.582758,0.454286,0.519059,0.472419
3200,0.518843,0.396218,0.532738,0.378803,0.524826,0.338133,0.634474,0.456217,0.522327,0.446874,0.701483,0.517013,0.691364,0.452782,0.522317,0.438552,0.732969,0.540779,0.686611,0.471738,0.544287,0.440254,0.709800,0.518132,0.686587,0.458657,0.552930,0.432883,0.695612,0.442860,0.658015,0.461636,0.597887,0.453396,0.523946,0.469646
3400,0.526241,0.393411,0.543442,0.373459,0.545111,0.338531,0.644907,0.454330,0.532954,0.446313,0.726173,0.520340,0.708234,0.451024,0.532297,0.436023,0.753088,0.541524,0.705374,0.470885,0.555330,0.438171,0.727865,0.516526,0.704751,0.457240,0.566661,0.432160,0.718025,0.439917,0.671682,0.460890,0.612903,0.453419,0.528365,0.467037
3600,0.532950,0.390995,0.554952,0.369413,0.565768,0.339204,0.656756,0.452411,0.542982,0.445751,0.749305,0.522943,0.724118,0.448784,0.541478,0.433739,0.772597,0.541475,0.719790,0.468939,0.567408,0.436009,0.745886,0.515238,0.720982,0.455393,0.581437,0.431408,0.741762,0.436183,0.686848,0.460856,0.629325,0.453492,0.534331,0.464685
3800,0.538502,0.387842,0.565777,0.365395,0.585467,0.339836,0.666241,0.450376,0.552761,0.444903,0.770027,0.524499,0.739805,0.447311,0.551591,0.432290,0.791478,0.541705,0.734026,0.466297,0.580023,0.433912,0.762874,0.512703,0.738704,0.454051,0.594980,0.430578,0.764754,0.433679,0.700021,0.459535,0.645482,0.453920,0.539226,0.462107
4000,0.545011,0.385425,0.576209,0.361599,0.604602,0.340567,0.676215,0.449003,0.563520,0.444601,0.792295,0.527119,0.754178,0.445512,0.562121,0.430910,0.809187,0.541981,0.748349,0.464283,0.592385,0.432371,0.778129,0.510621,0.754524,0.452623,0.609438,0.430542,0.786568,0.430964,0.712556,0.458858,0.662032,0.453987,0.544331,0.459557
4200,0.551323,0.383419,0.585758,0.358108,0.623143,0.341431,0.684652,0.447488,0.573440,0.444183,0.813504,0.528825,0.767474,0.443305,0.572378,0.429440,0.825138,0.541221,0.761319,0.462506,0.604020,0.430833,0.793685,0.508213,0.769494,0.451133,0.623385,0.429919,0.807063,0.428359,0.726140,0.458422,0.677728,0.454694,0.548854,0.457253
4400,0.556347,0.380589,0.594166,0.354326,0.640674,0.342147,0.692174,0.445840,0.582586,0.443534,0.832513,0.529606,0.780848,0.441808,0.582031,0.427826,0.840594,0.539946,0.775212,0.460592,0.615792,0.429449,0.807636,0.505881,0.782753,0.450130,0.636044,0.429951,0.827525,0.425682,0.738147,0.457694,0.691367,0.454099,0.554046,0.454891
4600,0.562180,0.379530,0.602483,0.350527,0.656859,0.342234,0.698457,0.444035,0.591706,0.443398,0.851603,0.531263,0.793356,0.439369,0.591404,0.426163,0.855005,0.537461,0.787475,0.458676,0.627600,0.428546,0.821791,0.504080,0.795768,0.449209,0.648894,0.430154,0.847651,0.423558,0.750465,0.457334,0.705331,0.454213,0.558647,0.452608
4800,0.566224,0.377839,0.609522,0.347697,0.672520,0.342514,0.705166,0.442501,0.600609,0.443404,0.869208,0.532713,0.805552,0.437905,0.599906,0.424525,0.868832,0.535063,0.798940,0.457194,0.638013,0.427510,0.836042,0.502872,0.808573,0.448006,0.660750,0.429890,0.865236,0.420947,0.761849,0.456944,0.718010,0.454230,0.562850,0.450429
5000,0.570613,0.376627,0.616350,0.345100,0.687544,0.343105,0.711830,0.441313,0.608453,0.443035,0.885445,0.532760,0.817578,0.436969,0.607892,0.423193,0.880902,0.532181,0.809372,0.455269,0.648405,0.426728,0.848716,0.500427,0.819441,0.446276,0.672556,0.429680,0.881903,0.418139,0.771950,0.455901,0.730384,0.454133,0.567713,0.448498
5200,0.572914,0.374760,0.622801,0.342367,0.700484,0.342929,0.718054,0.440221,0.615934,0.442947,0.900895,0.533762,0.827443,0.435347,0.616853,0.422454,0.892094,0.530132,0.817799,0.453267,0.658084,0.425974,0.859712,0.498895,0.829796,0.445350,0.683075,0.429589,0.898235,0.416759,0.781882,0.455809,0.741606,0.453837,0.571701,0.446648
5400,0.576092,0.373420,0.627663,0.339641,0.712588,0.343085,0.724218,0.439639,0.622685,0.442557,0.914576,0.533880,0.836885,0.434338,0.624841,0.421660,0.902287,0.528202,0.828113,0.452130,0.666722,0.425039,0.870098,0.496414,0.840612,0.444697,0.692688,0.429662,0.912955,0.414952,0.789999,0.455435,0.751480,0.453596,0.574985,0.444940
5600,0.577569,0.371694,0.632264,0.337204,0.723197,0.342820,0.729157,0.438566,0.629338,0.442341,0.927711,0.534128,0.845312,0.432969,0.632066,0.420781,0.911652,0.525249,0.837430,0.451730,0.675214,0.424285,0.881122,0.494506,0.848935,0.443318,0.702192,0.429789,0.926859,0.412942,0.798389,0.455212,0.760479,0.453108,0.578626,0.443317
5800,0.579314,0.370485,0.636029,0.334922,0.733021,0.342526,0.734367,0.437897,0.635310,0.442163,0.939123,0.534206,0.853941,0.431972,0.638560,0.420227,0.918745,0.522597,0.844805,0.450302,0.683420,0.423754,0.889984,0.492234,0.857493,0.442623,0.710842,0.429731,0.939091,0.411062,0.806286,0.454756,0.768481,0.452932,0.581910,0.442049
6000,0.580638,0.369203,0.639659,0.333034,0.741926,0.342156,0.737366,0.436730,0.640560,0.441880,0.949062,0.533882,0.861551,0.431014,0.644258,0.419323,0.925974,0.519759,0.850493,0.448859,0.690386,0.423207,0.897957,0.490392,0.864655,0.441612,0.718973,0.429973,0.950868,0.409645,0.811808,0.453697,0.776513,0.452846,0.585186,0.440760
6200,0.581304,0.368063,0.642138,0.331185,0.749452,0.341392,0.741849,0.436495,0.644947,0.441558,0.958376,0.533605,0.869263,0.430727,0.649716,0.418746,0.932046,0.517428,0.856163,0.447895,0.696897,0.423003,0.905494,0.489399,0.871668,0.440976,0.725999,0.429937,0.961469,0.408350,0.818171,0.453506,0.783584,0.452555,0.588129,0.439462
6400,0.581903,0.366789,0.643883,0.329440,0.755959,0.340823,0.744702,0.435763,0.649150,0.441359,0.966663,0.533394,0.875401,0.429725,0.654616,0.418424,0.937347,0.515457,0.861837,0.447284,0.703017,0.422611,0.912182,0.488318,0.877628,0.440363,0.732113,0.430038,0.970205,0.407410,0.822871,0.453082,0.789909,0.452176,0.590569,0.438602
6600,0.582552,0.365988,0.645814,0.328059,0.761532,0.340357,0.747235,0.435223,0.652902,0.441087,0.973630,0.533063,0.880802,0.429207,0.659048,0.417915,0.941818,0.513454,0.866644,0.446386,0.708519,0.422261,0.918172,0.487315,0.882882,0.439631,0.737717,0.429948,0.977617,0.406116,0.828309,0.453345,0.795639,0.452171,0.592757,0.437691
