step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500921,0.500975,0.498975,0.499018,0.499112,0.499111,0.497003,0.496985,0.500312,0.499545,0.499145,0.499178,0.499881,0.499878,0.500614,0.500381,0.499948,0.499824,0.499603,0.499626,0.499507,0.499506,0.502591,0.502541,0.499254,0.499183,0.499353,0.499318,0.498816,0.498771,0.503075,0.503012,0.498791,0.498759,0.498961,0.498926,0.498599,0.498590,0.502740,0.502693,0.500326,0.500436,0.500234,0.500299,0.500604,0.500585,0.502952,0.502915
400,0.509012,0.509209,0.503278,0.503646,0.491967,0.492036,0.488716,0.488598,0.508311,0.503599,0.493496,0.493320,0.496622,0.496395,0.498410,0.496824,0.501781,0.500226,0.497855,0.497938,0.499758,0.499681,0.508625,0.507576,0.495969,0.495051,0.496282,0.495756,0.494210,0.494541,0.512748,0.511410,0.496323,0.494502,0.497036,0.495036,0.494633,0.494726,0.511931,0.510960,0.498061,0.497136,0.498523,0.497247,0.497341,0.497371,0.512776,0.512427
600,0.524032,0.524358,0.514395,0.515303,0.476254,0.476491,0.479212,0.478863,0.522958,0.511760,0.482953,0.481447,0.485941,0.485086,0.494084,0.490709,0.508708,0.502643,0.493217,0.493113,0.497242,0.497059,0.514216,0.510531,0.497361,0.494561,0.499670,0.496877,0.489704,0.488715,0.526761,0.522386,0.495325,0.488114,0.496789,0.487887,0.487365,0.487597,0.525589,0.522458,0.496234,0.489100,0.496980,0.489048,0.488791,0.488838,0.528384,0.527649
800,0.545690,0.546186,0.530841,0.532596,0.453838,0.453953,0.468946,0.468110,0.543214,0.521711,0.468263,0.464295,0.470183,0.468134,0.488021,0.482597,0.521442,0.507379,0.486709,0.486209,0.491811,0.491044,0.518255,0.511466,0.500626,0.496387,0.504057,0.500156,0.488414,0.486432,0.544828,0.539043,0.500356,0.481822,0.502035,0.478296,0.479618,0.477846,0.543012,0.542229,0.501224,0.482697,0.501769,0.483602,0.482480,0.481663,0.543848,0.544423
1000,0.570463,0.571131,0.548844,0.551621,0.429441,0.429191,0.458304,0.456718,0.568240,0.534291,0.454416,0.445310,0.453740,0.449767,0.480716,0.472559,0.539403,0.514509,0.478291,0.476747,0.483195,0.481076,0.520719,0.509597,0.503703,0.498881,0.509238,0.504198,0.487071,0.484517,0.559651,0.553735,0.502626,0.476878,0.504263,0.472620,0.479404,0.474364,0.560710,0.560591,0.504498,0.477845,0.505508,0.481706,0.481956,0.478642,0.559938,0.558522
1200,0.594999,0.595807,0.563617,0.567493,0.407647,0.406573,0.449130,0.446373,0.590641,0.542171,0.447384,0.429532,0.440517,0.433757,0.474706,0.463379,0.558376,0.522026,0.470884,0.467392,0.476444,0.472415,0.521659,0.506605,0.506560,0.500834,0.512725,0.506626,0.486231,0.483130,0.571266,0.566609,0.505409,0.474139,0.505960,0.468489,0.480899,0.473471,0.573996,0.574525,0.508371,0.473169,0.509190,0.478114,0.483170,0.478365,0.576157,0.571610
1400,0.618443,0.619278,0.577506,0.582321,0.388304,0.386037,0.439811,0.435448,0.612678,0.549659,0.449063,0.418473,0.431018,0.419892,0.469623,0.454126,0.578912,0.529777,0.463563,0.457620,0.469503,0.462353,0.521964,0.502515,0.509573,0.502700,0.517137,0.510929,0.485989,0.482666,0.587861,0.585402,0.508400,0.470842,0.509042,0.464941,0.483220,0.473374,0.589898,0.584460,0.512779,0.469213,0.514210,0.474906,0.485204,0.479262,0.591568,0.577709
1600,0.639624,0.640442,0.588029,0.593638,0.372173,0.367789,0.431490,0.425275,0.633543,0.555198,0.455057,0.411497,0.424502,0.407445,0.466049,0.445688,0.598018,0.536129,0.457502,0.448695,0.462191,0.451783,0.522089,0.498071,0.510532,0.503361,0.518360,0.511903,0.485506,0.482136,0.602090,0.602014,0.513554,0.467234,0.514675,0.461501,0.485761,0.474406,0.600699,0.589005,0.514145,0.466432,0.516424,0.471303,0.487550,0.480130,0.602393,0.581484
1800,0.659686,0.660395,0.594143,0.600236,0.362109,0.353006,0.423438,0.414758,0.652963,0.560409,0.466640,0.407657,0.423214,0.398004,0.464042,0.437644,0.619050,0.542955,0.453876,0.440670,0.458518,0.443006,0.522106,0.493485,0.511572,0.504000,0.519201,0.512346,0.485065,0.481596,0.619572,0.619257,0.517610,0.464272,0.518289,0.455976,0.487494,0.474557,0.614039,0.592313,0.518522,0.461831,0.520766,0.466719,0.489850,0.481235,0.616277,0.584847
