step,train_loss,val_loss
0,7.147780,7.243426
1000,2.415554,2.361392
2000,2.001857,1.993454
3000,1.790555,1.780427
4000,1.697682,1.698992
5000,1.661135,1.661298
6000,1.637595,1.644719
7000,1.636351,1.623284
8000,1.610204,1.614424
9000,1.606771,1.596324
10000,1.586984,1.578661
11000,1.577578,1.571081
12000,1.566372,1.558906
13000,1.547208,1.554113
14000,1.538787,1.543540
15000,1.531246,1.535831
16000,1.523177,1.524789
17000,1.529351,1.521970
18000,1.515473,1.515049
19000,1.515014,1.518449
20000,1.505975,1.505103
21000,1.502252,1.502058
22000,1.502737,1.498463
23000,1.487417,1.496275
24000,1.497586,1.491665
