step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498430,0.498710,0.498467,0.498469,0.498007,0.497976,0.499721,0.499417,0.499729,0.499730,0.501013,0.500891,0.500075,0.499924,0.499897,0.499906,0.501477,0.501383,0.500970,0.500552,0.498952,0.499081,0.499474,0.499400,0.499891,0.499844,0.499787,0.499790,0.500639,0.500621,0.500350,0.500121,0.499722,0.499729,0.500175,0.500173,0.499253,0.499086
400,0.492794,0.495091,0.495469,0.495567,0.489535,0.489957,0.501593,0.499077,0.496656,0.497040,0.502009,0.500653,0.501270,0.499521,0.497452,0.497829,0.507290,0.506252,0.505877,0.503026,0.492792,0.493057,0.496397,0.495994,0.499273,0.497809,0.497683,0.497946,0.504444,0.503852,0.503680,0.500555,0.498724,0.498708,0.500307,0.500178,0.498196,0.496991
600,0.482644,0.488350,0.487394,0.488003,0.475529,0.476183,0.507658,0.499227,0.489756,0.490424,0.503875,0.497724,0.505737,0.497740,0.488210,0.489057,0.521491,0.517993,0.515492,0.506633,0.480279,0.479963,0.491650,0.489509,0.501930,0.494745,0.489147,0.489645,0.512921,0.509765,0.514910,0.501710,0.492758,0.492337,0.496697,0.495236,0.498731,0.493222
800,0.471003,0.479453,0.474080,0.474845,0.458018,0.458073,0.517533,0.499525,0.477641,0.478128,0.511807,0.491829,0.514060,0.495853,0.473420,0.474245,0.545571,0.538071,0.528962,0.510158,0.462883,0.461130,0.489552,0.480141,0.510597,0.491409,0.475147,0.475238,0.531375,0.522687,0.531159,0.502944,0.480434,0.477963,0.489115,0.483073,0.504570,0.488313
1000,0.461651,0.471122,0.460685,0.460589,0.444635,0.440489,0.529116,0.499855,0.464781,0.463542,0.527566,0.486729,0.523788,0.493711,0.456284,0.456099,0.575071,0.561898,0.543977,0.511953,0.444712,0.439759,0.497432,0.473059,0.522948,0.488516,0.458990,0.458233,0.556163,0.539140,0.551667,0.504111,0.465363,0.458392,0.486435,0.469778,0.516894,0.483772
1200,0.454008,0.463400,0.448573,0.446371,0.440824,0.424948,0.541883,0.500900,0.453830,0.448814,0.549939,0.486288,0.535969,0.493089,0.442868,0.439745,0.605599,0.584226,0.559801,0.513369,0.432689,0.420998,0.512583,0.468383,0.539809,0.487230,0.444025,0.441924,0.582149,0.554337,0.571669,0.505078,0.456251,0.438966,0.489950,0.457557,0.532951,0.479694
1400,0.448143,0.456175,0.439171,0.433578,0.448745,0.413614,0.552990,0.501257,0.447734,0.435843,0.577030,0.489280,0.547570,0.491665,0.433735,0.424542,0.637317,0.604424,0.576565,0.514249,0.427377,0.404405,0.532955,0.467461,0.560606,0.487827,0.430865,0.426711,0.607440,0.566770,0.594096,0.506086,0.456254,0.421582,0.499354,0.445633,0.551253,0.475951
1600,0.443006,0.449025,0.431970,0.421911,0.465603,0.405892,0.563786,0.501765,0.446404,0.424247,0.606589,0.494955,0.560145,0.490585,0.427338,0.409767,0.668454,0.621130,0.593037,0.515017,0.428305,0.389766,0.555619,0.466563,0.583139,0.488919,0.419985,0.412658,0.630669,0.574313,0.614852,0.505252,0.464219,0.406826,0.514222,0.435392,0.572447,0.471825
1800,0.439306,0.442510,0.426754,0.411189,0.485926,0.401888,0.575549,0.502515,0.447370,0.413421,0.636767,0.500118,0.573786,0.489882,0.426385,0.397989,0.699782,0.634147,0.609558,0.514601,0.434662,0.378434,0.580792,0.467227,0.608223,0.491385,0.409490,0.398024,0.653970,0.578776,0.636231,0.506577,0.478107,0.393682,0.531775,0.427810,0.593541,0.467604
2000,0.437377,0.437513,0.424761,0.403382,0.507668,0.400440,0.586875,0.503285,0.452444,0.405743,0.668160,0.506978,0.586984,0.487588,0.428670,0.386464,0.730985,0.643133,0.626335,0.514148,0.445593,0.368797,0.606643,0.468647,0.635865,0.494226,0.402509,0.384555,0.674207,0.578850,0.657540,0.505017,0.496808,0.383797,0.553661,0.420754,0.615036,0.462803
2200,0.436139,0.433326,0.423660,0.395088,0.531495,0.400559,0.597841,0.503008,0.461927,0.400295,0.701427,0.514269,0.600882,0.486091,0.436632,0.378005,0.764223,0.652856,0.642242,0.513563,0.461428,0.362469,0.634004,0.470899,0.665106,0.496635,0.399536,0.372943,0.694742,0.576747,0.679800,0.504411,0.516983,0.377272,0.577721,0.415972,0.639534,0.457896
2400,0.436256,0.429426,0.423692,0.388004,0.555762,0.400542,0.606191,0.501607,0.473202,0.396515,0.735121,0.522434,0.614855,0.484987,0.447204,0.370978,0.794689,0.658080,0.657798,0.512948,0.478397,0.357769,0.661530,0.472891,0.694805,0.499927,0.401929,0.363246,0.711839,0.572890,0.701752,0.503484,0.538421,0.372460,0.603409,0.412328,0.663924,0.452622
2600,0.435468,0.424658,0.425243,0.382407,0.581038,0.402866,0.616725,0.502052,0.486429,0.394221,0.769591,0.530129,0.626593,0.481111,0.458868,0.365053,0.824730,0.661153,0.674664,0.512255,0.495718,0.356051,0.689836,0.475220,0.726109,0.501224,0.407478,0.354338,0.726935,0.565064,0.723826,0.501918,0.561840,0.369751,0.629423,0.408932,0.687554,0.447833
2800,0.435675,0.421090,0.427928,0.377702,0.606684,0.406052,0.626561,0.502293,0.501212,0.392830,0.804727,0.535569,0.639814,0.480285,0.473325,0.361984,0.857393,0.666375,0.689458,0.510310,0.514193,0.355558,0.718066,0.476012,0.758644,0.505408,0.415407,0.347655,0.741325,0.558027,0.744395,0.500580,0.584764,0.367684,0.656403,0.406172,0.711519,0.442458
3000,0.435749,0.417755,0.430853,0.373802,0.633035,0.409624,0.635253,0.501323,0.516850,0.392396,0.841076,0.543366,0.652809,0.478596,0.488703,0.358533,0.887456,0.668523,0.704604,0.509468,0.533698,0.356300,0.748685,0.479868,0.790980,0.507762,0.427667,0.343046,0.754035,0.547591,0.764980,0.499522,0.609463,0.367176,0.682636,0.403138,0.736323,0.436972
3200,0.436258,0.414822,0.434405,0.370026,0.658575,0.412367,0.642836,0.500595,0.533490,0.392728,0.875494,0.548231,0.664716,0.477456,0.505388,0.357438,0.919270,0.672811,0.717457,0.507713,0.553510,0.357048,0.778126,0.481719,0.824614,0.509008,0.440588,0.340032,0.765889,0.538066,0.783049,0.496964,0.633247,0.367263,0.711415,0.403378,0.762417,0.430996
3400,0.437260,0.412806,0.438271,0.367054,0.684265,0.416169,0.651047,0.500436,0.548607,0.393269,0.910925,0.555364,0.675692,0.476534,0.521471,0.355418,0.947903,0.673828,0.730418,0.506718,0.573292,0.358585,0.807665,0.485363,0.856810,0.509566,0.455326,0.338765,0.774621,0.527580,0.801581,0.494733,0.657745,0.368003,0.737738,0.400279,0.787332,0.425180
3600,0.437577,0.410436,0.442224,0.364538,0.709160,0.419278,0.658852,0.499913,0.564900,0.394663,0.944908,0.561524,0.684976,0.473947,0.537633,0.354223,0.977261,0.676875,0.741928,0.504976,0.592693,0.360536,0.837206,0.489384,0.889962,0.508388,0.469840,0.337977,0.781448,0.516557,0.821295,0.493457,0.681381,0.369169,0.763906,0.398083,0.813263,0.419194
3800,0.438401,0.408338,0.445742,0.362389,0.733727,0.422086,0.664031,0.498516,0.581393,0.396644,0.979277,0.568530,0.695258,0.472897,0.553656,0.353743,1.006550,0.679775,0.754690,0.504158,0.613343,0.364082,0.867514,0.494907,0.922827,0.508445,0.484741,0.338595,0.789528,0.505532,0.839000,0.490366,0.704913,0.369581,0.789468,0.394479,0.837810,0.412954
4000,0.438704,0.406239,0.448984,0.360209,0.756588,0.425145,0.669408,0.497272,0.596343,0.397762,1.011792,0.574125,0.706100,0.471701,0.569602,0.353573,1.032283,0.679003,0.764226,0.501921,0.632701,0.366513,0.895077,0.497903,0.953628,0.506363,0.500232,0.340370,0.797086,0.494921,0.856216,0.488366,0.727769,0.370237,0.815834,0.392952,0.861319,0.407279
4200,0.439657,0.404919,0.452021,0.358281,0.779114,0.427957,0.674453,0.495724,0.610622,0.398665,1.042751,0.577093,0.716383,0.470980,0.584827,0.353194,1.058342,0.679690,0.774374,0.500658,0.650665,0.368188,0.922065,0.501641,0.982016,0.502631,0.515071,0.342129,0.803701,0.486309,0.870719,0.485215,0.750339,0.370704,0.841061,0.390491,0.883253,0.401837
4400,0.439544,0.402653,0.454407,0.356652,0.799351,0.430185,0.680050,0.494978,0.623944,0.399171,1.072794,0.581204,0.723806,0.469370,0.599719,0.353180,1.082570,0.679986,0.784862,0.499762,0.668493,0.370874,0.948762,0.505121,1.010260,0.499542,0.529701,0.344376,0.809022,0.477375,0.884045,0.481759,0.771482,0.370196,0.865696,0.389599,0.905939,0.395942
4600,0.439850,0.401054,0.456859,0.355351,0.819016,0.431535,0.683416,0.493719,0.636635,0.399858,1.100693,0.583981,0.733150,0.467642,0.613648,0.353086,1.103876,0.679647,0.793134,0.497119,0.685211,0.372856,0.973776,0.508881,1.036870,0.495974,0.543720,0.346806,0.815933,0.469847,0.897677,0.479088,0.791649,0.370159,0.887917,0.387407,0.927016,0.390627
4800,0.439381,0.399222,0.458920,0.353940,0.837877,0.433270,0.688387,0.493704,0.649923,0.401127,1.127243,0.587202,0.739154,0.465750,0.626817,0.353026,1.124752,0.679250,0.799657,0.494728,0.700737,0.374255,0.996486,0.510735,1.061595,0.492391,0.556759,0.348669,0.822351,0.462408,0.909610,0.477213,0.810983,0.369935,0.909832,0.386189,0.945897,0.385775
