step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
5000,0.440076,0.398551,0.460899,0.352712,0.854748,0.434275,0.691522,0.492467,0.661108,0.401960,1.152855,0.589943,0.745129,0.464687,0.638559,0.352020,1.143900,0.677013,0.807168,0.493330,0.715340,0.375386,1.019405,0.514016,1.083890,0.489192,0.569736,0.350836,0.830149,0.455323,0.920389,0.474803,0.828009,0.368726,0.930398,0.383882,0.963457,0.380451
5200,0.439662,0.397087,0.462207,0.351406,0.869998,0.434930,0.693947,0.491224,0.670385,0.402004,1.175270,0.591419,0.749536,0.462907,0.649752,0.351573,1.161961,0.676632,0.812533,0.491621,0.728664,0.376131,1.039825,0.515639,1.102835,0.485565,0.581301,0.352823,0.837855,0.450321,0.928826,0.472378,0.843567,0.367712,0.949759,0.382554,0.979157,0.375807
5400,0.438941,0.395662,0.463630,0.350410,0.883056,0.435289,0.695120,0.489603,0.679121,0.401997,1.195774,0.591991,0.754673,0.462021,0.659855,0.351011,1.177468,0.674906,0.817245,0.490164,0.740510,0.376494,1.057785,0.517339,1.120861,0.482074,0.591762,0.354184,0.845239,0.445557,0.935627,0.469470,0.857896,0.365608,0.966965,0.380746,0.992947,0.371164
5600,0.438802,0.394868,0.464238,0.349378,0.894846,0.435558,0.697962,0.488875,0.687227,0.402243,1.215384,0.593036,0.759705,0.460980,0.668514,0.350361,1.191250,0.673297,0.821785,0.488683,0.751493,0.376990,1.075173,0.518367,1.135727,0.478722,0.601794,0.355856,0.852406,0.441356,0.942312,0.467617,0.871501,0.364495,0.982676,0.378570,1.004492,0.367019
5800,0.438380,0.393979,0.464916,0.348470,0.904924,0.435070,0.699843,0.487913,0.693621,0.401997,1.232387,0.593515,0.763293,0.459786,0.676735,0.349648,1.203441,0.671585,0.823914,0.486473,0.761437,0.377334,1.091364,0.519994,1.148551,0.475468,0.610714,0.357198,0.859446,0.437544,0.947815,0.465576,0.883129,0.362757,0.997296,0.377699,1.015540,0.363018
6000,0.438014,0.393278,0.465139,0.347395,0.913129,0.434373,0.700545,0.486587,0.699165,0.401594,1.247538,0.593303,0.765730,0.458131,0.683780,0.349076,1.214685,0.670398,0.827366,0.485103,0.770275,0.377393,1.105815,0.521243,1.160275,0.472305,0.619054,0.358529,0.865489,0.434350,0.952914,0.463575,0.893396,0.361371,1.011169,0.376900,1.025438,0.359359
6200,0.437646,0.392596,0.465337,0.346618,0.919940,0.433462,0.701586,0.485701,0.704095,0.400996,1.260931,0.592442,0.768814,0.457077,0.690367,0.348341,1.224219,0.668601,0.829714,0.483480,0.778213,0.377395,1.118339,0.522391,1.169919,0.469426,0.626380,0.359649,0.871513,0.431815,0.956446,0.461880,0.902439,0.359901,1.023614,0.376321,1.033992,0.356064
6400,0.436998,0.391852,0.465391,0.345983,0.926062,0.432922,0.702595,0.484935,0.708775,0.400656,1.273200,0.592475,0.771172,0.455879,0.696071,0.347763,1.232938,0.667308,0.831440,0.482014,0.784959,0.377275,1.129803,0.523121,1.177790,0.466913,0.632912,0.360567,0.876434,0.429182,0.959303,0.460211,0.910665,0.358753,1.034503,0.375412,1.041248,0.353120
6600,0.436566,0.391326,0.465388,0.345390,0.930864,0.432174,0.703414,0.484419,0.712072,0.400125,1.284112,0.592289,0.773557,0.455394,0.701330,0.347194,1.241377,0.666219,0.833905,0.481059,0.790676,0.376884,1.139949,0.523822,1.184961,0.464530,0.638672,0.361389,0.881034,0.427052,0.962076,0.458706,0.918034,0.357540,1.044217,0.374620,1.047273,0.350518
6800,0.436318,0.390979,0.465132,0.344757,0.934372,0.431320,0.703944,0.483819,0.715318,0.399774,1.293168,0.591700,0.775314,0.454652,0.705874,0.346861,1.247547,0.665155,0.835296,0.479861,0.795698,0.376543,1.148328,0.523987,1.190420,0.462615,0.643615,0.362019,0.885169,0.425238,0.964364,0.457175,0.924052,0.356623,1.052884,0.373975,1.052834,0.348134
7000,0.435832,0.390465,0.464901,0.344214,0.937167,0.430573,0.704224,0.483143,0.717724,0.399246,1.301053,0.590994,0.776702,0.453925,0.709926,0.346528,1.253610,0.664665,0.836730,0.478935,0.800575,0.376574,1.156243,0.524573,1.195652,0.461056,0.648002,0.362525,0.888962,0.423588,0.965905,0.455827,0.929255,0.355723,1.060236,0.373513,1.057477,0.346047
7200,0.435543,0.390205,0.464640,0.343715,0.939497,0.429722,0.704858,0.482818,0.720382,0.399068,1.308570,0.591035,0.777797,0.453253,0.713112,0.345915,1.258371,0.663064,0.838070,0.478153,0.804944,0.376435,1.163341,0.524986,1.199213,0.459471,0.652004,0.363018,0.892355,0.422139,0.967456,0.454645,0.934097,0.354886,1.067049,0.373129,1.061484,0.344132
7400,0.434924,0.389656,0.464232,0.343191,0.941170,0.428915,0.705218,0.482320,0.722478,0.398736,1.315095,0.590575,0.778827,0.452578,0.716000,0.345349,1.262319,0.661763,0.839001,0.477422,0.808742,0.376302,1.169741,0.525307,1.202542,0.458036,0.655649,0.363409,0.895511,0.420960,0.969131,0.453848,0.938071,0.353866,1.073054,0.372748,1.065031,0.342466
7600,0.434709,0.389476,0.463878,0.342751,0.941900,0.427905,0.705436,0.481880,0.724154,0.398346,1.320770,0.590243,0.779408,0.451888,0.718945,0.345154,1.266899,0.661154,0.839864,0.476674,0.811990,0.376025,1.175408,0.525499,1.205469,0.456621,0.658973,0.363779,0.898492,0.419812,0.969829,0.452650,0.942196,0.353031,1.078565,0.372330,1.068166,0.340923
7800,0.434221,0.389029,0.463403,0.342236,0.942393,0.426968,0.705347,0.481266,0.725671,0.397781,1.326494,0.589597,0.780282,0.451429,0.721424,0.344721,1.270525,0.660076,0.840325,0.475915,0.815224,0.375828,1.181006,0.526032,1.208413,0.455338,0.662237,0.364234,0.901497,0.418784,0.971081,0.451842,0.945995,0.352364,1.083781,0.371959,1.071079,0.339520
8000,0.433920,0.388744,0.462953,0.341768,0.942600,0.426024,0.705622,0.480927,0.726874,0.397372,1.331874,0.589119,0.781290,0.451020,0.723897,0.344362,1.274048,0.659306,0.841203,0.475312,0.818089,0.375603,1.186303,0.526227,1.211064,0.454230,0.665206,0.364583,0.904132,0.417821,0.971900,0.450899,0.949552,0.351627,1.089212,0.371855,1.073809,0.338120
