step,train_loss,val_bpb
200,8.557727,2.259889
400,6.968553,1.994297
600,6.346727,1.889976
800,6.045216,1.830470
1000,5.865984,1.782258
1200,5.713125,1.744727
1400,5.603116,1.713138
1600,5.507531,1.689473
1800,5.435436,1.672324
2000,5.351090,1.653395
2200,5.321346,1.637512
2400,5.274671,1.622248
2600,5.208279,1.608736
2800,5.176125,1.596154
3000,5.134577,1.582695
3200,5.087846,1.570191
3400,5.046685,1.558643
3600,5.016356,1.550177
3800,4.977097,1.537610
4000,4.948875,1.529307
4200,4.912566,1.518683
4400,4.888921,1.510226
4600,4.859666,1.501966
4800,4.859791,1.495314
5000,4.804442,1.485005
5200,4.785902,1.479384
5400,4.762447,1.473952
5600,4.727243,1.469102
5800,4.723569,1.463092
6000,4.707577,1.457597
6200,4.689056,1.452997
6400,4.679346,1.449991
6600,4.656045,1.446508
6800,4.655305,1.443904
7000,4.654363,1.440726
7200,4.640694,1.437747
7400,4.617288,1.436049
7600,4.600939,1.433194
7800,4.604170,1.431512
8000,4.608828,1.429509
