step,train_loss,val_loss
0,5.535115,5.534954
1000,2.587016,2.566257
2000,2.354850,2.319935
3000,2.030683,1.998203
4000,1.787434,1.773612
5000,1.679195,1.679015
6000,1.635271,1.624900
7000,1.590483,1.595824
8000,1.574633,1.572704
9000,1.557781,1.562461
10000,1.541622,1.551788
11000,1.527016,1.524748
12000,1.519259,1.512728
13000,1.498796,1.501161
14000,1.486248,1.483109
15000,1.482990,1.477586
16000,1.469705,1.474668
17000,1.460775,1.461671
18000,1.453403,1.458156
19000,1.452424,1.453153
20000,1.449210,1.444278
21000,1.438260,1.440810
22000,1.444034,1.436988
23000,1.432284,1.436835
24000,1.426936,1.430454
25000,1.419913,1.426359
26000,1.424531,1.423574
27000,1.417677,1.417869
28000,1.423688,1.413361
29000,1.407187,1.411500
30000,1.408514,1.407362
31000,1.404165,1.407736
32000,1.404114,1.402238
33000,1.400452,1.400360
34000,1.405373,1.401124
35000,1.390495,1.397129
36000,1.390311,1.391923
37000,1.381737,1.388173
38000,1.388929,1.388188
39000,1.390112,1.388113
40000,1.379336,1.383100
41000,1.390923,1.386231
42000,1.378138,1.382286
43000,1.377365,1.380891
44000,1.373496,1.381968
45000,1.376287,1.379601
46000,1.377798,1.377226
47000,1.377709,1.375329
48000,1.369079,1.374598
49000,1.372351,1.373893
50000,1.367846,1.369175
51000,1.365468,1.366505
52000,1.363491,1.366760
53000,1.367157,1.365215
54000,1.362634,1.362253
55000,1.361672,1.361534
56000,1.362384,1.360836
57000,1.358490,1.356607
58000,1.356283,1.358281
59000,1.357969,1.360241
60000,1.356420,1.356859
61000,1.351261,1.355164
62000,1.352363,1.352784
63000,1.356972,1.354334
64000,1.350265,1.351781
65000,1.351480,1.351275
66000,1.347011,1.349987
67000,1.352775,1.349488
68000,1.349797,1.347443
69000,1.344326,1.347343
70000,1.346812,1.345530
71000,1.334899,1.343918
72000,1.344696,1.343185
73000,1.339701,1.343922
74000,1.338459,1.343831
75000,1.343904,1.342193
76000,1.343308,1.340648
77000,1.336911,1.340770
78000,1.337630,1.337968
79000,1.341267,1.338138
80000,1.340982,1.337907
81000,1.336007,1.337011
82000,1.333713,1.335258
83000,1.330643,1.336730
84000,1.325107,1.335774
85000,1.338643,1.335325
86000,1.332526,1.333865
87000,1.332623,1.333886
88000,1.339391,1.332388
89000,1.324816,1.331437
90000,1.329463,1.331491
91000,1.331977,1.332517
92000,1.335229,1.330002
93000,1.324043,1.330918
94000,1.331139,1.330766
95000,1.326737,1.330486
96000,1.327730,1.329838
97000,1.327587,1.329127
98000,1.327293,1.330193
99000,1.323474,1.328366
