step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497788,0.497998,0.496688,0.496698,0.496499,0.496425,0.498859,0.498427,0.497380,0.497423,0.498251,0.498236,0.498791,0.498723,0.497879,0.497911,0.498481,0.498494,0.498791,0.498743,0.498344,0.498356,0.499335,0.499330,0.498783,0.498729,0.498475,0.498475,0.499612,0.499600,0.499095,0.498939,0.498542,0.498551,0.499842,0.499845
400,0.491616,0.493777,0.491654,0.491763,0.487612,0.487570,0.504790,0.501291,0.492810,0.493076,0.494473,0.494016,0.502342,0.499549,0.493818,0.494237,0.495962,0.495620,0.500530,0.498326,0.497204,0.497378,0.499524,0.499211,0.499366,0.497773,0.497586,0.497727,0.500088,0.499816,0.499559,0.498852,0.497588,0.497691,0.499683,0.499588
600,0.479192,0.485214,0.485212,0.485704,0.473656,0.474013,0.520493,0.512191,0.483601,0.483615,0.484351,0.483374,0.515970,0.506099,0.485805,0.486182,0.489476,0.488640,0.510804,0.501026,0.494134,0.494457,0.500082,0.499137,0.507720,0.500113,0.495865,0.496078,0.501450,0.500566,0.503217,0.500368,0.496389,0.496396,0.499475,0.499328
800,0.462670,0.473151,0.477872,0.479126,0.457758,0.458768,0.542962,0.528101,0.472432,0.470886,0.467657,0.465879,0.537453,0.517918,0.472170,0.471350,0.475515,0.474213,0.529843,0.508923,0.488370,0.488112,0.500678,0.498550,0.523428,0.506103,0.492671,0.492678,0.504964,0.502556,0.512331,0.504274,0.495092,0.494560,0.498964,0.498793
1000,0.446652,0.461090,0.469773,0.472138,0.444014,0.444901,0.568331,0.544973,0.464682,0.458332,0.451062,0.447314,0.564247,0.533284,0.460806,0.455892,0.457870,0.455506,0.554554,0.519677,0.479024,0.476832,0.499999,0.495738,0.547457,0.516942,0.488679,0.487636,0.511611,0.505890,0.528680,0.511994,0.494732,0.492708,0.498102,0.497855
1200,0.434088,0.451324,0.462222,0.465747,0.436598,0.435432,0.595482,0.562197,0.463848,0.448515,0.438992,0.430791,0.591699,0.547044,0.458152,0.442543,0.442228,0.437525,0.580653,0.530694,0.468608,0.462493,0.498364,0.490295,0.571569,0.526834,0.485515,0.482372,0.520134,0.509582,0.546736,0.520729,0.496189,0.491502,0.497165,0.496672
1400,0.426235,0.444446,0.454662,0.459378,0.432939,0.428118,0.618747,0.574137,0.472706,0.444054,0.436849,0.418813,0.619925,0.559904,0.466809,0.433396,0.430525,0.421500,0.607593,0.540707,0.462273,0.447870,0.497515,0.484559,0.597636,0.537870,0.483350,0.476614,0.528217,0.512229,0.568650,0.531649,0.500109,0.490913,0.495749,0.494929
1600,0.421886,0.440087,0.448182,0.453798,0.434588,0.423180,0.641459,0.585029,0.485440,0.442134,0.443466,0.410205,0.647599,0.570310,0.484348,0.430342,0.424950,0.407665,0.633660,0.549188,0.463154,0.436270,0.498188,0.477993,0.624364,0.548210,0.482757,0.470542,0.537058,0.514683,0.594093,0.545140,0.506811,0.490985,0.494039,0.492565
1800,0.418495,0.435800,0.441978,0.448319,0.439250,0.419278,0.664712,0.594888,0.503671,0.444517,0.457581,0.408360,0.674859,0.579373,0.504847,0.430439,0.427151,0.397571,0.660852,0.557364,0.469790,0.426222,0.499357,0.471135,0.651475,0.558271,0.484220,0.465648,0.544987,0.515601,0.618850,0.556814,0.515471,0.491875,0.492715,0.490169
2000,0.416175,0.431947,0.437188,0.443783,0.446889,0.417287,0.685343,0.601683,0.524264,0.449357,0.474146,0.408921,0.701089,0.585823,0.527945,0.434984,0.435481,0.392228,0.687828,0.563755,0.482479,0.419428,0.502490,0.463081,0.679616,0.567331,0.486894,0.460031,0.553121,0.515348,0.645118,0.568638,0.526484,0.493353,0.490976,0.487226
2200,0.416593,0.430081,0.432318,0.439327,0.454615,0.415366,0.706395,0.609818,0.544059,0.454460,0.493380,0.413540,0.726601,0.591370,0.551146,0.440801,0.448973,0.390956,0.715436,0.569457,0.499729,0.414409,0.506368,0.455968,0.708906,0.576541,0.492863,0.455996,0.559870,0.513621,0.671163,0.579461,0.539592,0.495806,0.490006,0.484423
