step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497798,0.498038,0.498841,0.498908,0.500374,0.500250,0.498379,0.498052,0.499550,0.498720,0.498561,0.498442,0.499882,0.499764,0.499644,0.499302,0.499355,0.498718,0.498430,0.498361,0.500115,0.500046,0.500147,0.499813,0.499146,0.498756,0.499124,0.499100,0.500293,0.500272,0.500539,0.500256,0.499411,0.499120,0.499240,0.499219,0.500217,0.500210,0.500935,0.500673,0.499370,0.499153,0.499236,0.499211,0.499958,0.499952,0.500750,0.500527
400,0.491114,0.492524,0.489481,0.489895,0.492765,0.492247,0.500378,0.497876,0.505499,0.501617,0.493251,0.491635,0.497453,0.496289,0.503005,0.500620,0.500848,0.497934,0.494428,0.493830,0.500726,0.499830,0.504850,0.502988,0.500034,0.498282,0.497016,0.496713,0.501780,0.501290,0.506512,0.504939,0.499175,0.498397,0.497916,0.497744,0.501586,0.501438,0.507997,0.506765,0.500792,0.499942,0.499109,0.499022,0.500620,0.500507,0.507011,0.506010
600,0.480907,0.484660,0.474106,0.475405,0.478421,0.477117,0.503333,0.498338,0.513470,0.504506,0.483520,0.479213,0.492920,0.489841,0.504960,0.499455,0.504592,0.496539,0.485991,0.484396,0.501916,0.498945,0.509820,0.505045,0.501972,0.496716,0.490236,0.489289,0.503372,0.500921,0.513800,0.509487,0.499720,0.497480,0.493466,0.493277,0.504906,0.503943,0.516654,0.513137,0.503377,0.501328,0.497987,0.497883,0.502583,0.501968,0.514650,0.511959
800,0.467680,0.473867,0.454008,0.456528,0.462816,0.459290,0.508343,0.499898,0.521724,0.506105,0.471422,0.462735,0.486285,0.478630,0.507713,0.496921,0.509439,0.493092,0.470800,0.467530,0.504307,0.496650,0.515496,0.505946,0.504489,0.493964,0.481871,0.479187,0.508094,0.501790,0.522188,0.513330,0.498292,0.493809,0.485847,0.485359,0.513662,0.510304,0.527490,0.520156,0.504208,0.499658,0.495049,0.494722,0.506385,0.504288,0.524232,0.518595
1000,0.455118,0.463806,0.433181,0.436918,0.457475,0.445933,0.517375,0.504159,0.528988,0.505670,0.462949,0.446978,0.485928,0.468625,0.514989,0.496725,0.517353,0.489060,0.455734,0.448346,0.508375,0.492894,0.523291,0.507506,0.509782,0.491742,0.472461,0.467392,0.516513,0.503880,0.532055,0.516933,0.500585,0.491239,0.477010,0.476106,0.523175,0.515800,0.539491,0.526392,0.504467,0.497423,0.491423,0.490962,0.510300,0.505595,0.534699,0.524878
1200,0.445482,0.455910,0.416298,0.420733,0.463950,0.440901,0.528462,0.510249,0.537223,0.506082,0.464051,0.437369,0.495440,0.464378,0.525272,0.499130,0.526031,0.487399,0.445637,0.431128,0.512387,0.486611,0.532377,0.509823,0.516456,0.490174,0.464574,0.454983,0.526577,0.505548,0.543739,0.521364,0.502688,0.488090,0.468847,0.467493,0.533943,0.521179,0.552716,0.532756,0.506629,0.495516,0.488371,0.487379,0.513448,0.505246,0.544250,0.529757
1400,0.437986,0.449540,0.403099,0.407163,0.478354,0.441443,0.542095,0.518049,0.547309,0.507179,0.470858,0.430861,0.511707,0.463651,0.539046,0.504449,0.537460,0.485055,0.440496,0.416128,0.518238,0.480044,0.544183,0.513838,0.523492,0.488635,0.456372,0.441881,0.535570,0.505700,0.556483,0.526391,0.505012,0.484472,0.461399,0.458964,0.544277,0.525088,0.566273,0.538559,0.505623,0.491094,0.484724,0.483313,0.517530,0.504775,0.553416,0.533945
1600,0.432189,0.444448,0.394277,0.396340,0.496364,0.446202,0.558568,0.528149,0.555480,0.506319,0.481930,0.427375,0.533091,0.468166,0.556720,0.512735,0.550219,0.484091,0.442794,0.405462,0.524688,0.472560,0.557216,0.518574,0.532666,0.487172,0.453300,0.431549,0.544510,0.504186,0.569705,0.531382,0.508089,0.481905,0.453515,0.449258,0.551780,0.525861,0.580875,0.544417,0.507146,0.489347,0.481025,0.479154,0.520035,0.503127,0.563398,0.538074
1800,0.426393,0.439216,0.389284,0.387592,0.517103,0.454467,0.574618,0.538573,0.561233,0.504693,0.494768,0.425280,0.555755,0.474241,0.574767,0.521492,0.561231,0.482249,0.450047,0.396926,0.533183,0.465376,0.568511,0.521954,0.542257,0.486400,0.450448,0.420440,0.553691,0.502339,0.580812,0.534987,0.510440,0.478041,0.447093,0.440655,0.562284,0.528333,0.593349,0.548585,0.509114,0.487584,0.477590,0.474963,0.521885,0.500028,0.573102,0.541409
2000,0.422028,0.434835,0.387011,0.380855,0.538391,0.463281,0.589870,0.548669,0.568302,0.503623,0.508464,0.423800,0.580900,0.481562,0.592412,0.529666,0.572321,0.480077,0.458983,0.389908,0.543466,0.459900,0.579103,0.525041,0.550212,0.485250,0.448771,0.410338,0.562846,0.500230,0.590798,0.537139,0.515989,0.477301,0.440556,0.432456,0.572316,0.530419,0.604005,0.551115,0.510444,0.485676,0.475068,0.471500,0.523740,0.496683,0.581757,0.544115
2200,0.417582,0.430281,0.387794,0.376397,0.561339,0.473225,0.605947,0.559366,0.573277,0.502398,0.521029,0.422681,0.604524,0.487842,0.609785,0.537838,0.583412,0.477802,0.469014,0.384678,0.556416,0.456652,0.588002,0.526728,0.556489,0.483039,0.448366,0.401389,0.572692,0.498559,0.600293,0.539016,0.519387,0.474495,0.433105,0.423472,0.581868,0.531504,0.613208,0.552424,0.512935,0.483905,0.472421,0.467804,0.526623,0.493897,0.589628,0.545746
2400,0.414339,0.426827,0.390458,0.372796,0.584622,0.483647,0.621366,0.570171,0.578105,0.500932,0.534958,0.422927,0.630852,0.496399,0.625099,0.544052,0.592895,0.475288,0.480054,0.380672,0.569859,0.452357,0.596637,0.527542,0.562599,0.481377,0.450544,0.394507,0.583244,0.496418,0.608552,0.539267,0.522023,0.471259,0.427181,0.415450,0.591343,0.532308,0.621313,0.552661,0.513681,0.481206,0.469809,0.464367,0.528392,0.490125,0.596301,0.546136
2600,0.411297,0.423303,0.393964,0.370334,0.608296,0.494002,0.633521,0.578712,0.580032,0.497724,0.547756,0.422525,0.656744,0.503190,0.636424,0.547524,0.600694,0.472284,0.487705,0.376199,0.583770,0.447403,0.603498,0.526939,0.567534,0.478170,0.451433,0.387524,0.592824,0.493950,0.614985,0.537696,0.524007,0.468335,0.420532,0.407303,0.602038,0.533062,0.627728,0.551117,0.515914,0.480483,0.467976,0.461593,0.532267,0.487922,0.603142,0.545989
2800,0.407860,0.419520,0.397161,0.367536,0.630494,0.503224,0.645050,0.587040,0.582868,0.495251,0.559620,0.422290,0.682402,0.509467,0.649940,0.552075,0.608027,0.469383,0.495917,0.372766,0.598969,0.444840,0.610971,0.526296,0.573601,0.476383,0.455092,0.381182,0.601815,0.490575,0.622016,0.535906,0.526439,0.465756,0.416189,0.401027,0.610019,0.531762,0.633135,0.548300,0.516172,0.478602,0.465683,0.458334,0.535657,0.484519,0.608878,0.544564
3000,0.405787,0.416837,0.401268,0.366181,0.653949,0.513067,0.655390,0.594619,0.586046,0.493567,0.570849,0.421945,0.709435,0.516680,0.660781,0.554019,0.614644,0.466382,0.503717,0.369694,0.615260,0.441960,0.616787,0.524309,0.578303,0.473341,0.459720,0.376157,0.613242,0.487623,0.627657,0.533096,0.529070,0.463827,0.410960,0.393727,0.617546,0.528965,0.638464,0.544869,0.517371,0.477200,0.463930,0.455218,0.539557,0.481201,0.613617,0.541920
