step,train_loss,val_bpb
200,8.864857,2.394836
400,7.347746,2.115723
600,6.817693,2.037050
800,6.605492,2.001257
1000,6.445995,1.947172
1200,6.325171,1.912766
1400,6.228423,1.887660
1600,6.122150,1.861189
1800,6.068006,1.850677
2000,6.008529,1.830558
2200,5.936564,1.815712
2400,5.907681,1.803150
2600,5.873935,1.787224
2800,5.827541,1.779768
3000,5.788276,1.767754
3200,5.758244,1.755152
3400,5.711803,1.747504
3600,5.712269,1.747216
3800,5.675929,1.736014
4000,5.631636,1.727897
4200,5.630445,1.721532
4400,5.622921,1.715324
4600,5.595863,1.710581
4800,5.590490,1.705940
5000,5.561396,1.701682
5200,5.527405,1.694634
5400,5.501803,1.692456
5600,5.521110,1.685530
5800,5.493292,1.682256
6000,5.484966,1.677460
6200,5.469394,1.674581
6400,5.453551,1.671465
6600,5.449283,1.667027
6800,5.435070,1.665043
7000,5.435751,1.663838
7200,5.428541,1.661619
7400,5.425179,1.659948
7600,5.405977,1.656323
7800,5.412114,1.656628
8000,5.398437,1.655592
