step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497779,0.497708,0.498856,0.498861,0.498770,0.498706,0.498179,0.498072,0.499701,0.499526,0.500472,0.500469,0.500214,0.500128,0.502498,0.502424,0.499288,0.499288,0.500631,0.500726,0.500391,0.500341,0.502811,0.502751,0.500009,0.499907,0.500776,0.500843,0.500010,0.499974,0.502708,0.502636,0.499634,0.499707,0.502016,0.502132,0.502458,0.502470,0.502632,0.502724,0.499948,0.500138,0.500828,0.500908,0.501055,0.501041,0.502806,0.502799
400,0.487708,0.487626,0.504945,0.505138,0.493237,0.492650,0.488947,0.489004,0.496452,0.495933,0.498589,0.498607,0.498505,0.497834,0.507327,0.506819,0.500029,0.500243,0.502823,0.502550,0.498149,0.495784,0.512719,0.512333,0.498456,0.498165,0.502383,0.499944,0.495010,0.494925,0.512488,0.511937,0.500033,0.500167,0.503465,0.504431,0.507849,0.507903,0.513431,0.513495,0.500501,0.500480,0.506352,0.506421,0.496491,0.496089,0.513028,0.512741
600,0.471960,0.471847,0.515531,0.515986,0.488738,0.487657,0.476535,0.477008,0.490807,0.488505,0.496304,0.496636,0.499273,0.496752,0.511241,0.510042,0.503507,0.504154,0.509018,0.508604,0.500628,0.494010,0.528597,0.528039,0.496156,0.495866,0.510582,0.501175,0.487050,0.485365,0.528616,0.525232,0.498947,0.499134,0.509138,0.506021,0.512731,0.511363,0.529612,0.529259,0.503240,0.502705,0.518816,0.518298,0.486339,0.485188,0.528331,0.528090
800,0.449780,0.449579,0.528392,0.529217,0.483148,0.481592,0.460675,0.461542,0.482039,0.477570,0.491621,0.492788,0.498322,0.493372,0.511539,0.509350,0.510958,0.512130,0.517634,0.516568,0.505290,0.495036,0.548625,0.545592,0.492665,0.492308,0.520940,0.505223,0.487985,0.474968,0.550490,0.539402,0.496567,0.496743,0.520019,0.497307,0.516241,0.506904,0.546275,0.544921,0.503892,0.503531,0.531128,0.529792,0.484092,0.476076,0.546648,0.546942
1000,0.425395,0.425088,0.542555,0.543890,0.474518,0.471574,0.439928,0.440754,0.475351,0.465529,0.486347,0.488220,0.496079,0.487244,0.505548,0.501409,0.512510,0.513893,0.521056,0.519923,0.508772,0.496243,0.566468,0.559938,0.491889,0.491623,0.529027,0.507712,0.494874,0.474295,0.566139,0.553955,0.497096,0.497012,0.527220,0.494812,0.524914,0.512714,0.558589,0.554484,0.500878,0.500304,0.542762,0.541079,0.487832,0.475708,0.558553,0.556372
1200,0.402975,0.402534,0.559750,0.561591,0.462795,0.457493,0.418484,0.419118,0.470989,0.451663,0.480664,0.483429,0.494135,0.481856,0.498521,0.492085,0.515396,0.516815,0.523476,0.522487,0.513464,0.497697,0.584812,0.570483,0.491104,0.490867,0.537674,0.508237,0.502741,0.476716,0.586399,0.570962,0.495186,0.495584,0.536574,0.491664,0.535990,0.518655,0.571395,0.561293,0.499392,0.498756,0.550391,0.547522,0.493750,0.474708,0.572505,0.563589
1400,0.382232,0.381563,0.576254,0.578669,0.451327,0.442479,0.398266,0.398637,0.471901,0.439813,0.473203,0.477067,0.492880,0.476913,0.489748,0.481426,0.515996,0.517404,0.524604,0.523788,0.516406,0.498460,0.604172,0.578415,0.491707,0.491481,0.547149,0.506909,0.514171,0.481171,0.607803,0.591404,0.494350,0.494969,0.545429,0.484498,0.546591,0.523420,0.589376,0.566927,0.497521,0.496936,0.559251,0.554782,0.500630,0.474272,0.589662,0.568940
1600,0.362673,0.361724,0.593924,0.596787,0.440248,0.426767,0.378544,0.378572,0.479597,0.428309,0.464782,0.469647,0.490696,0.470678,0.481119,0.471251,0.516366,0.517685,0.525266,0.524611,0.520363,0.499830,0.619845,0.584206,0.491561,0.491409,0.554631,0.507704,0.520635,0.483729,0.628459,0.610329,0.493003,0.493289,0.554860,0.477403,0.558803,0.528579,0.604953,0.570875,0.498299,0.497691,0.566861,0.560818,0.507535,0.477525,0.602320,0.572725
1800,0.346943,0.345362,0.607894,0.611169,0.431949,0.411760,0.360981,0.360442,0.489909,0.419406,0.458269,0.463885,0.489651,0.465020,0.472240,0.460778,0.516672,0.517827,0.525839,0.525349,0.523171,0.500523,0.635018,0.588860,0.491021,0.490661,0.567357,0.507174,0.529151,0.486933,0.652796,0.628701,0.491534,0.491813,0.565782,0.470742,0.569478,0.531779,0.620758,0.573759,0.496801,0.496382,0.573246,0.563964,0.515676,0.478259,0.617105,0.575774
2000,0.333658,0.331058,0.621730,0.625331,0.426864,0.396887,0.344481,0.343294,0.502615,0.410927,0.450978,0.457241,0.490295,0.460227,0.463033,0.450274,0.515984,0.516994,0.525941,0.525587,0.526597,0.501061,0.650670,0.594225,0.493261,0.493107,0.578985,0.509060,0.541744,0.492178,0.676383,0.645092,0.491580,0.491800,0.572983,0.465044,0.578419,0.534733,0.635036,0.576402,0.495684,0.495330,0.580836,0.567541,0.521644,0.479714,0.633148,0.578406
2200,0.322520,0.318534,0.635654,0.639508,0.426775,0.383263,0.329344,0.327255,0.521045,0.405276,0.443967,0.450671,0.490469,0.455258,0.454567,0.440705,0.515539,0.516424,0.526615,0.526335,0.530266,0.501493,0.667353,0.599188,0.492406,0.492577,0.592408,0.510028,0.550875,0.494933,0.701114,0.659211,0.492068,0.492513,0.582908,0.457161,0.587102,0.535965,0.648843,0.578283,0.492951,0.492504,0.593164,0.570556,0.529413,0.481155,0.647396,0.580434
2400,0.314464,0.308754,0.649183,0.653236,0.433147,0.371928,0.316656,0.313035,0.538614,0.399654,0.437158,0.444303,0.492474,0.450910,0.447814,0.432750,0.515057,0.515822,0.526999,0.526829,0.532080,0.500891,0.678147,0.604298,0.490517,0.490637,0.607155,0.511548,0.564374,0.498477,0.725578,0.672687,0.493700,0.494247,0.591915,0.449471,0.597384,0.536864,0.663802,0.579864,0.491131,0.490764,0.606633,0.569694,0.539339,0.483377,0.660487,0.582033
2600,0.307593,0.300056,0.660600,0.664867,0.441771,0.361863,0.305297,0.299720,0.558563,0.396049,0.430559,0.437943,0.492589,0.445990,0.441169,0.425077,0.514524,0.515302,0.526733,0.526706,0.534975,0.500536,0.690744,0.610078,0.491287,0.491078,0.621114,0.511838,0.576198,0.502396,0.749187,0.685949,0.492028,0.492235,0.604150,0.444280,0.605751,0.537450,0.677424,0.581362,0.492039,0.491695,0.619874,0.566209,0.549365,0.485431,0.672524,0.583454
2800,0.302327,0.292736,0.673115,0.677520,0.452553,0.354324,0.296283,0.288063,0.578292,0.391069,0.424193,0.431716,0.495138,0.442458,0.435336,0.418132,0.513903,0.514510,0.526670,0.526747,0.537231,0.500725,0.698931,0.615478,0.494359,0.494060,0.632893,0.511124,0.585080,0.505087,0.769221,0.697023,0.490096,0.490250,0.613731,0.438182,0.614912,0.537818,0.689939,0.582638,0.494637,0.494393,0.633430,0.562243,0.558320,0.486720,0.684014,0.584704
3000,0.298941,0.287213,0.685766,0.690249,0.465582,0.346909,0.289422,0.277297,0.597598,0.386576,0.417466,0.425164,0.498393,0.439342,0.429224,0.410784,0.512398,0.512837,0.525512,0.525718,0.538999,0.499934,0.707084,0.621946,0.495068,0.494783,0.645434,0.511842,0.593286,0.506553,0.782202,0.704171,0.491225,0.491293,0.621341,0.433964,0.623117,0.538821,0.701536,0.584023,0.493906,0.493640,0.643892,0.559000,0.567601,0.488639,0.694611,0.585918
3200,0.296449,0.282577,0.697012,0.701574,0.479963,0.341593,0.285904,0.267798,0.618075,0.382774,0.412221,0.419773,0.501527,0.436011,0.423914,0.404284,0.511944,0.512009,0.524264,0.524582,0.541026,0.499000,0.712945,0.629147,0.497395,0.497329,0.659645,0.512657,0.602024,0.507458,0.794243,0.710721,0.490871,0.490848,0.628055,0.427158,0.633472,0.538759,0.712958,0.585143,0.493188,0.492832,0.658876,0.554789,0.577937,0.489882,0.704350,0.586813
3400,0.294408,0.278476,0.707193,0.711811,0.495370,0.336653,0.284657,0.259706,0.638627,0.380330,0.406397,0.413833,0.505414,0.432763,0.418715,0.398067,0.511582,0.511293,0.523072,0.523503,0.541874,0.497304,0.717700,0.635913,0.497944,0.497694,0.671380,0.513072,0.608212,0.507688,0.805441,0.717255,0.491847,0.491606,0.632483,0.421520,0.643926,0.538777,0.722487,0.586224,0.492478,0.491926,0.673202,0.552060,0.586720,0.491790,0.712988,0.587737
3600,0.293034,0.275101,0.716019,0.720600,0.510024,0.332296,0.286687,0.253318,0.658800,0.378764,0.401588,0.408439,0.510335,0.430384,0.414489,0.392669,0.511201,0.510593,0.521543,0.522053,0.541366,0.494705,0.720596,0.640891,0.499123,0.498686,0.684105,0.512350,0.612911,0.507367,0.814520,0.722418,0.492079,0.491310,0.635309,0.415531,0.652139,0.538608,0.731067,0.587145,0.491407,0.490985,0.685220,0.547214,0.595008,0.492677,0.721031,0.588547
3800,0.292704,0.273004,0.723776,0.728352,0.524486,0.328804,0.289807,0.247402,0.678226,0.376146,0.397417,0.403749,0.514338,0.427078,0.410314,0.387372,0.510746,0.509871,0.520410,0.521003,0.541255,0.492666,0.723042,0.644881,0.498098,0.497565,0.692785,0.510537,0.616156,0.506514,0.824616,0.728675,0.490589,0.489720,0.634203,0.410011,0.660462,0.537551,0.739232,0.588031,0.490913,0.490535,0.698132,0.541794,0.606189,0.492825,0.728534,0.589364
4000,0.291806,0.270330,0.731312,0.735896,0.537580,0.324780,0.294508,0.242433,0.696062,0.373272,0.394101,0.399865,0.518121,0.424441,0.405933,0.382002,0.509596,0.508615,0.518825,0.519496,0.540434,0.490642,0.724491,0.647476,0.498896,0.498286,0.701199,0.509418,0.617532,0.505613,0.830610,0.732326,0.492321,0.491467,0.633179,0.405600,0.668354,0.537710,0.746124,0.588641,0.491365,0.490948,0.711239,0.537096,0.616679,0.494179,0.735116,0.589930
4200,0.291510,0.268435,0.737506,0.742093,0.550116,0.321701,0.299633,0.238817,0.712507,0.371568,0.390716,0.396097,0.522634,0.422756,0.402404,0.377527,0.509149,0.508008,0.517426,0.518184,0.539064,0.488258,0.725156,0.649063,0.499172,0.498562,0.709640,0.508809,0.617744,0.504606,0.835238,0.735323,0.491327,0.490760,0.631802,0.401654,0.676151,0.538380,0.752138,0.589330,0.490563,0.490042,0.724092,0.531760,0.625474,0.494285,0.740817,0.590565
4400,0.290909,0.266477,0.745169,0.749740,0.562627,0.319016,0.306152,0.236722,0.728688,0.369801,0.388803,0.393390,0.526705,0.420811,0.398742,0.372622,0.508225,0.506929,0.515442,0.516240,0.537053,0.485026,0.724302,0.648417,0.498701,0.498014,0.717074,0.508856,0.618189,0.503727,0.839487,0.738014,0.490057,0.489569,0.629810,0.398132,0.683322,0.537431,0.757733,0.589936,0.490572,0.489905,0.735596,0.527186,0.634077,0.494060,0.746199,0.591108
4600,0.291021,0.265047,0.749896,0.754398,0.575558,0.316613,0.312779,0.234784,0.744808,0.368137,0.386253,0.390313,0.530391,0.418536,0.395436,0.368279,0.508058,0.506513,0.513988,0.514881,0.535851,0.482745,0.723992,0.648065,0.499895,0.499005,0.724496,0.508950,0.618373,0.503232,0.842291,0.739770,0.490094,0.490250,0.628431,0.395377,0.690214,0.537428,0.762213,0.590391,0.492144,0.491331,0.745670,0.524070,0.639736,0.493684,0.750706,0.591527
4800,0.290509,0.263351,0.754849,0.759272,0.586433,0.314079,0.318695,0.233338,0.760017,0.366562,0.384642,0.387909,0.534387,0.416748,0.392565,0.364374,0.507465,0.505665,0.511764,0.512771,0.533554,0.479305,0.721771,0.645392,0.500410,0.499372,0.730130,0.508792,0.618375,0.502888,0.844228,0.740990,0.490006,0.490285,0.625827,0.391955,0.695754,0.535984,0.766514,0.590795,0.492857,0.492144,0.757675,0.521357,0.645951,0.494020,0.754821,0.591899
5000,0.290823,0.262476,0.759199,0.763595,0.596412,0.311478,0.324590,0.232553,0.773680,0.364303,0.382980,0.385356,0.538212,0.415190,0.390291,0.360913,0.506941,0.504743,0.509318,0.510442,0.531077,0.476253,0.719330,0.642250,0.500522,0.499446,0.735751,0.508587,0.618194,0.502361,0.846125,0.742231,0.490254,0.490472,0.623960,0.389952,0.700318,0.535430,0.770647,0.591285,0.491951,0.491132,0.764906,0.518985,0.651545,0.494167,0.758547,0.592333
5200,0.290763,0.261327,0.763704,0.768066,0.605758,0.308961,0.330150,0.232220,0.786734,0.361797,0.381683,0.383387,0.542238,0.413945,0.387578,0.357294,0.506939,0.504428,0.507864,0.509053,0.529336,0.473115,0.717704,0.639711,0.500473,0.499362,0.741170,0.508746,0.618268,0.502163,0.847323,0.742959,0.489759,0.489790,0.621938,0.387786,0.704778,0.535493,0.774395,0.591580,0.492805,0.491980,0.772723,0.516656,0.656714,0.493918,0.761633,0.592562
5400,0.290649,0.260202,0.766656,0.770994,0.614401,0.306746,0.335454,0.231809,0.799292,0.361004,0.380987,0.382015,0.546024,0.412283,0.385433,0.354167,0.506460,0.503693,0.506470,0.507753,0.528372,0.470884,0.715670,0.636942,0.500396,0.499275,0.744246,0.508654,0.618082,0.501819,0.848693,0.743845,0.489326,0.489105,0.620825,0.386041,0.709009,0.534901,0.777459,0.591914,0.493794,0.492932,0.779869,0.514834,0.661459,0.494050,0.764426,0.592858
5600,0.290584,0.259321,0.769685,0.774012,0.622104,0.304742,0.340614,0.231845,0.810063,0.359998,0.380329,0.380596,0.549382,0.410935,0.383774,0.351558,0.506211,0.503275,0.505619,0.506993,0.528537,0.469192,0.714260,0.634827,0.500192,0.498987,0.746524,0.508540,0.617947,0.501537,0.849822,0.744587,0.488614,0.488816,0.619973,0.384854,0.711941,0.534057,0.780131,0.592235,0.493695,0.492900,0.786360,0.513519,0.665441,0.493992,0.766763,0.593131
