step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.024604,1.999984,19.663860,19.603727,19.606499,19.604895,19.603701,19.604609,1.003465,1.000397,1.000538,1.000457,1.000396,1.000442,19.700413,19.682671,19.664545,19.661089,19.664312,19.651602,1.71644543e-04,4.92991589e-04,1.24623839e-04,1.01818790e-04,1.04670617e-04,1.05037485e-04,1.00724938e-04
1000,5.881835,1.757470,19.678583,19.610462,19.612045,19.604977,19.602245,19.598965,1.004215,1.000738,1.000818,1.000457,1.000318,1.000151,19.582102,19.712727,19.686064,19.704988,19.738132,19.719551,8.26979386e-04,1.28853624e-03,7.15903821e-04,6.75934949e-04,7.27548730e-04,7.91043334e-04,7.62909243e-04
1500,5.384682,1.623753,19.647711,19.595655,19.594866,19.579037,19.568283,19.554100,1.002634,0.999975,0.999930,0.999123,0.998574,0.997854,19.295641,19.715763,19.631371,19.661968,19.742439,19.807863,2.18155545e-03,2.86323950e-03,1.87902560e-03,1.88729388e-03,2.08360120e-03,2.24025641e-03,2.13591615e-03
2000,5.048312,1.530373,19.563904,19.551975,19.553089,19.520895,19.496897,19.467937,0.998350,0.997730,0.997779,0.996138,0.994912,0.993443,18.875315,19.722626,19.503893,19.560148,19.712749,19.978449,3.77292842e-03,4.65591764e-03,3.26425722e-03,3.34050716e-03,3.68772587e-03,3.94799793e-03,3.74116469e-03
2500,4.832299,1.467686,19.466887,19.498322,19.498390,19.450039,19.410959,19.373070,0.993391,0.994973,0.994964,0.992503,0.990506,0.988578,18.418467,19.714706,19.380369,19.449728,19.675011,20.314571,4.87733539e-03,5.73981926e-03,4.24927054e-03,4.38739313e-03,4.82570753e-03,5.16588474e-03,4.89593716e-03
3000,4.648615,1.414665,19.358152,19.438135,19.436777,19.372120,19.314486,19.267624,0.987829,0.991881,0.991798,0.988504,0.985560,0.983160,17.921276,19.677086,19.235302,19.335869,19.624212,20.826092,5.69057783e-03,6.36663102e-03,5.01078367e-03,5.21787582e-03,5.68536157e-03,6.05643494e-03,5.80637995e-03
3500,4.510259,1.375370,19.243370,19.378237,19.377584,19.297777,19.225876,19.163801,0.981965,0.988800,0.988752,0.984685,0.981017,0.977816,17.438828,19.638815,19.078457,19.230042,19.584896,21.194311,6.25106770e-03,6.58181915e-03,5.58007136e-03,5.85733214e-03,6.31380035e-03,6.69161649e-03,6.48176670e-03
4000,4.430174,1.349466,19.126143,19.324070,19.322350,19.229551,19.143087,19.066566,0.975973,0.986019,0.985902,0.981181,0.976767,0.972809,16.985176,19.599270,18.936922,19.142061,19.551685,21.468361,6.62749369e-03,6.54896349e-03,5.99530898e-03,6.33293483e-03,6.78497693e-03,7.13731581e-03,6.96546212e-03
4500,4.355464,1.329219,19.009329,19.274855,19.273235,19.167934,19.067850,18.972589,0.969999,0.983480,0.983372,0.978010,0.972910,0.967957,16.569653,19.555658,18.818813,19.061129,19.531155,21.681614,6.86817702e-03,6.38504978e-03,6.27385220e-03,6.68769889e-03,7.10657891e-03,7.43974978e-03,7.31613254e-03
5000,4.308489,1.313500,18.896004,19.233425,19.227234,19.111889,18.995836,18.884087,0.964200,0.981344,0.981002,0.975125,0.969207,0.963381,16.191782,19.517164,18.751183,18.997868,19.520678,21.858309,6.99743815e-03,6.13951264e-03,6.44447422e-03,6.93526585e-03,7.30565516e-03,7.62264663e-03,7.53707439e-03
5500,4.272367,1.299706,18.788767,19.193155,19.187210,19.057919,18.928923,18.801708,0.958712,0.979269,0.978931,0.972360,0.965775,0.959117,15.849001,19.475824,18.710836,18.939623,19.514027,22.003531,7.05823636e-03,5.89036196e-03,6.54027984e-03,7.09508220e-03,7.40975235e-03,7.72672473e-03,7.68721709e-03
6000,4.213226,1.288188,18.687815,19.160864,19.151047,19.008116,18.868626,18.726782,0.953549,0.977603,0.977065,0.969799,0.962684,0.955235,15.536842,19.439394,18.694330,18.892857,19.513285,22.140644,7.04495423e-03,5.59525471e-03,6.54761400e-03,7.16782501e-03,7.45243579e-03,7.75516545e-03,7.75143038e-03
6500,4.181832,1.278330,18.596760,19.129992,19.117609,18.963474,18.811129,18.657227,0.948884,0.976007,0.975338,0.967505,0.959735,0.951626,15.266624,19.404333,18.677187,18.852951,19.514696,22.255415,6.98989661e-03,5.32481819e-03,6.51609432e-03,7.18649337e-03,7.43141817e-03,7.72458408e-03,7.75597151e-03
7000,4.139776,1.269120,18.512196,19.105530,19.088041,18.920607,18.756840,18.592402,0.944554,0.974744,0.973808,0.965296,0.956949,0.948255,15.038477,19.372463,18.670107,18.817768,19.520672,22.357782,6.89048429e-03,5.04320394e-03,6.44284906e-03,7.14386301e-03,7.35693052e-03,7.64374388e-03,7.71231530e-03
7500,4.112379,1.260963,18.439510,19.082272,19.060322,18.882093,18.706949,18.533489,0.940832,0.973546,0.972374,0.963320,0.954391,0.945192,14.846356,19.342413,18.659172,18.795725,19.530441,22.448858,6.76256993e-03,4.76880046e-03,6.33418839e-03,7.06000486e-03,7.24263629e-03,7.52960984e-03,7.64017971e-03
8000,4.078440,1.254169,18.374758,19.065201,19.038265,18.845842,18.662582,18.479683,0.937517,0.972662,0.971230,0.961463,0.952109,0.942395,14.689034,19.315325,18.649704,18.780029,19.540438,22.528917,6.61604976e-03,4.50301683e-03,6.21341681e-03,6.95026340e-03,7.10304128e-03,7.39317853e-03,7.53338169e-03
8500,4.051122,1.246776,18.318420,19.050566,19.018118,18.813997,18.620577,18.430676,0.934627,0.971907,0.970185,0.959822,0.949962,0.939841,14.564802,19.290802,18.646549,18.762547,19.555737,22.602009,6.45136678e-03,4.24656319e-03,6.06822409e-03,6.81586517e-03,6.94406871e-03,7.23376870e-03,7.39971083e-03
9000,4.043505,1.240824,18.272327,19.040623,19.000784,18.784977,18.585049,18.387680,0.932268,0.971386,0.969289,0.958338,0.948140,0.937607,14.467464,19.271042,18.646776,18.753466,19.570343,22.664993,6.27596591e-03,4.00307775e-03,5.91883902e-03,6.65976899e-03,6.77022478e-03,7.04957452e-03,7.25431042e-03
9500,4.005588,1.235512,18.232264,19.034801,18.986969,18.759867,18.553320,18.349072,0.930215,0.971082,0.968579,0.957051,0.946513,0.935597,14.396163,19.254372,18.645067,18.749117,19.582695,22.726118,6.09555736e-03,3.77368857e-03,5.76652726e-03,6.49485225e-03,6.58526784e-03,6.85974816e-03,7.09326006e-03
10000,3.990500,1.229769,18.201262,19.032282,18.977379,18.739388,18.525461,18.315325,0.928626,0.970949,0.968083,0.955997,0.945086,0.933837,14.341633,19.236944,18.643501,18.746624,19.600414,22.778065,5.91596977e-03,3.56595824e-03,5.60837099e-03,6.32668054e-03,6.40028063e-03,6.66699186e-03,6.92753633e-03
10500,4.000896,1.225084,18.177547,19.032427,18.968418,18.721394,18.501432,18.284845,0.927413,0.970948,0.967618,0.955072,0.943855,0.932252,14.306633,19.220360,18.646072,18.744688,19.617086,22.824522,5.73973979e-03,3.38054029e-03,5.45372861e-03,6.15806831e-03,6.21523662e-03,6.47047209e-03,6.76039280e-03
11000,3.942734,1.221627,18.159389,19.034655,18.962221,18.707945,18.480732,18.259529,0.926485,0.971056,0.967297,0.954386,0.942792,0.930936,14.280865,19.205767,18.649998,18.751072,19.630810,22.868616,5.56822156e-03,3.21128848e-03,5.29978424e-03,5.99200791e-03,6.03558728e-03,6.28366973e-03,6.58699172e-03
11500,3.930259,1.217568,18.147451,19.038275,18.958456,18.695866,18.464014,18.237589,0.925869,0.971242,0.967103,0.953765,0.941939,0.929797,14.265443,19.195097,18.656305,18.754330,19.645193,22.905350,5.40817436e-03,3.06133507e-03,5.15937386e-03,5.83571056e-03,5.86412614e-03,6.10726839e-03,6.42123213e-03
12000,3.922885,1.212904,18.139767,19.044626,18.957197,18.686562,18.450300,18.219196,0.925473,0.971557,0.967031,0.953287,0.941236,0.928842,14.257183,19.183670,18.662495,18.757284,19.656609,22.934858,5.26001122e-03,2.93378090e-03,5.02718007e-03,5.68988081e-03,5.70322108e-03,5.93975745e-03,6.26624702e-03
12500,3.898300,1.209640,18.135841,19.047993,18.956226,18.680801,18.439442,18.204544,0.925271,0.971725,0.966980,0.952991,0.940679,0.928080,14.255527,19.173363,18.666679,18.761942,19.669359,22.962891,5.12533790e-03,2.82409973e-03,4.90604248e-03,5.55596780e-03,5.55664254e-03,5.78712812e-03,6.12214673e-03
13000,3.881337,1.206712,18.134428,19.052185,18.956818,18.675446,18.431023,18.192099,0.925196,0.971937,0.967007,0.952719,0.940247,0.927434,14.255517,19.164562,18.670141,18.765835,19.677229,22.986160,5.00520711e-03,2.73096445e-03,4.80004866e-03,5.43568470e-03,5.42359799e-03,5.65095758e-03,5.98998927e-03
13500,3.876866,1.203918,18.135811,19.056456,18.958599,18.671700,18.424398,18.181898,0.925264,0.972153,0.967095,0.952526,0.939909,0.926902,14.259998,19.156458,18.674437,18.770836,19.686886,23.007278,4.89950572e-03,2.65619648e-03,4.70720138e-03,5.32873627e-03,5.30610187e-03,5.52773196e-03,5.87106636e-03
14000,3.855639,1.201730,18.138279,19.060425,18.960876,18.669777,18.419172,18.173401,0.925388,0.972353,0.967208,0.952428,0.939642,0.926463,14.264721,19.150047,18.680086,18.773968,19.695547,23.024405,4.80894248e-03,2.59776646e-03,4.62649716e-03,5.23690693e-03,5.20445453e-03,5.42024756e-03,5.76778222e-03
14500,3.839250,1.200008,18.142033,19.064655,18.962763,18.668518,18.415781,18.166241,0.925578,0.972568,0.967304,0.952365,0.939469,0.926093,14.270334,19.143681,18.683680,18.777386,19.701437,23.040117,4.73108670e-03,2.55147321e-03,4.55758767e-03,5.15590841e-03,5.11767250e-03,5.32694859e-03,5.67692984e-03
15000,3.842200,1.198533,18.146698,19.068880,18.966131,18.668030,18.413363,18.160480,0.925815,0.972784,0.967475,0.952339,0.939346,0.925794,14.276704,19.138399,18.685844,18.780144,19.707952,23.053167,4.66468305e-03,2.51587271e-03,4.49970085e-03,5.08799497e-03,5.04113175e-03,5.24534564e-03,5.59805240e-03
15500,3.830304,1.197431,18.151949,19.073351,18.969076,18.667879,18.411453,18.154955,0.926083,0.973012,0.967626,0.952330,0.939248,0.925506,14.284657,19.133675,18.689552,18.783569,19.714033,23.067570,4.60693783e-03,2.49074819e-03,4.44839150e-03,5.02666924e-03,4.97414125e-03,5.17309178e-03,5.52858505e-03
16000,3.823786,1.196908,18.158133,19.077391,18.972036,18.668505,18.409937,18.150219,0.926399,0.973217,0.967775,0.952362,0.939171,0.925259,14.291925,19.128994,18.692028,18.786839,19.719358,23.080046,4.55677866e-03,2.47417204e-03,4.40414529e-03,4.97329887e-03,4.91441786e-03,5.10824472e-03,5.46639320e-03
