step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500189,0.500182,0.500482,0.500480,0.500478,0.500454,0.498685,0.498725,0.500198,0.500156,0.500502,0.500493,0.500488,0.500458,0.498995,0.498806,0.499841,0.499852,0.500062,0.500051,0.500053,0.500003,0.499151,0.498687,0.499938,0.499800,0.499928,0.499908,0.499898,0.499844,0.499197,0.498528,0.500103,0.500043,0.500177,0.500143,0.500126,0.500037,0.500373,0.499702,0.500215,0.500047,0.500309,0.500251,0.500220,0.500092,0.500837,0.500139
400,0.509176,0.509225,0.509656,0.509671,0.509663,0.509109,0.488714,0.488609,0.509119,0.508928,0.509401,0.509392,0.509384,0.508799,0.492230,0.490615,0.507807,0.507616,0.507693,0.507629,0.507641,0.507010,0.502159,0.496767,0.507840,0.507179,0.507307,0.507134,0.507075,0.506491,0.508251,0.505646,0.509096,0.508948,0.509295,0.509182,0.509121,0.508794,0.510099,0.508404,0.509589,0.509503,0.509856,0.509733,0.509671,0.509325,0.511373,0.510168
600,0.529214,0.529274,0.529763,0.529773,0.529731,0.529006,0.470962,0.470610,0.528989,0.528721,0.529259,0.529238,0.529190,0.528370,0.479942,0.475049,0.527067,0.526647,0.526626,0.526501,0.526483,0.525486,0.512941,0.496422,0.523534,0.522334,0.522395,0.522033,0.521896,0.520865,0.526019,0.521877,0.526526,0.526275,0.526675,0.526561,0.526463,0.526063,0.529046,0.526779,0.526478,0.526259,0.526880,0.526651,0.526483,0.526102,0.530617,0.529202
800,0.558390,0.558463,0.559227,0.559258,0.559217,0.558437,0.466601,0.453752,0.557746,0.557361,0.558051,0.557960,0.557789,0.556892,0.497010,0.484176,0.554484,0.553513,0.553719,0.553186,0.552888,0.551588,0.531882,0.509715,0.543625,0.540882,0.541730,0.540484,0.540006,0.538186,0.543968,0.537484,0.546030,0.545103,0.546173,0.545439,0.545009,0.544381,0.545555,0.541663,0.543017,0.542008,0.543298,0.542234,0.541778,0.541117,0.547087,0.544287
1000,0.592105,0.592356,0.593912,0.594129,0.594304,0.593472,0.473775,0.440498,0.592180,0.591555,0.592520,0.592213,0.591844,0.590907,0.512133,0.494026,0.583692,0.582167,0.583045,0.582147,0.581737,0.580030,0.551021,0.525656,0.554538,0.550274,0.552837,0.550901,0.550904,0.548298,0.562253,0.554355,0.559773,0.558360,0.559619,0.558502,0.558368,0.557582,0.561041,0.556026,0.552277,0.550888,0.552170,0.550772,0.550702,0.549731,0.559712,0.555974
1200,0.626768,0.626961,0.629581,0.629809,0.630044,0.629121,0.467666,0.425838,0.623689,0.622855,0.623815,0.623348,0.622920,0.621999,0.531516,0.511966,0.599381,0.597378,0.598698,0.597618,0.597389,0.595524,0.571452,0.544406,0.560069,0.555022,0.558912,0.556600,0.557322,0.554220,0.579359,0.570479,0.569422,0.567790,0.569221,0.567972,0.568153,0.567316,0.572906,0.567147,0.559240,0.557767,0.559173,0.557693,0.557772,0.556808,0.568529,0.564472
1400,0.663044,0.662983,0.667178,0.667272,0.667523,0.666489,0.473893,0.417113,0.645725,0.644791,0.645964,0.645553,0.645093,0.644268,0.551223,0.530487,0.610453,0.607920,0.610341,0.609050,0.609309,0.607068,0.593616,0.564948,0.562451,0.556982,0.561675,0.559248,0.560607,0.557328,0.594758,0.584839,0.575650,0.573668,0.575424,0.573988,0.574729,0.573569,0.582869,0.576190,0.563406,0.561871,0.562885,0.561452,0.561638,0.560709,0.573712,0.569205
1600,0.699754,0.699930,0.704619,0.704973,0.705679,0.704447,0.490360,0.418073,0.654002,0.652790,0.653987,0.653784,0.653365,0.652320,0.574481,0.552350,0.617252,0.613940,0.617802,0.616174,0.617638,0.614881,0.617614,0.587073,0.563237,0.557474,0.562294,0.559953,0.561880,0.558614,0.607209,0.595965,0.580037,0.577796,0.579646,0.578225,0.579277,0.577931,0.588047,0.580477,0.566497,0.565052,0.565648,0.564424,0.564436,0.563687,0.576210,0.571486
1800,0.738098,0.738557,0.743778,0.744604,0.745905,0.744526,0.507258,0.421515,0.660246,0.658286,0.659326,0.659257,0.658926,0.657350,0.594527,0.571184,0.621941,0.618008,0.622854,0.620914,0.623772,0.620359,0.642384,0.608587,0.563685,0.557852,0.562241,0.560129,0.562351,0.559239,0.615641,0.603000,0.582438,0.580180,0.581622,0.580478,0.581564,0.580196,0.592276,0.584153,0.569810,0.568290,0.568434,0.567330,0.567324,0.566669,0.578555,0.573694
2000,0.777323,0.777702,0.784510,0.785314,0.787177,0.785641,0.523422,0.425159,0.664791,0.661825,0.662814,0.662768,0.662556,0.660336,0.613566,0.588780,0.626018,0.621338,0.627005,0.624721,0.629079,0.625245,0.668271,0.631122,0.565047,0.558904,0.563205,0.561105,0.564017,0.560519,0.621954,0.607902,0.585344,0.582916,0.584133,0.583144,0.584298,0.582874,0.594399,0.585457,0.571526,0.570008,0.569777,0.568822,0.568673,0.568275,0.579630,0.574550
