step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498064,0.497976,0.499319,0.499317,0.499280,0.499214,0.498376,0.498323,0.499857,0.499626,0.499889,0.499985,0.499941,0.499750,0.500167,0.500124,0.499710,0.499763,0.499149,0.499277,0.499294,0.499089,0.500223,0.500153,0.499770,0.499844,0.500026,0.500199,0.499681,0.499444,0.500302,0.500235,0.499963,0.499957,0.499043,0.499210,0.499396,0.499137,0.500255,0.500177,0.499939,0.499882,0.499344,0.499641,0.499461,0.499275,0.500349,0.500299
400,0.489026,0.488696,0.499091,0.499155,0.498088,0.497920,0.488276,0.488188,0.497320,0.497289,0.499421,0.499659,0.500492,0.499674,0.505171,0.503971,0.499694,0.499392,0.494691,0.495995,0.499990,0.500958,0.509768,0.509487,0.499560,0.498806,0.499795,0.500320,0.502589,0.502581,0.509143,0.508863,0.499996,0.500203,0.499940,0.500444,0.501149,0.500334,0.508159,0.507257,0.498410,0.498635,0.498262,0.500209,0.503032,0.504295,0.509917,0.509749
600,0.473691,0.473348,0.508086,0.508456,0.494444,0.493856,0.472702,0.472689,0.494533,0.494138,0.496901,0.497422,0.500390,0.498575,0.508921,0.505948,0.499197,0.498885,0.499739,0.501935,0.510873,0.512471,0.526929,0.525846,0.499914,0.499256,0.507284,0.506832,0.509397,0.507895,0.525360,0.524220,0.501078,0.501205,0.508902,0.508332,0.499223,0.495448,0.523666,0.521644,0.499006,0.499097,0.503880,0.502853,0.508116,0.506452,0.525921,0.525074
800,0.454059,0.453658,0.523235,0.524071,0.487646,0.486849,0.451953,0.452118,0.488553,0.488118,0.492177,0.493679,0.501251,0.497319,0.511249,0.506526,0.504296,0.502983,0.509631,0.512365,0.523170,0.521915,0.551029,0.549640,0.500190,0.499664,0.518592,0.518021,0.523308,0.515070,0.548927,0.547386,0.500628,0.500793,0.521637,0.518929,0.505471,0.490375,0.548220,0.541847,0.498664,0.498641,0.513834,0.501145,0.519860,0.506911,0.549868,0.546430
1000,0.431589,0.431103,0.538779,0.539966,0.477016,0.475838,0.430769,0.431221,0.482124,0.480834,0.486178,0.488702,0.500871,0.494623,0.511823,0.505771,0.509525,0.507540,0.517397,0.520965,0.535004,0.529241,0.578154,0.573929,0.495453,0.494876,0.532697,0.530789,0.541091,0.524924,0.578286,0.571991,0.497637,0.497589,0.536468,0.527552,0.520920,0.494896,0.577966,0.561283,0.496303,0.496684,0.527679,0.494773,0.539542,0.516327,0.579611,0.569805
1200,0.407573,0.407021,0.550834,0.552190,0.465175,0.463178,0.410379,0.411096,0.475430,0.471525,0.479580,0.483278,0.501139,0.492283,0.511929,0.504831,0.512875,0.511275,0.519833,0.524341,0.545265,0.535351,0.605709,0.593496,0.494553,0.493746,0.550082,0.545316,0.557036,0.533308,0.608385,0.591335,0.497922,0.497505,0.551627,0.532394,0.537007,0.502269,0.608489,0.582407,0.494453,0.495202,0.540978,0.490123,0.554318,0.523437,0.609800,0.594316
1400,0.386040,0.385369,0.562530,0.563914,0.452530,0.449091,0.390638,0.391511,0.469958,0.462186,0.473859,0.478450,0.500353,0.488883,0.510559,0.502734,0.514662,0.512886,0.520153,0.525466,0.554123,0.539965,0.634457,0.610430,0.494565,0.493851,0.565224,0.558835,0.574156,0.541348,0.640151,0.609277,0.496876,0.495863,0.567198,0.530247,0.554115,0.510422,0.639800,0.606562,0.496183,0.496906,0.553333,0.483052,0.569317,0.531155,0.640511,0.619693
1600,0.365939,0.365099,0.571271,0.572580,0.439626,0.434029,0.371873,0.372785,0.466572,0.452070,0.467713,0.473094,0.499206,0.484847,0.508259,0.499768,0.515438,0.513435,0.520701,0.526694,0.561614,0.543331,0.661305,0.622318,0.494820,0.494195,0.582008,0.572024,0.592688,0.550213,0.671956,0.629209,0.497713,0.496881,0.583411,0.522967,0.570020,0.518508,0.661901,0.617439,0.495247,0.495654,0.566086,0.476140,0.584624,0.537909,0.669348,0.640082
1800,0.348307,0.347031,0.578331,0.579592,0.427834,0.419171,0.355455,0.356114,0.464199,0.442028,0.462971,0.469012,0.497262,0.480209,0.504297,0.495318,0.515653,0.513896,0.519704,0.526160,0.566651,0.544488,0.685328,0.632493,0.494982,0.494039,0.596727,0.582199,0.610416,0.558232,0.703231,0.653324,0.498582,0.497735,0.596689,0.516201,0.585187,0.525450,0.677133,0.623178,0.495212,0.495875,0.577516,0.468828,0.599347,0.544005,0.686633,0.649238
