step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
2000,0.477098,0.425866,0.455893,0.383204,0.464116,0.387342,0.581043,0.496296,0.518271,0.428065,0.517866,0.399081,0.579873,0.475038,0.507583,0.399900,0.513377,0.424415,0.584314,0.463419,0.476417,0.407040,0.520340,0.439972,0.525715,0.477125,0.510786,0.507073,0.689871,0.656796,0.562792,0.475735,0.521128,0.476642,0.542809,0.462972
2200,0.479804,0.421231,0.467770,0.376864,0.483255,0.384498,0.592860,0.495668,0.535970,0.426656,0.542634,0.396064,0.594936,0.472985,0.527588,0.396227,0.530644,0.417318,0.602731,0.461429,0.491368,0.397897,0.531954,0.429878,0.534741,0.474520,0.510220,0.504554,0.718059,0.676778,0.577713,0.474411,0.532258,0.475311,0.557234,0.455872
2400,0.484226,0.418701,0.478952,0.370905,0.503140,0.382450,0.601947,0.493769,0.554671,0.426308,0.568538,0.396246,0.610692,0.469801,0.548351,0.391771,0.550443,0.411440,0.619753,0.458315,0.509275,0.392754,0.546562,0.421993,0.544413,0.472764,0.510499,0.502386,0.745396,0.694749,0.593404,0.473115,0.545124,0.474335,0.572692,0.447525
2600,0.489675,0.416725,0.491742,0.366577,0.524055,0.382937,0.611575,0.492513,0.573989,0.426997,0.595115,0.397663,0.624286,0.466871,0.569691,0.389057,0.571028,0.406368,0.638442,0.455576,0.528225,0.388125,0.560900,0.413674,0.556391,0.471171,0.509793,0.498407,0.772213,0.711200,0.610415,0.472551,0.558955,0.473773,0.589982,0.440361
2800,0.494020,0.413984,0.504303,0.362112,0.544439,0.383020,0.621209,0.491954,0.591478,0.427304,0.621765,0.398618,0.636460,0.464139,0.591293,0.386985,0.593754,0.403926,0.656138,0.452292,0.548036,0.384377,0.575941,0.405826,0.568774,0.469030,0.508737,0.493602,0.795521,0.723607,0.626148,0.472093,0.572653,0.473494,0.607705,0.434382
3000,0.498485,0.411904,0.517469,0.358617,0.564840,0.382935,0.629411,0.489556,0.609590,0.427727,0.649682,0.400938,0.648229,0.461836,0.614156,0.384847,0.616566,0.401583,0.674394,0.450295,0.567378,0.382035,0.594140,0.400214,0.583358,0.468935,0.507650,0.488630,0.816307,0.732415,0.641638,0.471156,0.587144,0.473401,0.626522,0.430008
3200,0.502253,0.408865,0.530580,0.355661,0.586280,0.384071,0.636818,0.487899,0.627026,0.427967,0.676851,0.402676,0.659965,0.458387,0.637281,0.383771,0.639116,0.400637,0.692919,0.448002,0.588421,0.382220,0.612749,0.395121,0.597855,0.468570,0.506772,0.483253,0.837035,0.740738,0.656828,0.470490,0.603352,0.473465,0.645667,0.424646
3400,0.507525,0.407335,0.543656,0.352438,0.606892,0.384203,0.644285,0.486684,0.643568,0.427418,0.703827,0.404007,0.671675,0.455822,0.659113,0.382106,0.662780,0.399802,0.709739,0.446195,0.609854,0.381722,0.632491,0.391496,0.611785,0.467872,0.505680,0.477578,0.853433,0.745390,0.672026,0.469831,0.618342,0.473176,0.665052,0.420231
3600,0.511015,0.405282,0.555167,0.349523,0.626732,0.384093,0.651603,0.485657,0.660799,0.427967,0.731453,0.407530,0.684213,0.453757,0.680803,0.380535,0.685946,0.398983,0.727230,0.443437,0.630098,0.380874,0.652801,0.386879,0.625698,0.467391,0.504982,0.471827,0.868281,0.747685,0.687031,0.469408,0.633374,0.473204,0.685223,0.415167
3800,0.514253,0.403277,0.565829,0.346403,0.645929,0.383810,0.656520,0.483172,0.677601,0.428597,0.758447,0.408958,0.695578,0.451140,0.702322,0.380144,0.708473,0.400216,0.743745,0.441164,0.650322,0.380170,0.670846,0.383163,0.639445,0.466460,0.504975,0.466720,0.880556,0.747736,0.699032,0.468042,0.647697,0.472686,0.704135,0.409767
4000,0.517256,0.401370,0.576840,0.343839,0.664095,0.382634,0.661295,0.480875,0.693765,0.428330,0.784246,0.410572,0.706477,0.448023,0.723198,0.379505,0.730530,0.400866,0.760461,0.439798,0.669106,0.379015,0.690246,0.380282,0.652265,0.465570,0.504462,0.461145,0.891261,0.747310,0.711788,0.467114,0.661925,0.472689,0.722439,0.406018
4200,0.519719,0.399334,0.586167,0.340731,0.681938,0.382357,0.666709,0.479302,0.709262,0.427943,0.809269,0.411823,0.717937,0.445900,0.742948,0.377167,0.751095,0.400391,0.774858,0.437128,0.688065,0.378524,0.708497,0.377564,0.664783,0.464711,0.504646,0.455976,0.899739,0.745056,0.725104,0.467148,0.675756,0.472337,0.740776,0.401550
4400,0.522308,0.397697,0.594327,0.338211,0.697692,0.381589,0.672309,0.478187,0.723661,0.427575,0.833126,0.413418,0.727611,0.443404,0.761026,0.375374,0.771473,0.400011,0.790264,0.435478,0.706836,0.378567,0.726263,0.374244,0.677784,0.464751,0.505692,0.451464,0.907481,0.742172,0.737145,0.466074,0.689669,0.472257,0.759176,0.398074
4600,0.524876,0.395962,0.601421,0.335172,0.711290,0.379706,0.676340,0.475953,0.736841,0.427065,0.855680,0.414063,0.736670,0.440888,0.779463,0.374625,0.791999,0.401213,0.803942,0.434204,0.723520,0.377847,0.743714,0.372315,0.689661,0.464282,0.506957,0.447628,0.913743,0.739854,0.748159,0.464712,0.702841,0.471744,0.775817,0.394467
4800,0.527502,0.394896,0.608072,0.332456,0.725986,0.378513,0.681822,0.475183,0.749376,0.426591,0.877132,0.414657,0.745240,0.439101,0.796971,0.373643,0.810257,0.401432,0.817647,0.433578,0.739607,0.377671,0.761120,0.371548,0.701957,0.464159,0.508552,0.443638,0.918205,0.735845,0.758969,0.464421,0.715663,0.471614,0.791934,0.391308
