step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
6500,4.118370,1.257209,19.610901,19.606871,19.614479,19.600687,19.603178,19.466602,1.000670,1.000377,1.000695,0.999989,1.000138,0.993141,14.446647,18.533159,21.123384,19.900269,19.806122,21.560110
7000,4.074405,1.249534,19.611832,19.606178,19.614483,19.599855,19.601999,19.451313,1.000713,1.000331,1.000680,0.999932,1.000058,0.992335,14.251860,18.447098,21.161413,19.884151,19.799711,21.675829
7500,4.045513,1.240594,19.612965,19.606153,19.614649,19.599466,19.601227,19.435104,1.000763,1.000314,1.000673,0.999898,1.000002,0.991483,14.087597,18.372950,21.185789,19.877283,19.798334,21.786617
8000,4.008293,1.233237,19.613802,19.605577,19.614515,19.599356,19.600040,19.422812,1.000798,1.000275,1.000654,0.999882,0.999932,0.990834,13.951675,18.303658,21.215425,19.875422,19.811586,21.888611
8500,3.977829,1.226526,19.614538,19.605190,19.614550,19.598181,19.598925,19.408144,1.000834,1.000247,1.000646,0.999809,0.999866,0.990061,13.843712,18.247574,21.239611,19.874657,19.821003,21.977091
9000,3.967747,1.220101,19.614870,19.605286,19.614340,19.597532,19.598331,19.397472,1.000845,1.000241,1.000624,0.999767,0.999824,0.989498,13.756205,18.199671,21.264446,19.879993,19.828764,22.058582
9500,3.927679,1.214148,19.615086,19.604626,19.614748,19.597158,19.598143,19.387774,1.000852,1.000200,1.000638,0.999740,0.999809,0.988989,13.688123,18.158230,21.293484,19.882822,19.840771,22.137604
10000,3.911047,1.209062,19.615248,19.604441,19.614878,19.596706,19.597271,19.379602,1.000859,1.000185,1.000637,0.999706,0.999756,0.988561,13.633198,18.125055,21.320644,19.890684,19.856564,22.208429
10500,3.919347,1.204351,19.615519,19.604250,19.614687,19.596344,19.596933,19.370871,1.000871,1.000169,1.000622,0.999682,0.999733,0.988102,13.593882,18.095858,21.344322,19.902447,19.874407,22.271778
11000,3.860554,1.200106,19.616234,19.604538,19.614525,19.595798,19.596483,19.363327,1.000908,1.000180,1.000610,0.999649,0.999707,0.987703,13.567352,18.075747,21.368191,19.913832,19.893085,22.332596
11500,3.848466,1.196046,19.616375,19.604570,19.614943,19.595732,19.596466,19.358616,1.000914,1.000181,1.000626,0.999642,0.999704,0.987456,13.551882,18.058563,21.390985,19.926065,19.910503,22.386898
12000,3.841310,1.192468,19.616693,19.604156,19.614634,19.595491,19.595989,19.352718,1.000930,1.000157,1.000605,0.999628,0.999679,0.987146,13.543144,18.046024,21.413454,19.938751,19.925606,22.432245
12500,3.816656,1.189163,19.616364,19.604048,19.614868,19.595234,19.595346,19.348665,1.000911,1.000148,1.000615,0.999613,0.999642,0.986932,13.538594,18.038221,21.431639,19.951050,19.939705,22.475168
13000,3.799664,1.186299,19.616428,19.603924,19.614883,19.594854,19.595192,19.346106,1.000914,1.000140,1.000615,0.999593,0.999632,0.986799,13.540825,18.031487,21.446962,19.964323,19.954725,22.512243
13500,3.795407,1.183826,19.616592,19.603712,19.614880,19.594902,19.595217,19.343185,1.000922,1.000129,1.000615,0.999594,0.999632,0.986645,13.542424,18.026678,21.464090,19.973701,19.968229,22.544540
14000,3.775220,1.181832,19.616589,19.603903,19.614664,19.594532,19.594790,19.340456,1.000922,1.000137,1.000603,0.999574,0.999609,0.986501,13.546321,18.022833,21.477957,19.985853,19.981436,22.572943
14500,3.759230,1.180141,19.616613,19.603848,19.614756,19.594719,19.594429,19.338577,1.000923,1.000134,1.000608,0.999584,0.999590,0.986403,13.549884,18.020735,21.491812,19.995150,19.991488,22.597752
15000,3.762685,1.178680,19.616581,19.603607,19.614731,19.594807,19.594280,19.337072,1.000921,1.000121,1.000606,0.999589,0.999582,0.986324,13.556510,18.018608,21.502106,20.004725,20.001879,22.620005
