step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
200,8.00000,9.227173,0.001446,0.001446,0.000246,0.000225,0.000244,0.000254,0.000237,0.000241,2.583202,2.626789
400,8.00000,7.525661,0.000450,0.000450,0.000060,0.000062,0.000073,0.000086,0.000100,0.000068,2.135539,2.178473
600,8.00000,6.647384,0.000462,0.000462,0.000062,0.000059,0.000068,0.000078,0.000106,0.000089,1.973613,2.021890
800,8.00000,6.220171,0.000654,0.000654,0.000087,0.000075,0.000086,0.000103,0.000136,0.000167,1.874793,1.918442
1000,8.00000,5.915351,0.000908,0.000908,0.000115,0.000099,0.000115,0.000145,0.000183,0.000252,1.797805,1.834721
1200,8.00000,5.672960,0.001243,0.001243,0.000156,0.000136,0.000156,0.000204,0.000245,0.000346,1.734547,1.771121
1400,8.00000,5.475848,0.001680,0.001680,0.000212,0.000191,0.000213,0.000286,0.000328,0.000450,1.677658,1.717344
1600,8.00000,5.313730,0.002221,0.002221,0.000284,0.000264,0.000285,0.000382,0.000433,0.000573,1.630982,1.673023
1800,8.00000,5.132638,0.002764,0.002764,0.000358,0.000333,0.000350,0.000467,0.000555,0.000700,1.578717,1.624185
2000,8.00000,4.951827,0.003184,0.003184,0.000410,0.000381,0.000393,0.000514,0.000678,0.000808,1.523285,1.574149
2200,8.00000,4.804315,0.003526,0.003526,0.000450,0.000426,0.000433,0.000551,0.000776,0.000890,1.487249,1.538682
2400,8.00000,4.694394,0.003800,0.003800,0.000483,0.000468,0.000467,0.000582,0.000851,0.000949,1.458856,1.511136
2600,8.00000,4.597011,0.004048,0.004048,0.000516,0.000507,0.000504,0.000612,0.000912,0.000997,1.430383,1.487930
2800,8.00000,4.526107,0.004254,0.004254,0.000542,0.000542,0.000537,0.000636,0.000959,0.001038,1.413679,1.473271
3000,8.00000,4.472135,0.004448,0.004448,0.000570,0.000572,0.000566,0.000665,0.001002,0.001073,1.396574,1.457845
3200,8.00000,4.434566,0.004598,0.004598,0.000589,0.000600,0.000593,0.000693,0.001027,0.001097,1.380786,1.446316
3400,8.00000,4.384200,0.004723,0.004723,0.000604,0.000621,0.000619,0.000713,0.001049,0.001116,1.370177,1.435929
3600,8.00000,4.340949,0.004844,0.004844,0.000617,0.000642,0.000644,0.000732,0.001071,0.001137,1.360821,1.426590
3800,8.00000,4.326497,0.004954,0.004954,0.000627,0.000664,0.000664,0.000751,0.001090,0.001158,1.351691,1.417126
4000,8.00000,4.292757,0.005012,0.005012,0.000632,0.000675,0.000677,0.000761,0.001095,0.001172,1.343932,1.413475
4200,8.00000,4.254294,0.005068,0.005068,0.000635,0.000684,0.000695,0.000772,0.001102,0.001180,1.335031,1.404958
4400,8.00000,4.233640,0.005134,0.005134,0.000639,0.000698,0.000710,0.000785,0.001112,0.001190,1.327324,1.399171
4600,8.00000,4.221757,0.005162,0.005162,0.000641,0.000705,0.000718,0.000792,0.001109,0.001196,1.320008,1.394624
