step,lambda,train_ce,imitation_mse,reg_mse,mse_b0,mse_b1,mse_b2,mse_b3,mse_b4,mse_b5,dense_bpb,swapin_bpb
4800,8.00000,4.195351,0.005195,0.005195,0.000640,0.000710,0.000728,0.000800,0.001115,0.001202,1.315972,1.390930
5000,8.00000,4.183509,0.005223,0.005223,0.000640,0.000720,0.000736,0.000804,0.001115,0.001210,1.311688,1.386179
5200,8.00000,4.173772,0.005232,0.005232,0.000639,0.000718,0.000740,0.000809,0.001113,0.001213,1.305656,1.382743
5400,8.00000,4.175098,0.005239,0.005239,0.000636,0.000720,0.000744,0.000807,0.001110,0.001222,1.301929,1.378006
5600,8.00000,4.134325,0.005236,0.005236,0.000626,0.000723,0.000748,0.000808,0.001109,0.001221,1.295937,1.375864
5800,8.00000,4.110695,0.005240,0.005240,0.000623,0.000724,0.000751,0.000811,0.001107,0.001224,1.292434,1.371787
6000,8.00000,4.099403,0.005215,0.005215,0.000617,0.000719,0.000752,0.000805,0.001099,0.001224,1.286595,1.367030
6200,8.00000,4.089241,0.005188,0.005188,0.000607,0.000717,0.000749,0.000802,0.001094,0.001218,1.282427,1.365462
6400,8.00000,4.072933,0.005167,0.005167,0.000604,0.000713,0.000747,0.000801,0.001089,0.001214,1.282000,1.364221
6600,8.00000,4.060718,0.005140,0.005140,0.000596,0.000708,0.000745,0.000796,0.001082,0.001214,1.276742,1.360948
6800,8.00000,4.061024,0.005093,0.005093,0.000583,0.000704,0.000741,0.000787,0.001069,0.001210,1.273619,1.359363
7000,8.00000,4.033539,0.005068,0.005068,0.000577,0.000700,0.000737,0.000784,0.001062,0.001208,1.269646,1.358491
7200,8.00000,4.011051,0.005031,0.005031,0.000570,0.000693,0.000734,0.000777,0.001050,0.001207,1.266397,1.355421
7400,8.00000,4.014380,0.004992,0.004992,0.000559,0.000688,0.000732,0.000773,0.001044,0.001197,1.262904,1.353560
7600,8.00000,3.997742,0.004944,0.004944,0.000549,0.000678,0.000725,0.000767,0.001035,0.001189,1.259931,1.353193
7800,8.00000,3.981831,0.004904,0.004904,0.000541,0.000675,0.000719,0.000758,0.001027,0.001184,1.260082,1.351101
8000,8.00000,3.974981,0.004860,0.004860,0.000535,0.000666,0.000712,0.000750,0.001016,0.001180,1.255431,1.350270
8200,8.00000,3.970627,0.004789,0.004789,0.000521,0.000655,0.000702,0.000739,0.001006,0.001166,1.252648,1.347163
8400,8.00000,3.958027,0.004739,0.004739,0.000509,0.000651,0.000696,0.000733,0.000991,0.001159,1.249731,1.347109
8600,8.00000,3.944876,0.004685,0.004685,0.000499,0.000643,0.000689,0.000721,0.000982,0.001151,1.247404,1.344768
8800,8.00000,3.934970,0.004631,0.004631,0.000490,0.000635,0.000681,0.000712,0.000971,0.001142,1.245174,1.346021
9000,8.00000,3.940833,0.004578,0.004578,0.000479,0.000626,0.000674,0.000704,0.000959,0.001136,1.243402,1.344070
9200,8.00000,3.924582,0.004506,0.004506,0.000465,0.000620,0.000664,0.000693,0.000943,0.001121,1.241318,1.343481
9400,8.00000,3.909207,0.004461,0.004461,0.000458,0.000611,0.000660,0.000685,0.000933,0.001114,1.239005,1.342124
9600,8.00000,3.906961,0.004403,0.004403,0.000449,0.000603,0.000649,0.000675,0.000921,0.001105,1.236956,1.341598
9800,8.00000,3.910182,0.004339,0.004339,0.000440,0.000595,0.000641,0.000665,0.000907,0.001092,1.235625,1.338696
10000,8.00000,3.888854,0.004290,0.004290,0.000430,0.000586,0.000635,0.000657,0.000898,0.001084,1.232762,1.338499
10200,8.00000,3.886123,0.004230,0.004230,0.000422,0.000577,0.000624,0.000648,0.000883,0.001075,1.230485,1.338069
10400,8.00000,3.897749,0.004168,0.004168,0.000411,0.000567,0.000616,0.000637,0.000871,0.001067,1.227243,1.337680
10600,8.00000,3.900544,0.004088,0.004088,0.000399,0.000555,0.000603,0.000624,0.000855,0.001052,1.226199,1.336793
10800,8.00000,3.867316,0.004029,0.004029,0.000389,0.000547,0.000597,0.000613,0.000845,0.001038,1.224750,1.336051
11000,8.00000,3.843818,0.003982,0.003982,0.000381,0.000543,0.000589,0.000606,0.000834,0.001030,1.223480,1.335932
11200,8.00000,3.849535,0.003918,0.003918,0.000373,0.000531,0.000579,0.000596,0.000819,0.001020,1.220404,1.335615
11400,8.00000,3.848797,0.003845,0.003845,0.000362,0.000521,0.000570,0.000585,0.000804,0.001003,1.219780,1.333459
11600,8.00000,3.834898,0.003785,0.003785,0.000355,0.000511,0.000560,0.000575,0.000791,0.000993,1.217395,1.332484
11800,8.00000,3.832479,0.003727,0.003727,0.000346,0.000503,0.000551,0.000566,0.000780,0.000981,1.216139,1.331905
12000,8.00000,3.827267,0.003669,0.003669,0.000338,0.000497,0.000541,0.000557,0.000767,0.000969,1.214210,1.331815
12200,8.00000,3.810785,0.003612,0.003612,0.000331,0.000486,0.000535,0.000546,0.000757,0.000957,1.213088,1.332290
12400,8.00000,3.802806,0.003549,0.003549,0.000322,0.000479,0.000525,0.000537,0.000741,0.000944,1.211134,1.332675
12600,8.00000,3.800305,0.003497,0.003497,0.000316,0.000471,0.000517,0.000529,0.000731,0.000932,1.210153,1.331546
12800,8.00000,3.792639,0.003440,0.003440,0.000308,0.000463,0.000509,0.000520,0.000720,0.000921,1.209044,1.330682
13000,8.00000,3.788746,0.003382,0.003382,0.000302,0.000455,0.000500,0.000510,0.000707,0.000908,1.208122,1.330859
13200,8.00000,3.780277,0.003333,0.003333,0.000296,0.000448,0.000492,0.000502,0.000696,0.000899,1.207331,1.330172
13400,8.00000,3.784202,0.003286,0.003286,0.000290,0.000441,0.000484,0.000494,0.000688,0.000889,1.205112,1.331573
13600,8.00000,3.775824,0.003234,0.003234,0.000283,0.000433,0.000477,0.000486,0.000675,0.000878,1.203980,1.329093
13800,8.00000,3.766439,0.003179,0.003179,0.000277,0.000425,0.000470,0.000476,0.000664,0.000868,1.203482,1.328777
14000,8.00000,3.765495,0.003136,0.003136,0.000271,0.000420,0.000463,0.000470,0.000655,0.000857,1.201909,1.330018
14200,8.00000,3.770308,0.003094,0.003094,0.000266,0.000414,0.000456,0.000463,0.000647,0.000847,1.201334,1.330958
14400,8.00000,3.759566,0.003049,0.003049,0.000261,0.000409,0.000449,0.000456,0.000636,0.000838,1.200644,1.329181
14600,8.00000,3.747223,0.003015,0.003015,0.000257,0.000403,0.000445,0.000449,0.000629,0.000832,1.200808,1.330382
14800,8.00000,3.750777,0.002971,0.002971,0.000252,0.000398,0.000437,0.000443,0.000620,0.000821,1.199697,1.329624
15000,8.00000,3.755077,0.002940,0.002940,0.000249,0.000393,0.000433,0.000438,0.000613,0.000813,1.198648,1.329403
15200,8.00000,3.741541,0.002909,0.002909,0.000245,0.000390,0.000429,0.000434,0.000606,0.000805,1.198422,1.329108
15400,8.00000,3.750943,0.002880,0.002880,0.000243,0.000385,0.000424,0.000429,0.000600,0.000800,1.197276,1.330345
15600,8.00000,3.774397,0.002859,0.002859,0.000241,0.000382,0.000421,0.000424,0.000595,0.000796,1.196784,1.329780
15800,8.00000,3.761625,0.002834,0.002834,0.000238,0.000378,0.000418,0.000420,0.000590,0.000790,1.197102,1.330745
16000,8.00000,3.740137,0.002816,0.002816,0.000235,0.000377,0.000416,0.000417,0.000586,0.000785,1.196283,1.330247
