step,train_loss,val_loss,val_loss_hard
0,5.549850,5.550160,5.550160
1000,2.833502,2.749818,2.749818
2000,2.465792,2.444627,2.444627
3000,2.289287,2.275866,2.275866
4000,2.157304,2.151743,2.151743
5000,2.072176,2.064766,2.064766
6000,2.001529,1.997703,1.997703
7000,1.957906,1.945911,1.945911
8000,1.922653,1.922257,1.922257
9000,1.899292,1.890199,1.890199
10000,1.877579,1.875601,1.875601
11000,1.857912,1.855060,1.855060
12000,1.844111,1.840600,1.840600
13000,1.831054,1.828557,1.828557
14000,1.823456,1.821559,1.821559
15000,1.810480,1.808790,1.808790
16000,1.804756,1.800740,1.800740
17000,1.799338,1.792602,1.792602
18000,1.788654,1.784870,1.784870
19000,1.782313,1.779020,1.779020
20000,1.774874,1.773922,1.773922
21000,1.767609,1.767820,1.767820
22000,1.767439,1.762039,1.762039
23000,1.760262,1.756380,1.756380
24000,1.751558,1.753191,1.753191
25000,1.749580,1.747422,1.747422
26000,1.746452,1.743459,1.743459
27000,1.737916,1.739452,1.739452
28000,1.740146,1.736004,1.736004
29000,1.737106,1.733651,1.733651
30000,1.730330,1.729567,1.729567
31000,1.729968,1.724343,1.724343
32000,1.721733,1.721090,1.721090
33000,1.717280,1.718588,1.718588
34000,1.715521,1.715090,1.715090
35000,1.713663,1.709271,1.709271
36000,1.710589,1.708298,1.708298
37000,1.709192,1.705268,1.705268
38000,1.711482,1.703822,1.703822
39000,1.705614,1.703246,1.703246
40000,1.698256,1.699882,1.699882
41000,1.696847,1.700048,1.700048
42000,1.697697,1.698303,1.698303
43000,1.695787,1.696878,1.696878
44000,1.698056,1.695570,1.695570
45000,1.698245,1.694299,1.694299
46000,1.693920,1.691058,1.691058
47000,1.691371,1.690113,1.690113
48000,1.691225,1.690778,1.690778
49000,1.690636,1.690348,1.690348
