step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498077,0.498001,0.499092,0.499093,0.499189,0.499086,0.497800,0.497830,0.499128,0.499335,0.498238,0.498335,0.499250,0.499048,0.498794,0.498799,0.500204,0.500181,0.498713,0.498854,0.499284,0.498990,0.499111,0.499085,0.500074,0.500049,0.498480,0.498625,0.499198,0.498938,0.499005,0.498957,0.500055,0.499989,0.498448,0.498614,0.499211,0.498918,0.499086,0.499061,0.500032,0.499969,0.498252,0.498445,0.499166,0.498894,0.498972,0.498928
400,0.490586,0.490229,0.499184,0.499257,0.497624,0.497535,0.487896,0.487937,0.495378,0.495406,0.496306,0.496749,0.498525,0.497702,0.493924,0.493896,0.499345,0.498855,0.496588,0.497244,0.498484,0.497844,0.505952,0.505445,0.498666,0.498280,0.495782,0.496275,0.499440,0.499408,0.506997,0.506730,0.500819,0.500514,0.497162,0.497713,0.499208,0.498938,0.505763,0.505554,0.499736,0.500318,0.498746,0.499325,0.498956,0.498441,0.504472,0.503782
600,0.475912,0.475516,0.504973,0.505429,0.491922,0.491176,0.472311,0.472339,0.490703,0.490137,0.494299,0.494924,0.497757,0.496409,0.490031,0.489159,0.498579,0.497961,0.498254,0.499539,0.502482,0.500918,0.521838,0.520007,0.501123,0.500589,0.500818,0.502197,0.512354,0.511963,0.524168,0.523277,0.500878,0.500612,0.499814,0.500530,0.507656,0.507050,0.522674,0.522021,0.499025,0.499615,0.508316,0.508437,0.499253,0.496490,0.520289,0.518283
800,0.456977,0.456503,0.510815,0.511775,0.483935,0.482559,0.451799,0.451699,0.483761,0.482214,0.490804,0.491875,0.496058,0.493711,0.485623,0.483915,0.499880,0.499391,0.500453,0.502363,0.508957,0.504351,0.542426,0.538436,0.504536,0.503543,0.511505,0.510467,0.529482,0.525652,0.548284,0.547255,0.499024,0.498781,0.511257,0.511715,0.523012,0.518065,0.546041,0.544881,0.496216,0.496756,0.523732,0.523353,0.503866,0.491635,0.544918,0.537860
1000,0.437507,0.436859,0.511965,0.513089,0.473831,0.471239,0.430158,0.429872,0.473677,0.470086,0.485757,0.487485,0.494547,0.490349,0.480252,0.477787,0.500318,0.499947,0.501631,0.504262,0.513471,0.506311,0.564872,0.556370,0.506014,0.505307,0.524923,0.520340,0.547948,0.540518,0.576508,0.575863,0.492899,0.492762,0.527922,0.528212,0.542874,0.531579,0.573791,0.573001,0.494311,0.494866,0.540160,0.539002,0.517657,0.495432,0.573346,0.555463
1200,0.414858,0.414108,0.510038,0.511081,0.462865,0.458157,0.409424,0.408902,0.465485,0.457380,0.480145,0.482675,0.491998,0.486037,0.474817,0.471711,0.500194,0.500895,0.499619,0.502642,0.515721,0.506450,0.580235,0.567208,0.504322,0.503893,0.539090,0.530520,0.566188,0.553702,0.606901,0.606014,0.491164,0.491017,0.543162,0.543433,0.559822,0.544647,0.603760,0.602976,0.496168,0.496858,0.556320,0.553925,0.532509,0.501286,0.601732,0.572683
1400,0.392171,0.391353,0.507638,0.508532,0.450385,0.443192,0.389886,0.388901,0.460724,0.444322,0.474521,0.477744,0.488913,0.480726,0.468771,0.465093,0.500252,0.500566,0.498248,0.501689,0.517331,0.506194,0.596691,0.578130,0.501752,0.502271,0.550228,0.538207,0.582514,0.565420,0.637475,0.635622,0.485919,0.485682,0.557133,0.555979,0.579254,0.557219,0.632415,0.631789,0.494392,0.495093,0.571561,0.566503,0.541640,0.503315,0.627112,0.590310
1600,0.371783,0.370853,0.504267,0.505003,0.439209,0.428561,0.371963,0.370238,0.458019,0.430117,0.467821,0.471975,0.485687,0.475017,0.462403,0.458237,0.499458,0.500165,0.495728,0.499674,0.518413,0.505541,0.610021,0.586375,0.503733,0.503600,0.564014,0.546281,0.600337,0.577115,0.668715,0.665400,0.482899,0.482670,0.568826,0.567123,0.598731,0.566801,0.662997,0.661851,0.495294,0.495611,0.585953,0.576041,0.542244,0.500199,0.653484,0.611642
1800,0.353073,0.351880,0.500580,0.501166,0.428472,0.413756,0.356067,0.353068,0.459474,0.417684,0.461632,0.466540,0.482441,0.468727,0.455810,0.450985,0.497278,0.498310,0.491898,0.496353,0.517635,0.503984,0.619395,0.591364,0.502690,0.502207,0.573844,0.551757,0.615913,0.586479,0.701915,0.693406,0.483145,0.482953,0.583538,0.579569,0.618328,0.578260,0.693566,0.688570,0.493286,0.493598,0.598096,0.582896,0.547351,0.502535,0.680824,0.629349
