step,train_loss,val_loss
0,5.536417,5.536223
1000,2.275741,2.238806
2000,1.922579,1.900987
3000,1.718281,1.714330
4000,1.648912,1.650839
5000,1.621805,1.621038
6000,1.598966,1.604947
7000,1.599749,1.589024
8000,1.579081,1.580265
9000,1.573003,1.567290
10000,1.558815,1.552629
11000,1.551635,1.542498
12000,1.543137,1.534904
13000,1.522814,1.526585
14000,1.512517,1.515401
15000,1.505515,1.509819
16000,1.499291,1.500958
17000,1.500880,1.495120
18000,1.488996,1.489286
19000,1.487773,1.482902
20000,1.476556,1.478857
21000,1.471273,1.473443
22000,1.476258,1.471797
23000,1.460387,1.468572
24000,1.464388,1.466126
