step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2200,0.324537,0.320490,0.554483,0.558783,0.371849,0.359236,0.337371,0.335132,0.547392,0.402361,0.426545,0.430695,0.469186,0.431489,0.472230,0.461237,0.521954,0.518708,0.510291,0.509692,0.502375,0.489142,0.671721,0.588053,0.493113,0.494645,0.585535,0.508167,0.509529,0.453399,0.667900,0.610909,0.499569,0.498880,0.577287,0.424666,0.529422,0.457840,0.673101,0.595263,0.493867,0.494534,0.592817,0.544073,0.499447,0.442875,0.658282,0.584948
2400,0.316436,0.310734,0.551936,0.556411,0.368387,0.346179,0.325032,0.321226,0.567823,0.396899,0.419662,0.423662,0.468948,0.425782,0.465395,0.453347,0.521686,0.518076,0.509653,0.509116,0.500583,0.486610,0.680680,0.592228,0.492022,0.493645,0.596475,0.507310,0.513881,0.452962,0.678655,0.614377,0.498724,0.498287,0.587275,0.417608,0.536621,0.455346,0.687754,0.597348,0.492621,0.493136,0.604398,0.541870,0.503885,0.442019,0.670875,0.586498
2600,0.310032,0.302497,0.550092,0.554742,0.370709,0.335055,0.314036,0.308342,0.589005,0.392700,0.412494,0.416261,0.468773,0.419420,0.458220,0.445354,0.520537,0.516433,0.507084,0.506671,0.496946,0.482065,0.685351,0.594472,0.492567,0.494500,0.611216,0.509813,0.520633,0.453375,0.689285,0.618090,0.499435,0.499132,0.598423,0.411171,0.544233,0.454395,0.700363,0.599070,0.492197,0.492705,0.617766,0.538687,0.508758,0.440583,0.681368,0.587830
2800,0.305261,0.295924,0.546719,0.551527,0.377235,0.325630,0.304832,0.296607,0.610843,0.388159,0.407251,0.410558,0.468883,0.414433,0.451202,0.437528,0.520000,0.515612,0.505196,0.504939,0.493685,0.478007,0.689420,0.596718,0.492321,0.494255,0.626525,0.512505,0.529729,0.454270,0.699568,0.621652,0.499543,0.499488,0.608853,0.405870,0.552601,0.452461,0.712533,0.600528,0.489914,0.490411,0.627132,0.534343,0.513928,0.439635,0.691343,0.588982
3000,0.301527,0.290330,0.544656,0.549554,0.386352,0.318278,0.297674,0.286014,0.632361,0.383759,0.400907,0.404001,0.469594,0.409229,0.444605,0.429946,0.519751,0.515080,0.503617,0.503417,0.490020,0.473765,0.693106,0.598909,0.494022,0.495716,0.638875,0.514504,0.536631,0.455148,0.708647,0.624841,0.499937,0.499816,0.619867,0.400006,0.560140,0.451867,0.724188,0.601858,0.493762,0.494260,0.637308,0.529914,0.518921,0.438035,0.699857,0.589955
3200,0.298782,0.285732,0.539584,0.544579,0.397538,0.312205,0.293518,0.276838,0.653751,0.380036,0.395852,0.398209,0.470467,0.404567,0.438441,0.422884,0.519602,0.514362,0.501093,0.501086,0.484341,0.467749,0.693337,0.598136,0.494503,0.496150,0.649469,0.516772,0.543576,0.455552,0.717823,0.628309,0.500327,0.500033,0.630882,0.395660,0.568180,0.451524,0.734994,0.603265,0.493764,0.494321,0.647194,0.526050,0.525310,0.437684,0.708185,0.590976
3400,0.296761,0.281761,0.535031,0.540026,0.409149,0.307620,0.291140,0.268573,0.674788,0.377063,0.391658,0.393048,0.470905,0.399896,0.433053,0.416521,0.519650,0.514116,0.499656,0.499731,0.481325,0.463757,0.694571,0.598303,0.494643,0.496871,0.660892,0.518292,0.548600,0.455509,0.723738,0.630513,0.502721,0.502761,0.640813,0.390512,0.577633,0.450758,0.744038,0.604286,0.494862,0.495284,0.658825,0.522186,0.529785,0.437892,0.715380,0.591714
3600,0.295299,0.278473,0.528986,0.534020,0.420160,0.303210,0.291145,0.261773,0.697098,0.374187,0.387985,0.387759,0.473258,0.395904,0.427973,0.410411,0.519345,0.513519,0.497862,0.498066,0.476964,0.458519,0.695129,0.597254,0.493462,0.495851,0.672007,0.520189,0.555854,0.456843,0.728256,0.632310,0.502434,0.502488,0.649682,0.387456,0.583589,0.449789,0.751299,0.605283,0.494546,0.494907,0.670014,0.518300,0.535990,0.437790,0.721249,0.592440
3800,0.293612,0.275171,0.523727,0.528833,0.431016,0.299414,0.292986,0.255375,0.718336,0.371367,0.384863,0.383464,0.475329,0.391956,0.422573,0.404033,0.519293,0.513182,0.496004,0.496275,0.473055,0.453007,0.694520,0.595000,0.492881,0.495123,0.682702,0.521488,0.561428,0.456382,0.732091,0.633814,0.503910,0.503689,0.660257,0.383807,0.590488,0.448727,0.758193,0.606109,0.495143,0.495341,0.684827,0.514027,0.542013,0.437201,0.726985,0.593054
4000,0.292683,0.272634,0.518212,0.523313,0.442079,0.295667,0.296670,0.250245,0.738767,0.369192,0.382456,0.379630,0.476582,0.388057,0.417174,0.397597,0.518449,0.512015,0.494227,0.494629,0.470060,0.448003,0.694691,0.593615,0.495324,0.497319,0.692487,0.522362,0.566291,0.455061,0.734882,0.634819,0.501216,0.501163,0.668271,0.381171,0.595793,0.448000,0.763993,0.606690,0.495689,0.495854,0.697139,0.510992,0.546367,0.436382,0.731876,0.593462
4200,0.292385,0.270841,0.513333,0.518438,0.451879,0.292420,0.300582,0.246229,0.756403,0.365723,0.380016,0.375977,0.478453,0.385399,0.412617,0.392079,0.518312,0.511373,0.492839,0.493318,0.468017,0.444081,0.694831,0.592300,0.493790,0.496144,0.699494,0.523298,0.571421,0.454733,0.737246,0.635830,0.501480,0.500771,0.676760,0.377787,0.601689,0.448191,0.768983,0.607324,0.497176,0.497377,0.707353,0.508355,0.550556,0.436380,0.735976,0.593956
4400,0.291709,0.268965,0.508203,0.513361,0.462065,0.289542,0.306667,0.243320,0.774152,0.363817,0.379192,0.373726,0.480621,0.382585,0.408536,0.386695,0.517826,0.510431,0.490949,0.491537,0.466124,0.440125,0.692970,0.588513,0.493766,0.496159,0.707412,0.524873,0.576532,0.454291,0.739599,0.636675,0.501100,0.500287,0.685269,0.375342,0.607921,0.448517,0.773707,0.607753,0.499011,0.499247,0.717681,0.506012,0.554415,0.435619,0.739693,0.594236
4600,0.291485,0.267500,0.503376,0.508497,0.471958,0.286832,0.311372,0.240538,0.790606,0.361553,0.377230,0.370310,0.482336,0.379977,0.404925,0.382097,0.517868,0.510033,0.489337,0.490087,0.463938,0.436264,0.691733,0.585390,0.494659,0.496944,0.715084,0.525807,0.579148,0.453931,0.741683,0.637505,0.501811,0.500172,0.693286,0.372731,0.614054,0.448606,0.777640,0.608211,0.499908,0.500032,0.725857,0.503555,0.557138,0.434765,0.742751,0.594561
4800,0.290934,0.265977,0.498263,0.503350,0.480589,0.284187,0.316559,0.238525,0.806615,0.360023,0.376836,0.368483,0.483830,0.377569,0.401695,0.377830,0.517450,0.509177,0.487566,0.488416,0.463691,0.433589,0.688801,0.580817,0.493947,0.496295,0.721334,0.526636,0.582788,0.453297,0.743325,0.638127,0.502491,0.500562,0.698286,0.370623,0.617361,0.447632,0.780970,0.608520,0.500247,0.500342,0.734642,0.501596,0.560641,0.434115,0.745364,0.594756
5000,0.290685,0.264695,0.494555,0.499670,0.488620,0.281684,0.322122,0.237318,0.821320,0.357809,0.376506,0.366593,0.485569,0.375023,0.398861,0.373858,0.516670,0.508046,0.485692,0.486719,0.462571,0.430542,0.686185,0.576386,0.493242,0.495655,0.727784,0.527495,0.585754,0.452252,0.744795,0.638743,0.502446,0.500148,0.704273,0.368223,0.620949,0.446379,0.783743,0.608865,0.500317,0.500412,0.743023,0.499248,0.563263,0.433096,0.747588,0.594995
5200,0.290222,0.263361,0.490600,0.495719,0.496267,0.279069,0.327622,0.236650,0.834907,0.356454,0.376699,0.365209,0.487783,0.373259,0.395886,0.369873,0.517358,0.508235,0.484529,0.485612,0.461243,0.427810,0.684238,0.572826,0.493958,0.496489,0.734335,0.529065,0.588439,0.451781,0.745933,0.639214,0.502810,0.500244,0.708780,0.366670,0.623990,0.445724,0.786111,0.609111,0.500526,0.500493,0.750172,0.497511,0.565560,0.432155,0.749449,0.595168
5400,0.290166,0.262387,0.487692,0.492844,0.503920,0.277261,0.332848,0.236120,0.847570,0.354932,0.376816,0.363944,0.489023,0.371129,0.393348,0.366247,0.516700,0.507101,0.483433,0.484538,0.461527,0.426125,0.681622,0.568961,0.494230,0.496722,0.737645,0.528921,0.590245,0.450911,0.746995,0.639649,0.503148,0.500631,0.713089,0.364833,0.626633,0.444385,0.788470,0.609331,0.500908,0.500842,0.756889,0.495403,0.567271,0.431372,0.751108,0.595300
5600,0.289903,0.261413,0.484907,0.490094,0.510349,0.275369,0.338054,0.236046,0.859756,0.353737,0.376822,0.362774,0.490435,0.369271,0.391226,0.363055,0.516917,0.506793,0.482495,0.483697,0.460941,0.423988,0.679009,0.565179,0.494219,0.496606,0.741007,0.529434,0.592240,0.450283,0.747744,0.639892,0.503176,0.500596,0.717028,0.363473,0.629129,0.443920,0.790285,0.609426,0.502044,0.501926,0.762926,0.493775,0.569422,0.430750,0.752536,0.595340
