step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497857,0.497772,0.498348,0.498351,0.498339,0.498269,0.498431,0.498288,0.499472,0.499183,0.501510,0.501601,0.501689,0.501647,0.502615,0.502658,0.499981,0.499919,0.501523,0.501649,0.502369,0.502366,0.502797,0.502877,0.500187,0.500183,0.500669,0.500718,0.499970,0.499958,0.502857,0.502777,0.499839,0.499846,0.501581,0.501669,0.502144,0.502151,0.502757,0.502837,0.500138,0.500399,0.501080,0.501137,0.501853,0.501852,0.502769,0.502822
400,0.487645,0.487537,0.503096,0.503311,0.491763,0.491473,0.489016,0.488947,0.495241,0.495116,0.498499,0.498507,0.498196,0.498230,0.508134,0.507489,0.501129,0.500972,0.501377,0.501363,0.500974,0.500507,0.513444,0.513105,0.500824,0.501426,0.501721,0.500732,0.498109,0.498122,0.512506,0.512032,0.500459,0.500444,0.505335,0.505642,0.507594,0.507612,0.513510,0.513336,0.500162,0.500455,0.505206,0.505244,0.506704,0.506695,0.513242,0.513055
600,0.472223,0.472100,0.513827,0.514306,0.484386,0.484029,0.476724,0.476939,0.487610,0.486202,0.492489,0.492853,0.493768,0.492873,0.512632,0.510934,0.504236,0.503768,0.501746,0.501184,0.498629,0.495931,0.528352,0.528321,0.499512,0.500382,0.507964,0.498931,0.489993,0.489977,0.528512,0.526519,0.498314,0.498217,0.510476,0.498380,0.498841,0.498396,0.529647,0.529195,0.498976,0.499371,0.513403,0.511516,0.495592,0.495189,0.529067,0.528665
800,0.451984,0.451826,0.525730,0.526626,0.476717,0.476570,0.461191,0.461758,0.480578,0.474523,0.485356,0.486414,0.490512,0.487264,0.514291,0.511422,0.506091,0.505413,0.505106,0.504167,0.499200,0.494837,0.549367,0.545575,0.497089,0.498456,0.518362,0.502275,0.480683,0.479070,0.550270,0.542603,0.498822,0.498811,0.516320,0.485542,0.490158,0.488214,0.547634,0.547383,0.494644,0.495054,0.524802,0.519657,0.483803,0.482273,0.549230,0.549052
1000,0.426416,0.426183,0.535556,0.537066,0.464320,0.464379,0.443153,0.443956,0.476766,0.461696,0.476915,0.478680,0.485860,0.479368,0.512204,0.508084,0.510835,0.509709,0.508062,0.507041,0.500817,0.494799,0.568961,0.555414,0.495455,0.496647,0.528096,0.507217,0.480548,0.469708,0.571063,0.557914,0.498877,0.498854,0.522796,0.476272,0.489849,0.482015,0.565597,0.563164,0.492870,0.493274,0.538169,0.529233,0.475638,0.471005,0.564414,0.561167
1200,0.403207,0.402870,0.543394,0.545457,0.447256,0.447149,0.423514,0.424319,0.477907,0.447753,0.467662,0.469987,0.481968,0.471602,0.508878,0.503451,0.516103,0.514987,0.512814,0.511714,0.502181,0.494734,0.591715,0.562906,0.494857,0.496493,0.536029,0.508575,0.484184,0.461926,0.593527,0.574485,0.497471,0.497459,0.529830,0.466722,0.493620,0.476626,0.584536,0.574631,0.493540,0.494064,0.549051,0.537460,0.476336,0.460725,0.583377,0.569168
1400,0.382032,0.381508,0.549773,0.552415,0.429262,0.428609,0.403806,0.404402,0.483148,0.436296,0.457965,0.460979,0.478407,0.463050,0.501420,0.494622,0.519110,0.517374,0.515710,0.514546,0.503820,0.494775,0.612452,0.569702,0.495106,0.496924,0.545285,0.509646,0.488141,0.459057,0.611452,0.590025,0.497255,0.497260,0.538387,0.458824,0.499645,0.472250,0.599633,0.581106,0.492479,0.493053,0.555854,0.541233,0.479260,0.451640,0.596270,0.574290
1600,0.363585,0.362611,0.552610,0.555801,0.411694,0.409941,0.384989,0.385204,0.495339,0.426009,0.449376,0.452789,0.475939,0.455310,0.494751,0.486580,0.520243,0.517924,0.515737,0.514687,0.505252,0.494418,0.632162,0.575541,0.491158,0.493217,0.555139,0.507968,0.492164,0.455828,0.628905,0.597615,0.498673,0.498598,0.549202,0.450784,0.505019,0.467245,0.618782,0.585957,0.491574,0.492350,0.565931,0.544505,0.483706,0.447437,0.613620,0.577770
1800,0.347870,0.346216,0.554264,0.557952,0.395348,0.391626,0.367875,0.367489,0.511652,0.417654,0.441627,0.445346,0.473194,0.447230,0.487980,0.478750,0.521891,0.519178,0.514124,0.513147,0.504920,0.493138,0.647622,0.579963,0.492823,0.495081,0.564425,0.507204,0.498747,0.453338,0.644692,0.603185,0.498303,0.498330,0.560172,0.441646,0.512524,0.463034,0.639140,0.589915,0.491490,0.492323,0.576600,0.547324,0.490261,0.444401,0.629914,0.580615
2000,0.335099,0.332389,0.555736,0.559797,0.382038,0.375006,0.351915,0.350712,0.527497,0.409067,0.434445,0.438594,0.471621,0.439250,0.480325,0.470086,0.522735,0.519833,0.512909,0.512107,0.504286,0.491581,0.662062,0.584425,0.492730,0.494417,0.574870,0.507950,0.503936,0.453202,0.656512,0.607208,0.498042,0.497714,0.569930,0.432731,0.521621,0.459324,0.655468,0.592947,0.493173,0.493896,0.584280,0.548195,0.494607,0.444841,0.644309,0.583142
