step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
8500,3.939649,1.215209,16.892035,18.286587,18.547997,18.462126,18.668472,19.314241,0.861879,0.933030,0.946324,0.941915,0.952449,0.985333,14.713829,19.266953,18.416956,18.655436,20.062716,23.041683
9000,3.927332,1.208951,16.857485,18.257360,18.520382,18.432854,18.642336,19.308851,0.860110,0.931532,0.944907,0.940413,0.951112,0.985046,14.607108,19.249468,18.429546,18.642792,20.085630,23.132023
9500,3.886737,1.202899,16.834076,18.233156,18.504713,18.411520,18.623770,19.310532,0.858915,0.930289,0.944102,0.939321,0.950158,0.985119,14.524449,19.231878,18.438976,18.636282,20.104366,23.218519
10000,3.868474,1.197678,16.825314,18.218166,18.497112,18.397963,18.612011,19.313019,0.858462,0.929520,0.943708,0.938622,0.949555,0.985236,14.462637,19.218546,18.446928,18.634872,20.132427,23.294966
10500,3.876344,1.193277,16.820459,18.213699,18.492079,18.387955,18.605007,19.317802,0.858213,0.929285,0.943445,0.938108,0.949194,0.985473,14.415902,19.206308,18.457378,18.635735,20.152422,23.365036
11000,3.817532,1.188995,16.827734,18.208261,18.492218,18.382921,18.600512,19.323553,0.858580,0.929006,0.943447,0.937847,0.948964,0.985758,14.382446,19.194645,18.466543,18.637503,20.176249,23.430349
11500,3.804453,1.184862,16.843718,18.207712,18.495827,18.382381,18.601299,19.331690,0.859395,0.928974,0.943629,0.937820,0.949003,0.986169,14.357771,19.185259,18.474726,18.641890,20.197121,23.486261
12000,3.796403,1.181418,16.854855,18.211031,18.497618,18.382738,18.598942,19.337521,0.859961,0.929141,0.943717,0.937837,0.948878,0.986460,14.347363,19.177687,18.484093,18.648951,20.216442,23.537186
12500,3.772669,1.178560,16.874527,18.214132,18.504372,18.383450,18.601336,19.344868,0.860966,0.929298,0.944062,0.937872,0.948998,0.986832,14.339211,19.171309,18.493731,18.654385,20.234247,23.579872
13000,3.755674,1.175827,16.892481,18.219776,18.506660,18.389248,18.605637,19.354181,0.861881,0.929583,0.944175,0.938166,0.949215,0.987306,14.335647,19.165226,18.503752,18.661800,20.250237,23.616623
13500,3.751457,1.173841,16.912874,18.224972,18.516045,18.391481,18.610231,19.359159,0.862922,0.929848,0.944651,0.938280,0.949449,0.987559,14.336840,19.160976,18.512281,18.669170,20.264641,23.648735
14000,3.730325,1.171643,16.929277,18.230841,18.522488,18.398006,18.614580,19.366175,0.863758,0.930147,0.944979,0.938612,0.949671,0.987916,14.339424,19.156872,18.520597,18.676502,20.276875,23.676327
14500,3.713847,1.170071,16.945969,18.237267,18.527605,18.404240,18.619854,19.373974,0.864611,0.930474,0.945239,0.938929,0.949940,0.988315,14.341670,19.153887,18.528797,18.682562,20.288082,23.700476
15000,3.716684,1.168743,16.963099,18.242800,18.535160,18.410805,18.626776,19.380236,0.865486,0.930755,0.945625,0.939264,0.950293,0.988633,14.345199,19.151361,18.535486,18.687044,20.298025,23.721418
15500,3.706903,1.167774,16.980757,18.247972,18.541092,18.414083,18.630209,19.386904,0.866386,0.931019,0.945928,0.939431,0.950467,0.988973,14.350733,19.149345,18.542990,18.693098,20.307766,23.743029
16000,3.701029,1.167381,16.993954,18.255392,18.548098,18.420952,18.636812,19.392330,0.867060,0.931397,0.946284,0.939781,0.950804,0.989249,14.356088,19.147575,18.549089,18.698868,20.316666,23.763157
