step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,7.131448,2.037359,19.755140,19.642874,19.647388,19.662462,19.668139,19.654726,1.008124,1.002395,1.002625,1.003394,1.003684,1.002999,19.685368,19.633858,19.645874,19.652174,19.660551,19.660152
1000,5.938231,1.773686,19.800098,19.659845,19.704933,19.760324,19.823170,19.777472,1.010416,1.003260,1.005558,1.008382,1.011587,1.009257,19.600981,19.672993,19.675837,19.684834,19.746330,19.737232
1500,5.394481,1.622525,19.627590,19.630674,19.752935,19.844080,19.965668,19.869148,1.001611,1.001767,1.007998,1.012641,1.018838,1.013923,19.355696,19.668676,19.618612,19.635511,19.777760,19.825005
2000,5.025970,1.520719,19.285286,19.529953,19.701162,19.794863,19.941969,19.853434,0.984136,0.996618,1.005344,1.010110,1.017606,1.013110,18.951471,19.651430,19.467316,19.526596,19.787392,19.984383
2500,4.794405,1.455855,18.948549,19.404728,19.591017,19.674953,19.836845,19.800638,0.966945,0.990217,0.999708,1.003975,1.012223,1.010403,18.484537,19.627911,19.292509,19.412657,19.830986,20.267365
3000,4.611692,1.401465,18.643208,19.273037,19.460096,19.518751,19.676558,19.736277,0.951355,0.983487,0.993014,0.995986,1.004027,1.007103,18.000338,19.595255,19.117081,19.294214,19.882605,20.752382
3500,4.458272,1.359404,18.365271,19.150568,19.344709,19.373558,19.526371,19.674570,0.937161,0.977226,0.987112,0.988558,0.996345,1.003937,17.517405,19.560320,18.948042,19.184956,19.893545,21.202091
4000,4.364906,1.329173,18.102949,19.029844,19.229078,19.226974,19.389410,19.618267,0.923764,0.971052,0.981193,0.981059,0.989340,1.001045,17.070078,19.523415,18.794201,19.083809,19.901413,21.548281
4500,4.281228,1.307221,17.877813,18.913101,19.115086,19.106308,19.265261,19.565630,0.912263,0.965083,0.975361,0.974884,0.982992,0.998335,16.662710,19.489944,18.661041,18.992403,19.913946,21.821478
5000,4.226270,1.288277,17.677376,18.799664,19.015316,18.984985,19.152637,19.516266,0.902021,0.959283,0.970255,0.968678,0.977227,0.995794,16.294498,19.456556,18.547134,18.922363,19.927485,22.054497
5500,4.186189,1.272834,17.494944,18.699965,18.915129,18.871460,19.051683,19.470892,0.892703,0.954183,0.965128,0.962866,0.972063,0.993453,15.964419,19.423548,18.457882,18.859217,19.944683,22.244967
6000,4.123643,1.259419,17.346077,18.602766,18.828447,18.779758,18.956415,19.427828,0.885093,0.949212,0.960691,0.958174,0.967188,0.991229,15.672623,19.391836,18.400898,18.803841,19.962648,22.419930
6500,4.088626,1.248505,17.214180,18.515591,18.752926,18.687241,18.879047,19.392643,0.878351,0.944752,0.956824,0.953438,0.963229,0.989411,15.411331,19.361891,18.386862,18.757662,19.983927,22.571615
7000,4.041231,1.238943,17.103048,18.443132,18.683222,18.614967,18.806902,19.360868,0.872668,0.941042,0.953258,0.949740,0.959538,0.987767,15.189697,19.338434,18.390013,18.719048,20.002779,22.708811
7500,4.009976,1.229589,17.010036,18.379625,18.626181,18.552568,18.750687,19.338163,0.867913,0.937793,0.950335,0.946546,0.956663,0.986587,14.998695,19.312841,18.396650,18.691263,20.018211,22.831129
8000,3.972030,1.222418,16.944380,18.327261,18.580776,18.500128,18.702564,19.323961,0.864557,0.935111,0.948006,0.943866,0.954195,0.985846,14.838952,19.289347,18.406351,18.668152,20.039480,22.942877
