step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497609,0.497768,0.496621,0.496644,0.496389,0.496332,0.497920,0.497569,0.497362,0.497421,0.498365,0.498391,0.498166,0.498125,0.498031,0.498031,0.499426,0.499396,0.497935,0.497825,0.498140,0.498170,0.499497,0.499512,0.497794,0.497730,0.498468,0.498408,0.499955,0.499929,0.497863,0.497679,0.498247,0.498272,0.499808,0.499795
400,0.493672,0.495111,0.491842,0.491964,0.486851,0.486817,0.505916,0.501911,0.492207,0.492860,0.493144,0.492734,0.503500,0.500689,0.495996,0.496286,0.498348,0.497610,0.504345,0.500640,0.496670,0.496867,0.498829,0.498479,0.500979,0.498721,0.497715,0.497728,0.500195,0.499915,0.501178,0.498618,0.497785,0.497847,0.499861,0.499704
600,0.485909,0.489715,0.487173,0.487566,0.472268,0.472801,0.522400,0.513939,0.483364,0.484407,0.482574,0.481924,0.518843,0.510039,0.489688,0.490831,0.490984,0.488847,0.520433,0.511199,0.493556,0.493903,0.497407,0.496620,0.510262,0.502924,0.496927,0.496880,0.501451,0.500720,0.508996,0.501880,0.497256,0.497283,0.499985,0.499630
800,0.476546,0.482314,0.481949,0.482932,0.456572,0.458030,0.545753,0.530442,0.470882,0.471701,0.466253,0.465001,0.542572,0.526313,0.479959,0.481454,0.479385,0.474935,0.544696,0.528349,0.487792,0.487016,0.491942,0.491296,0.528217,0.512790,0.495624,0.495082,0.504323,0.502326,0.527197,0.511378,0.496720,0.496398,0.500037,0.499425
1000,0.470442,0.475703,0.475867,0.477739,0.442847,0.444519,0.573594,0.549618,0.461552,0.459580,0.449677,0.446577,0.570739,0.544796,0.469163,0.469853,0.468879,0.459977,0.572947,0.547529,0.481051,0.476659,0.481512,0.481558,0.552668,0.527863,0.493524,0.491356,0.508886,0.504468,0.552372,0.526488,0.496992,0.495506,0.499885,0.498951
1200,0.466496,0.470618,0.469947,0.472834,0.432764,0.433541,0.600491,0.565743,0.459418,0.450638,0.436954,0.429836,0.598584,0.560098,0.462579,0.459860,0.467617,0.449782,0.601447,0.564744,0.479119,0.466797,0.470116,0.470337,0.578910,0.543158,0.491952,0.486927,0.514023,0.506370,0.579572,0.543259,0.499090,0.495019,0.499694,0.498323
1400,0.465743,0.467903,0.464378,0.468338,0.426492,0.424343,0.625661,0.578488,0.465414,0.446506,0.431646,0.416527,0.626247,0.573484,0.461579,0.451589,0.473134,0.443863,0.630882,0.579986,0.485832,0.458432,0.459982,0.458384,0.605859,0.557712,0.491118,0.481474,0.518135,0.506797,0.608149,0.560550,0.502984,0.494994,0.499307,0.497398
1600,0.466939,0.465683,0.459207,0.464086,0.424956,0.417372,0.652372,0.591241,0.476032,0.444846,0.433127,0.406432,0.652741,0.584023,0.465741,0.444637,0.482603,0.441003,0.661744,0.595221,0.499745,0.454264,0.452819,0.446532,0.634882,0.572562,0.493398,0.476595,0.522106,0.506609,0.638061,0.577815,0.509295,0.495491,0.498799,0.496152
1800,0.469380,0.464477,0.454858,0.460496,0.426504,0.411603,0.677922,0.602057,0.489811,0.446089,0.443342,0.401223,0.679443,0.591912,0.475490,0.440808,0.495683,0.440541,0.690606,0.606100,0.518715,0.453000,0.450120,0.436131,0.664312,0.586359,0.497228,0.471843,0.525564,0.505657,0.668455,0.593622,0.516991,0.496395,0.498240,0.494715
2000,0.472962,0.463241,0.450778,0.457050,0.430748,0.406864,0.701908,0.610387,0.507462,0.450429,0.457758,0.399501,0.705217,0.598999,0.487106,0.438570,0.509780,0.440455,0.720110,0.616327,0.541439,0.455257,0.451340,0.426844,0.694586,0.598092,0.503120,0.467961,0.528723,0.504454,0.698200,0.607430,0.526885,0.497846,0.497614,0.493046
