step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.558228,0.038843,0.000000,5.556805,5.551152
1000,2.429338,0.277493,0.000000,2.378316,3.743747
2000,2.183342,0.431710,0.000000,2.165027,2.736246
3000,2.081815,0.473860,0.000000,2.056051,2.176197
4000,2.016639,0.487868,0.000000,2.002552,2.033383
5000,1.966584,0.490993,0.000000,1.967769,1.979399
6000,1.924167,0.492585,0.000000,1.907953,1.917140
7000,1.878995,0.493804,0.000000,1.881674,1.883398
8000,1.855465,0.494624,0.000000,1.852487,1.852313
9000,1.831966,0.495546,0.000000,1.832704,1.837965
10000,1.819672,0.496508,0.000000,1.830526,1.829586
11000,1.801542,0.492811,0.000250,1.799133,1.800120
12000,1.787846,0.490876,0.000500,1.794177,1.795609
13000,1.782984,0.489376,0.000750,1.777067,1.777600
14000,1.770905,0.488502,0.001000,1.771972,1.771193
15000,1.764485,0.488396,0.001250,1.767715,1.770061
16000,1.748921,0.487667,0.001500,1.756422,1.758786
17000,1.746184,0.487940,0.001750,1.743527,1.744304
18000,1.742953,0.486672,0.002000,1.739891,1.739739
19000,1.745810,0.486058,0.002250,1.732562,1.733079
20000,1.719811,0.484718,0.002500,1.723776,1.721875
21000,1.714990,0.484912,0.002750,1.720187,1.721229
22000,1.712285,0.483614,0.003000,1.713348,1.713064
23000,1.697370,0.483340,0.003250,1.704798,1.703835
24000,1.705403,0.481459,0.003500,1.697822,1.698776
25000,1.699509,0.481146,0.003750,1.694496,1.696812
26000,1.696204,0.479834,0.004000,1.684591,1.684721
27000,1.685934,0.478605,0.004250,1.681181,1.682033
28000,1.678529,0.476998,0.004500,1.676109,1.675992
29000,1.673722,0.474764,0.004750,1.668506,1.668775
30000,1.665433,0.472460,0.005000,1.665652,1.664079
31000,1.658959,0.469908,0.005250,1.661572,1.660293
32000,1.652049,0.467925,0.005500,1.654831,1.654987
33000,1.647036,0.464561,0.005750,1.649582,1.651175
34000,1.653168,0.461171,0.006000,1.646744,1.646923
35000,1.647383,0.456222,0.006250,1.641514,1.641291
36000,1.639660,0.452571,0.006500,1.639895,1.640235
37000,1.634810,0.448564,0.006750,1.635788,1.634583
38000,1.633039,0.442765,0.007000,1.629625,1.629720
39000,1.630237,0.436032,0.007250,1.628017,1.627168
40000,1.629408,0.428631,0.007500,1.624732,1.623859
41000,1.617451,0.421667,0.007750,1.620492,1.619975
42000,1.623434,0.412511,0.008000,1.617182,1.615288
43000,1.614451,0.403455,0.008250,1.616115,1.615384
44000,1.614017,0.394498,0.008500,1.612679,1.611622
45000,1.616007,0.385277,0.008750,1.610787,1.610425
46000,1.607145,0.375397,0.009000,1.608058,1.607588
47000,1.603811,0.367103,0.009250,1.606143,1.606125
48000,1.600657,0.357691,0.009500,1.605457,1.604429
49000,1.609309,0.351350,0.009750,1.605623,1.604568
