step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.824355,0.362916,0.000000,5.810360,
1000,2.270264,0.482948,0.000000,2.224416,
2000,2.069908,0.496929,0.000000,2.049279,
3000,1.972858,0.499278,0.000000,1.967238,
4000,1.921008,0.499727,0.000000,1.899581,
5000,1.876351,0.499922,0.000000,1.871397,
6000,1.838780,0.499956,0.000000,1.828953,
7000,1.804174,0.499950,0.000000,1.794850,
8000,1.770151,0.500005,0.000000,1.777583,
9000,1.762349,0.500005,0.000000,1.758388,
10000,1.741432,0.499995,0.000000,1.745253,
11000,1.737928,0.500003,0.000000,1.728019,
12000,1.724769,0.499952,0.000000,1.718635,
13000,1.706253,0.500017,0.000000,1.702297,
14000,1.701959,0.499983,0.000000,1.697444,
15000,1.705403,0.499993,0.000000,1.687244,
16000,1.681892,0.499985,0.000000,1.678602,
17000,1.683039,0.499951,0.000000,1.676107,
18000,1.667642,0.499994,0.000000,1.668005,
19000,1.664821,0.499989,0.000000,1.661354,
20000,1.655854,0.499996,0.000000,1.655637,
21000,1.652967,0.499974,0.000000,1.651603,
22000,1.650866,0.499958,0.000000,1.644529,
23000,1.637743,0.499979,0.000000,1.639853,
24000,1.636229,0.500021,0.000000,1.635867,
25000,1.628438,0.500011,0.000000,1.627830,
26000,1.623839,0.499949,0.000000,1.623912,
27000,1.631629,0.500007,0.000000,1.619677,
28000,1.622564,0.500001,0.000000,1.617207,
29000,1.617057,0.499992,0.000000,1.612778,
30000,1.604339,0.500028,0.000000,1.608438,
31000,1.608072,0.500009,0.000000,1.602770,
32000,1.605203,0.499881,0.000000,1.600982,
33000,1.598453,0.499969,0.000000,1.596923,
34000,1.591224,0.500034,0.000000,1.592975,
35000,1.598101,0.499878,0.000000,1.590401,
36000,1.596836,0.500000,0.000000,1.587204,
37000,1.580041,0.500026,0.000000,1.583904,
38000,1.571661,0.499995,0.000000,1.582404,
39000,1.568008,0.499935,0.000000,1.578259,
40000,1.583355,0.499836,0.000000,1.577678,
41000,1.588769,0.500048,0.000000,1.575569,
42000,1.578608,0.500021,0.000000,1.573519,
43000,1.580603,0.499987,0.000000,1.570359,
44000,1.574954,0.499880,0.000000,1.568982,
45000,1.571585,0.500032,0.000000,1.567522,
46000,1.562704,0.499811,0.000000,1.566551,
47000,1.564548,0.499894,0.000000,1.564516,
48000,1.570489,0.499954,0.000000,1.562750,
49000,1.567470,0.499852,0.000000,1.562002,
