step,train_loss,val_loss
0,5.584378,5.572535
1000,2.046447,1.980532
2000,1.716951,1.702984
3000,1.620171,1.612797
4000,1.549444,1.549441
5000,1.517217,1.516533
6000,1.490003,1.493548
7000,1.484425,1.473845
8000,1.459376,1.460403
9000,1.452225,1.444042
10000,1.435389,1.430021
11000,1.425507,1.415408
12000,1.411056,1.407748
13000,1.395349,1.396456
14000,1.384634,1.389497
15000,1.377097,1.379904
16000,1.369949,1.370934
17000,1.371228,1.364437
18000,1.357271,1.357998
19000,1.354647,1.353315
20000,1.346257,1.348033
21000,1.342680,1.343521
22000,1.344511,1.339919
23000,1.327695,1.337170
24000,1.333510,1.334363
