step,train_loss,val_bpb
200,8.602286,2.358318
400,7.611630,2.251443
600,7.047152,2.090357
800,6.756979,2.034623
1000,6.606859,1.998284
1200,6.514880,1.980080
1400,6.437830,1.957289
1600,6.357517,1.938585
1800,6.320171,1.927210
2000,6.276715,1.915833
2200,6.221031,1.901450
2400,6.189728,1.888789
2600,6.155364,1.872546
2800,6.108958,1.862528
3000,6.067134,1.855010
3200,6.037349,1.840963
3400,5.989479,1.832563
3600,5.983787,1.828204
3800,5.947849,1.820855
4000,5.907063,1.811338
4200,5.900776,1.805671
4400,5.889762,1.800167
4600,5.862951,1.794088
4800,5.860433,1.788200
