step,train_loss,val_loss
0,5.555277,5.556345
1000,2.228512,2.155449
2000,1.804509,1.787328
3000,1.686389,1.680812
4000,1.607260,1.605679
5000,1.570564,1.570262
6000,1.535418,1.540616
7000,1.531070,1.521167
8000,1.502470,1.503965
9000,1.493397,1.487279
10000,1.476423,1.470493
11000,1.468039,1.458439
12000,1.454790,1.452588
13000,1.436848,1.438631
14000,1.427995,1.429131
15000,1.419548,1.421512
16000,1.412253,1.414641
17000,1.413956,1.408815
18000,1.400365,1.400651
19000,1.398370,1.395491
20000,1.389346,1.390340
21000,1.383449,1.385894
22000,1.385819,1.382316
23000,1.370341,1.379126
24000,1.377244,1.377730
