step,train_loss,val_bpb
200,8.872258,2.396627
400,7.368259,2.123456
600,6.844822,2.045533
800,6.637977,2.014499
1000,6.487962,1.956483
1200,6.356473,1.917965
1400,6.253223,1.894001
1600,6.144582,1.869110
1800,6.090486,1.852103
2000,6.031955,1.834891
2200,5.964391,1.818587
2400,5.932330,1.806016
2600,5.897265,1.790593
2800,5.849221,1.781509
3000,5.811437,1.772019
3200,5.785813,1.765216
3400,5.737450,1.754150
3600,5.735363,1.752397
3800,5.702657,1.745088
4000,5.658872,1.734498
4200,5.658919,1.731681
4400,5.649566,1.725132
4600,5.623404,1.719136
4800,5.621026,1.713185
5000,5.590420,1.709251
5200,5.556665,1.699894
5400,5.530213,1.695947
5600,5.549312,1.693255
5800,5.524850,1.688510
6000,5.513681,1.684650
6200,5.497941,1.682321
6400,5.482635,1.680358
6600,5.479212,1.675467
6800,5.465499,1.672655
7000,5.466313,1.671124
7200,5.459933,1.669417
7400,5.458530,1.668308
7600,5.438648,1.665156
7800,5.443497,1.664538
8000,5.429865,1.663589
