step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.550562,0.362916,0.000000,6.529954,6.596455
1000,2.518999,0.452916,0.000000,2.461055,2.493413
2000,2.288361,0.481700,0.000000,2.274848,2.279933
3000,2.198942,0.489740,0.000000,2.195239,2.196933
4000,2.144585,0.493410,0.000000,2.143941,2.145733
5000,2.116116,0.496210,0.000000,2.114642,2.114879
6000,2.089774,0.497711,0.000000,2.074282,2.074208
7000,2.060258,0.498722,0.000000,2.053289,2.054933
8000,2.046983,0.499180,0.000000,2.031058,2.030303
9000,2.029376,0.499561,0.000000,2.023672,2.024224
10000,1.995211,0.499824,0.000000,2.009006,2.008582
11000,2.002317,0.482490,0.000250,2.009043,2.010203
12000,1.985876,0.472083,0.000500,1.989033,1.989019
13000,1.991075,0.463613,0.000750,1.976591,1.976736
14000,1.968122,0.454018,0.001000,1.968152,1.967196
15000,1.953605,0.444790,0.001250,1.953945,1.954501
16000,1.937665,0.437194,0.001500,1.937836,1.937778
17000,1.948497,0.432739,0.001750,1.938895,1.938563
18000,1.937087,0.422901,0.002000,1.917669,1.918511
19000,1.930557,0.417451,0.002250,1.934395,1.932998
20000,1.917798,0.407173,0.002500,1.927963,1.927208
21000,1.905307,0.401269,0.002750,1.906049,1.905401
22000,1.895883,0.395259,0.003000,1.897795,1.897656
23000,1.895047,0.382919,0.003250,1.899576,1.898818
24000,1.886150,0.377514,0.003500,1.884454,1.884131
25000,1.888816,0.367711,0.003750,1.880361,1.881353
26000,1.861266,0.359815,0.004000,1.863878,1.864345
27000,1.850009,0.354379,0.004250,1.845026,1.845938
28000,1.853457,0.343841,0.004500,1.843130,1.842625
29000,1.859866,0.336510,0.004750,1.853867,1.852915
30000,1.850981,0.328219,0.005000,1.844141,1.844123
31000,1.845361,0.320786,0.005250,1.838984,1.838077
32000,1.834043,0.312769,0.005500,1.829380,1.829244
33000,1.829595,0.302590,0.005750,1.822683,1.821207
34000,1.821282,0.294147,0.006000,1.823914,1.823919
35000,1.815985,0.284224,0.006250,1.815430,1.814791
36000,1.804767,0.276417,0.006500,1.808078,1.806517
37000,1.802780,0.265944,0.006750,1.801107,1.800790
38000,1.812818,0.255299,0.007000,1.805561,1.805265
39000,1.796739,0.245969,0.007250,1.799907,1.797572
40000,1.790913,0.235584,0.007500,1.794503,1.792659
41000,1.787713,0.224924,0.007750,1.786519,1.785946
42000,1.798212,0.215696,0.008000,1.793169,1.794770
43000,1.789248,0.205492,0.008250,1.788567,1.787768
44000,1.792934,0.196466,0.008500,1.787514,1.786654
45000,1.790224,0.187845,0.008750,1.787419,1.787808
46000,1.789963,0.178959,0.009000,1.788591,1.787340
47000,1.778791,0.171840,0.009250,1.782842,1.782812
48000,1.789802,0.166012,0.009500,1.786052,1.786779
49000,1.778732,0.160870,0.009750,1.783197,1.780671
