step,train_loss,val_bpb
500,6.395940,1.868806
1000,5.692709,1.715059
1500,5.373306,1.625438
2000,5.166532,1.567666
2500,5.021783,1.527636
3000,4.923078,1.501548
3500,4.868176,1.484424
4000,4.821149,1.474749
