step,train_loss,val_bpb
200,8.666732,2.299270
400,7.141013,2.057915
600,6.551644,1.957877
800,6.278897,1.904322
1000,6.131402,1.866453
1200,6.007776,1.836317
1400,5.923049,1.811985
1600,5.844106,1.790490
1800,5.783030,1.774451
2000,5.710640,1.757501
2200,5.684201,1.743569
2400,5.647688,1.731557
2600,5.587361,1.718126
2800,5.560012,1.708248
3000,5.526806,1.697116
3200,5.482977,1.690900
3400,5.453573,1.681866
3600,5.428280,1.675387
3800,5.395948,1.664055
4000,5.371614,1.658049
4200,5.344776,1.649883
4400,5.330478,1.644027
4600,5.301204,1.636901
4800,5.304402,1.631773
5000,5.259372,1.623837
5200,5.243734,1.620715
5400,5.222402,1.613757
5600,5.197229,1.610717
5800,5.193489,1.604825
6000,5.177405,1.601475
6200,5.157256,1.597897
6400,5.156550,1.595104
6600,5.134850,1.592112
6800,5.131680,1.590100
7000,5.134463,1.587477
7200,5.119204,1.585700
7400,5.100337,1.583664
7600,5.089435,1.582514
7800,5.089700,1.580546
8000,5.095433,1.578964
