step,train_loss,val_bpb
200,8.227028,2.300948
400,7.057609,2.053761
600,6.654877,1.997754
800,6.478719,1.962615
1000,6.344219,1.917831
1200,6.205705,1.873730
1400,6.092562,1.846954
1600,5.983089,1.824996
1800,5.930239,1.804218
2000,5.863393,1.786942
2200,5.796959,1.775283
2400,5.772045,1.759741
2600,5.732000,1.747902
2800,5.688161,1.738583
3000,5.647776,1.726783
3200,5.623167,1.716093
3400,5.575679,1.711751
3600,5.574018,1.709367
3800,5.537949,1.700625
4000,5.493860,1.689462
4200,5.495967,1.686339
4400,5.489009,1.682337
4600,5.460796,1.674432
4800,5.459063,1.670109
5000,5.429124,1.663414
5200,5.401238,1.658502
5400,5.372729,1.654399
5600,5.394996,1.650471
5800,5.368738,1.647493
6000,5.359185,1.644480
6200,5.346382,1.640515
6400,5.332056,1.638460
6600,5.326685,1.635297
6800,5.312025,1.632921
7000,5.316464,1.631524
7200,5.310560,1.629291
7400,5.307828,1.628120
7600,5.289041,1.625334
7800,5.296043,1.624008
8000,5.284726,1.624375
