step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.502390,0.502433,0.498516,0.498523,0.498461,0.498466,0.497203,0.497216,0.499544,0.499362,0.498887,0.498956,0.499176,0.499138,0.500930,0.500684,0.499697,0.499636,0.500404,0.500423,0.501456,0.501449,0.503134,0.503169,0.499756,0.499798,0.500990,0.501043,0.502254,0.502254,0.503146,0.503198,0.500147,0.500267,0.500989,0.501033,0.502337,0.502340,0.503121,0.503184,0.500463,0.500645,0.500953,0.500967,0.502150,0.502153,0.503170,0.503217
400,0.511391,0.511545,0.500027,0.500168,0.494476,0.494524,0.488721,0.488813,0.502369,0.501025,0.493835,0.493855,0.494193,0.493911,0.496832,0.496179,0.503625,0.503259,0.497737,0.497736,0.499551,0.499235,0.513652,0.513345,0.499317,0.499763,0.504502,0.504394,0.505234,0.505146,0.513886,0.513588,0.500145,0.500434,0.504783,0.504488,0.505101,0.505040,0.513918,0.513698,0.501364,0.501256,0.504853,0.504194,0.499072,0.499009,0.513554,0.513205
600,0.527309,0.527573,0.509350,0.509749,0.488775,0.488652,0.478048,0.478412,0.508076,0.504409,0.483773,0.483446,0.489883,0.489177,0.489453,0.488496,0.508625,0.507094,0.493602,0.493517,0.491136,0.490113,0.523621,0.521685,0.500692,0.501082,0.512593,0.510499,0.497439,0.495618,0.530456,0.530273,0.499809,0.499852,0.512819,0.505625,0.494972,0.494468,0.529932,0.529483,0.500418,0.500243,0.511996,0.507893,0.488027,0.487908,0.529153,0.529310
800,0.549337,0.549744,0.523642,0.524402,0.480838,0.480249,0.465213,0.465979,0.515867,0.508366,0.470618,0.469410,0.484584,0.483705,0.477337,0.476336,0.513241,0.509526,0.488020,0.487900,0.485825,0.484050,0.531825,0.527160,0.500065,0.500333,0.523014,0.520168,0.496127,0.490335,0.545967,0.546950,0.501988,0.499555,0.519358,0.499538,0.485716,0.483957,0.544937,0.543625,0.502755,0.501695,0.519260,0.512187,0.479309,0.479242,0.542218,0.539699
1000,0.572585,0.573120,0.541041,0.542284,0.466527,0.465176,0.449692,0.450802,0.525117,0.511833,0.455585,0.452793,0.475686,0.474465,0.461004,0.459808,0.518837,0.512117,0.481273,0.480793,0.479719,0.477287,0.539951,0.531038,0.498397,0.499077,0.531503,0.528407,0.500758,0.488007,0.558125,0.560180,0.504014,0.500447,0.523250,0.498967,0.486562,0.479195,0.557219,0.552928,0.507082,0.505847,0.526574,0.516549,0.474455,0.472994,0.549944,0.542777
1200,0.591030,0.591694,0.559068,0.560827,0.449407,0.447427,0.433166,0.434470,0.533001,0.513550,0.439893,0.435660,0.464208,0.462509,0.442883,0.441279,0.522573,0.512527,0.474312,0.473269,0.473005,0.469582,0.546218,0.531299,0.497696,0.498604,0.536860,0.533507,0.504848,0.489835,0.566385,0.568831,0.503668,0.499106,0.528780,0.500200,0.489605,0.474536,0.571202,0.559301,0.508270,0.506431,0.530730,0.519712,0.472613,0.467759,0.555740,0.544838
1400,0.609449,0.610297,0.577927,0.580168,0.432789,0.429765,0.418217,0.419621,0.541187,0.514757,0.426797,0.419658,0.452798,0.450059,0.426720,0.424334,0.524821,0.511198,0.469119,0.467251,0.466726,0.461619,0.551165,0.530158,0.498509,0.499821,0.549761,0.545699,0.511235,0.489639,0.588608,0.587190,0.502539,0.496177,0.538361,0.498546,0.493380,0.468390,0.589052,0.563992,0.508564,0.505305,0.539200,0.525675,0.470877,0.457451,0.562304,0.546174
1600,0.626695,0.627709,0.597355,0.600019,0.414662,0.410715,0.404177,0.405548,0.549993,0.515373,0.416183,0.405132,0.440934,0.436620,0.411396,0.408126,0.527352,0.509916,0.462839,0.459974,0.459219,0.451394,0.555514,0.529273,0.497818,0.499754,0.563776,0.558730,0.518389,0.489421,0.608013,0.597956,0.504134,0.494317,0.547916,0.493054,0.498293,0.464644,0.604652,0.567191,0.510874,0.506683,0.546719,0.528571,0.472703,0.446969,0.567324,0.547009
1800,0.640670,0.641762,0.614442,0.617579,0.398186,0.392807,0.390718,0.391870,0.554506,0.512647,0.408778,0.392311,0.430185,0.423438,0.398183,0.393575,0.529027,0.507859,0.458348,0.454323,0.453597,0.442163,0.557014,0.525793,0.497004,0.499206,0.576483,0.571647,0.525085,0.488926,0.628041,0.606588,0.504738,0.491597,0.556733,0.488931,0.503114,0.462584,0.622731,0.570168,0.512756,0.506598,0.556298,0.533807,0.476824,0.440718,0.571988,0.547807
2000,0.654638,0.655840,0.632197,0.635837,0.384322,0.376335,0.378359,0.379031,0.561366,0.510987,0.405239,0.380966,0.421060,0.411269,0.385020,0.378837,0.532533,0.507301,0.452292,0.446908,0.447670,0.433092,0.558229,0.521531,0.497879,0.500304,0.588550,0.583505,0.531600,0.489493,0.647245,0.615811,0.503991,0.489142,0.568621,0.483658,0.508188,0.461383,0.635846,0.572347,0.514843,0.507888,0.566361,0.534304,0.480446,0.436472,0.575622,0.548541
2200,0.667662,0.668921,0.649810,0.653846,0.373490,0.361580,0.367296,0.367310,0.567223,0.508176,0.404370,0.371743,0.413865,0.400170,0.373870,0.365822,0.535040,0.505536,0.446247,0.439055,0.443170,0.425133,0.558923,0.517409,0.499273,0.500912,0.600819,0.595666,0.537477,0.490031,0.667150,0.623374,0.501831,0.488970,0.582752,0.477761,0.516971,0.459620,0.651325,0.574036,0.515493,0.507719,0.575971,0.533724,0.485204,0.432331,0.578629,0.549111
2400,0.679670,0.680971,0.664775,0.669128,0.366759,0.348756,0.356987,0.356138,0.572051,0.504539,0.407600,0.364408,0.409353,0.390702,0.364312,0.353636,0.539043,0.504659,0.442290,0.433099,0.440239,0.417686,0.560102,0.513799,0.499842,0.500962,0.609253,0.603135,0.543239,0.489482,0.683424,0.629428,0.503459,0.487503,0.592400,0.472642,0.523119,0.459233,0.660608,0.575440,0.514438,0.504323,0.583502,0.533826,0.489491,0.430525,0.581191,0.549611
2600,0.686843,0.688159,0.678931,0.683564,0.362825,0.336984,0.347127,0.345249,0.576702,0.500993,0.413923,0.358350,0.405528,0.381073,0.357062,0.343215,0.540202,0.500929,0.437907,0.426324,0.437337,0.410127,0.559817,0.508831,0.500908,0.501340,0.617462,0.611321,0.547653,0.489187,0.700104,0.635913,0.501863,0.485070,0.601888,0.467646,0.530432,0.458892,0.672075,0.576704,0.512800,0.502472,0.593117,0.533271,0.496002,0.430118,0.583883,0.550107
2800,0.694406,0.695705,0.693291,0.698260,0.362387,0.327460,0.339007,0.336002,0.580287,0.496548,0.421914,0.353685,0.403983,0.372618,0.350901,0.333484,0.543472,0.498981,0.434291,0.419977,0.436087,0.403934,0.559530,0.504086,0.500956,0.500588,0.627388,0.620079,0.552612,0.490018,0.718221,0.643642,0.503503,0.485943,0.612660,0.462501,0.537702,0.459770,0.681525,0.577713,0.513448,0.503208,0.604511,0.533169,0.501854,0.429955,0.586346,0.550476
3000,0.701104,0.702389,0.706716,0.711925,0.366248,0.319256,0.331047,0.326548,0.585329,0.494208,0.430708,0.350625,0.404260,0.364922,0.346155,0.324503,0.547070,0.497322,0.431566,0.414079,0.435674,0.398556,0.558538,0.499323,0.501303,0.500755,0.635389,0.627417,0.558629,0.490057,0.732649,0.648995,0.502132,0.484975,0.624895,0.455961,0.546232,0.460158,0.690289,0.578642,0.512801,0.501983,0.615639,0.533045,0.508505,0.430835,0.588464,0.550896
3200,0.704934,0.706190,0.718902,0.724308,0.372151,0.313553,0.323989,0.317989,0.589214,0.491276,0.440833,0.348184,0.407116,0.358990,0.343472,0.316710,0.549646,0.494836,0.430280,0.409233,0.435693,0.393231,0.557629,0.494851,0.499536,0.497862,0.640326,0.631655,0.565841,0.489957,0.745084,0.653574,0.501886,0.481205,0.636224,0.452744,0.551703,0.460364,0.698461,0.579647,0.510314,0.499528,0.624750,0.531905,0.516381,0.431329,0.590695,0.551428
