step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
3400,0.709108,0.710283,0.726142,0.731685,0.378687,0.308105,0.317956,0.310107,0.593240,0.488027,0.452172,0.346247,0.410889,0.353451,0.341036,0.309518,0.552953,0.493074,0.429110,0.404501,0.436820,0.389384,0.556763,0.490570,0.500145,0.497104,0.644799,0.635555,0.570399,0.489170,0.753726,0.656471,0.501341,0.482397,0.648583,0.448246,0.558790,0.460282,0.705122,0.580331,0.509561,0.499827,0.638101,0.528701,0.522909,0.432246,0.592512,0.551745
3600,0.711164,0.712236,0.736347,0.741946,0.386014,0.303044,0.312502,0.302540,0.597792,0.484991,0.463014,0.345376,0.416453,0.348759,0.340461,0.303170,0.556337,0.491214,0.427786,0.399477,0.437856,0.385124,0.555499,0.486043,0.499979,0.495953,0.649595,0.639369,0.575138,0.489052,0.760967,0.658822,0.502127,0.481452,0.660009,0.446246,0.565684,0.461354,0.712252,0.580886,0.508776,0.498891,0.650054,0.526224,0.530404,0.433092,0.594074,0.551938
3800,0.715265,0.716249,0.745154,0.750899,0.393550,0.299795,0.307724,0.295491,0.599404,0.479960,0.474475,0.345072,0.422251,0.344227,0.341059,0.297744,0.559508,0.489582,0.428886,0.396487,0.439628,0.381844,0.553813,0.481461,0.500018,0.494846,0.653413,0.642170,0.579074,0.487319,0.767975,0.661187,0.501282,0.481537,0.671182,0.443469,0.571642,0.462210,0.719052,0.581512,0.510442,0.499499,0.662078,0.524245,0.536090,0.432163,0.595715,0.552222
4000,0.717545,0.718482,0.751413,0.757181,0.399942,0.296529,0.304209,0.289798,0.602458,0.476621,0.484481,0.344943,0.427502,0.340482,0.342097,0.293174,0.562701,0.488183,0.429366,0.393011,0.441223,0.378799,0.552350,0.477266,0.498872,0.492568,0.655721,0.643789,0.582257,0.485625,0.772994,0.662941,0.500191,0.481474,0.681591,0.440511,0.577959,0.461969,0.724433,0.582027,0.510437,0.498837,0.672652,0.522623,0.542059,0.432930,0.596998,0.552448
4200,0.716322,0.717133,0.757079,0.762953,0.406094,0.293574,0.301332,0.284745,0.605235,0.473503,0.493960,0.344560,0.433067,0.338053,0.344177,0.289804,0.565127,0.485977,0.428389,0.388462,0.442628,0.376083,0.550818,0.473661,0.499257,0.492366,0.656489,0.643971,0.584170,0.484306,0.777441,0.664613,0.499054,0.482026,0.690157,0.438813,0.583670,0.462735,0.729237,0.582559,0.508765,0.496934,0.681491,0.519949,0.548750,0.434399,0.598288,0.552745
4400,0.714455,0.715220,0.762158,0.768067,0.412272,0.290639,0.299283,0.280474,0.606915,0.470387,0.503331,0.344387,0.438377,0.335617,0.346144,0.286560,0.567969,0.484561,0.429521,0.385449,0.444573,0.373509,0.548758,0.469727,0.498971,0.491184,0.656927,0.643856,0.586282,0.482455,0.781039,0.666090,0.498736,0.482881,0.699047,0.437080,0.587519,0.463064,0.733594,0.582972,0.507911,0.495967,0.690034,0.517693,0.555606,0.435641,0.599428,0.552949
4600,0.715172,0.715864,0.765289,0.771165,0.418696,0.288535,0.297345,0.276173,0.608634,0.466971,0.511972,0.344189,0.444884,0.333586,0.348539,0.283454,0.570776,0.483078,0.431240,0.382894,0.445574,0.370925,0.546575,0.465684,0.500345,0.491560,0.657283,0.643786,0.587817,0.480747,0.783991,0.667190,0.498617,0.483711,0.707458,0.436157,0.592191,0.463677,0.737356,0.583279,0.506848,0.495080,0.698066,0.516068,0.560675,0.436026,0.600342,0.553055
4800,0.713929,0.714547,0.768743,0.774663,0.424663,0.286169,0.295604,0.272260,0.610441,0.464307,0.519935,0.344083,0.449684,0.331599,0.351349,0.281158,0.574387,0.481715,0.433552,0.381248,0.447197,0.368945,0.545023,0.462402,0.499673,0.490263,0.656263,0.642508,0.587470,0.478903,0.786078,0.668046,0.498261,0.484200,0.716327,0.434555,0.595691,0.464017,0.740883,0.583553,0.505910,0.495172,0.708257,0.514400,0.565599,0.436307,0.601183,0.553160
5000,0.712710,0.713310,0.771751,0.777671,0.430358,0.284391,0.294538,0.268761,0.611392,0.461070,0.526680,0.343357,0.454436,0.329508,0.354658,0.279410,0.576802,0.480026,0.434954,0.379361,0.449024,0.367114,0.542665,0.458513,0.500288,0.490103,0.656243,0.642212,0.587707,0.477074,0.788229,0.668973,0.498728,0.484184,0.722222,0.433523,0.598694,0.464076,0.744069,0.583930,0.506567,0.494698,0.717747,0.512351,0.570590,0.437044,0.602054,0.553381
5200,0.713564,0.714083,0.773932,0.779845,0.434843,0.281556,0.294108,0.265792,0.612660,0.458793,0.533220,0.343217,0.459169,0.327783,0.357891,0.277335,0.579923,0.479141,0.437263,0.378250,0.450664,0.365505,0.540679,0.455099,0.499720,0.488789,0.654784,0.640658,0.587133,0.475116,0.789506,0.669513,0.498948,0.484545,0.729037,0.432983,0.601650,0.464422,0.746663,0.584114,0.506194,0.494658,0.725125,0.509063,0.573384,0.435710,0.602657,0.553439
5400,0.712111,0.712569,0.775903,0.781822,0.439005,0.279298,0.293508,0.262618,0.614063,0.456525,0.540022,0.343427,0.464458,0.326130,0.361718,0.276086,0.581902,0.477339,0.439776,0.377130,0.452442,0.363533,0.538318,0.451392,0.500394,0.488458,0.653806,0.639370,0.585855,0.473091,0.790914,0.670256,0.498424,0.484370,0.735884,0.432008,0.603782,0.463600,0.749412,0.584461,0.506341,0.494718,0.732727,0.507015,0.576158,0.434538,0.603412,0.553665
5600,0.711248,0.711651,0.776643,0.782580,0.442043,0.277205,0.293560,0.260476,0.614872,0.454296,0.545517,0.343154,0.468798,0.324721,0.364863,0.275105,0.583190,0.475736,0.442158,0.376413,0.453423,0.361884,0.536442,0.448451,0.500342,0.487676,0.652511,0.637783,0.584641,0.471252,0.791773,0.670676,0.498837,0.484467,0.740423,0.431716,0.606405,0.463564,0.751276,0.584624,0.506757,0.495155,0.738628,0.505991,0.578307,0.434172,0.603889,0.553739
5800,0.710578,0.710950,0.777576,0.783491,0.445130,0.275720,0.294089,0.258109,0.615885,0.452343,0.550673,0.343172,0.473573,0.323371,0.368826,0.274204,0.585786,0.474964,0.444559,0.375778,0.454587,0.360510,0.534225,0.445240,0.501144,0.487815,0.651190,0.636230,0.582778,0.469261,0.792329,0.671001,0.499246,0.484645,0.744345,0.430967,0.607868,0.462461,0.753058,0.584761,0.506701,0.494632,0.744574,0.503536,0.579943,0.432997,0.604331,0.553797
6000,0.709350,0.709665,0.779488,0.785410,0.447529,0.273941,0.294347,0.256113,0.616627,0.450644,0.555270,0.343290,0.477835,0.322326,0.372258,0.273664,0.587498,0.473934,0.446770,0.375132,0.455529,0.358966,0.532238,0.442466,0.501236,0.487208,0.649415,0.634345,0.580728,0.467223,0.792745,0.671277,0.499360,0.484899,0.746937,0.430194,0.608982,0.461867,0.754328,0.584867,0.506560,0.494416,0.749862,0.501623,0.581989,0.432312,0.604671,0.553845
6200,0.708185,0.708476,0.779173,0.785081,0.449097,0.272256,0.294873,0.254584,0.617798,0.449319,0.559549,0.343289,0.480972,0.321260,0.374854,0.273030,0.589009,0.472910,0.448693,0.374506,0.456553,0.357813,0.530402,0.439976,0.501142,0.486837,0.648732,0.633524,0.579230,0.465757,0.793146,0.671533,0.499344,0.484958,0.749169,0.429995,0.610038,0.461259,0.755471,0.584959,0.506352,0.494439,0.754554,0.500454,0.583640,0.432082,0.604978,0.553885
6400,0.707787,0.708050,0.779374,0.785274,0.450858,0.271008,0.295203,0.253010,0.618066,0.447724,0.563104,0.343143,0.484311,0.320073,0.377675,0.272619,0.590162,0.471976,0.450642,0.374153,0.457552,0.356758,0.528898,0.437804,0.501451,0.486617,0.647548,0.632342,0.577887,0.464254,0.793195,0.671601,0.499157,0.484939,0.751037,0.429979,0.611277,0.461136,0.756353,0.584984,0.506188,0.494515,0.759185,0.498874,0.585125,0.431227,0.605188,0.553873
6600,0.706719,0.706952,0.780833,0.786739,0.452434,0.269686,0.295677,0.251619,0.618742,0.446673,0.566777,0.343284,0.487774,0.319313,0.380213,0.272299,0.591782,0.471525,0.452332,0.373903,0.458278,0.355801,0.527278,0.435570,0.501391,0.486353,0.646236,0.631046,0.576242,0.462855,0.793260,0.671788,0.499547,0.485584,0.753382,0.429364,0.611782,0.460028,0.757217,0.585094,0.505988,0.494596,0.762330,0.497668,0.585631,0.430079,0.605441,0.553945
6800,0.705415,0.705645,0.780618,0.786529,0.453788,0.268287,0.295983,0.250366,0.618722,0.445324,0.569649,0.343239,0.490458,0.318524,0.382505,0.271975,0.593114,0.471005,0.454080,0.373871,0.459152,0.355102,0.526020,0.433786,0.501083,0.485747,0.644810,0.629611,0.574489,0.461479,0.793038,0.671755,0.499979,0.486011,0.755014,0.428772,0.612344,0.459202,0.757748,0.585055,0.505932,0.494518,0.765342,0.496229,0.586338,0.429080,0.605523,0.553888
7000,0.704379,0.704588,0.781032,0.786935,0.454836,0.267221,0.296421,0.249249,0.619137,0.444353,0.572115,0.343047,0.493137,0.317919,0.384823,0.271808,0.593977,0.470047,0.455185,0.373502,0.459761,0.354344,0.524563,0.431877,0.500742,0.485131,0.643200,0.627974,0.572623,0.459912,0.792718,0.671736,0.500435,0.486462,0.756185,0.427947,0.612661,0.458209,0.758266,0.585073,0.506075,0.494479,0.767554,0.494812,0.586606,0.427912,0.605637,0.553882
7200,0.704197,0.704405,0.780633,0.786530,0.455480,0.266201,0.296904,0.248257,0.619194,0.443349,0.574480,0.342908,0.495458,0.317322,0.386945,0.271758,0.595153,0.469724,0.456568,0.373415,0.460446,0.353767,0.523262,0.430172,0.501006,0.485153,0.641959,0.626709,0.570971,0.458607,0.792325,0.671631,0.500345,0.486503,0.757367,0.427416,0.612943,0.457481,0.758634,0.585051,0.506124,0.494547,0.769387,0.493533,0.586438,0.426491,0.605704,0.553847
7400,0.703916,0.704107,0.780296,0.786182,0.456313,0.265371,0.297372,0.247458,0.619335,0.442525,0.576576,0.342830,0.497451,0.316557,0.388791,0.271683,0.595692,0.469105,0.457827,0.373407,0.460999,0.353221,0.522349,0.428857,0.501001,0.484934,0.640652,0.625386,0.569391,0.457348,0.791997,0.671612,0.500268,0.486291,0.758004,0.426947,0.612910,0.456677,0.758964,0.585056,0.506106,0.494342,0.771215,0.492306,0.586227,0.425165,0.605785,0.553841
7600,0.703438,0.703621,0.780832,0.786718,0.456734,0.264486,0.297706,0.246642,0.619304,0.441594,0.578534,0.342786,0.499457,0.315978,0.390684,0.271705,0.596446,0.468590,0.459025,0.373245,0.461491,0.352696,0.521061,0.427283,0.500915,0.484635,0.639519,0.624249,0.568030,0.456305,0.791551,0.671536,0.500622,0.486583,0.758873,0.426529,0.613085,0.455821,0.759262,0.585056,0.506206,0.494166,0.772399,0.491204,0.585854,0.423681,0.605839,0.553824
7800,0.703200,0.703377,0.780861,0.786738,0.457398,0.263672,0.298061,0.245909,0.619381,0.440850,0.580424,0.342815,0.501398,0.315539,0.392409,0.271696,0.597088,0.468115,0.460159,0.373218,0.461880,0.352151,0.520194,0.426066,0.500581,0.484131,0.638288,0.623067,0.566726,0.455292,0.791030,0.671437,0.500908,0.486910,0.759391,0.426107,0.612832,0.454900,0.759491,0.585034,0.506182,0.494052,0.773631,0.489934,0.585437,0.422429,0.605870,0.553788
8000,0.702707,0.702876,0.780834,0.786703,0.457894,0.262844,0.298558,0.245187,0.619504,0.440145,0.582088,0.342733,0.503073,0.314832,0.394039,0.271593,0.597870,0.467704,0.461249,0.373155,0.462344,0.351628,0.519247,0.424803,0.500737,0.483946,0.637014,0.621819,0.565180,0.454091,0.790404,0.671299,0.500971,0.487019,0.759977,0.425598,0.612665,0.453999,0.759714,0.585008,0.506139,0.493863,0.774619,0.488788,0.584783,0.421047,0.605899,0.553757
