step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.496969,0.497508,0.495627,0.495677,0.495834,0.495646,0.501375,0.499771,0.501676,0.499091,0.496176,0.496106,0.499960,0.499704,0.502546,0.501163,0.501471,0.499097,0.498102,0.497856,0.500601,0.500532,0.502281,0.501118,0.499442,0.498961,0.499505,0.499486,0.501018,0.500987,0.502103,0.501153,0.500782,0.499897,0.499358,0.499346,0.499743,0.499718,0.500960,0.500355,0.500183,0.500094,0.500174,0.500171,0.499846,0.499710,0.500388,0.499952
400,0.488723,0.492387,0.479794,0.480697,0.476000,0.475529,0.506612,0.501937,0.513244,0.499965,0.481894,0.480168,0.494421,0.492406,0.510094,0.504785,0.511562,0.498168,0.492253,0.490783,0.498700,0.497738,0.508137,0.504072,0.499570,0.496304,0.498463,0.498422,0.506754,0.505965,0.507444,0.504322,0.506293,0.500813,0.498697,0.498562,0.500059,0.499888,0.503347,0.501857,0.499592,0.499704,0.499636,0.499695,0.502478,0.501888,0.501667,0.500779
600,0.476012,0.483229,0.459452,0.460889,0.457092,0.453828,0.516263,0.506267,0.531030,0.499359,0.468044,0.461602,0.486339,0.479660,0.522071,0.509552,0.530089,0.498450,0.483614,0.477520,0.492678,0.488465,0.517207,0.507226,0.503373,0.489936,0.496332,0.496223,0.516614,0.513193,0.516255,0.508411,0.519318,0.503791,0.497820,0.497042,0.501307,0.499986,0.506541,0.503424,0.498950,0.498756,0.499239,0.499336,0.507855,0.506256,0.502847,0.501380
800,0.464872,0.473685,0.443298,0.444305,0.450153,0.437205,0.531839,0.514035,0.551115,0.497337,0.464636,0.446841,0.482761,0.468058,0.537788,0.515326,0.552127,0.498841,0.477813,0.461897,0.486962,0.477515,0.528802,0.510274,0.514655,0.484921,0.493673,0.493126,0.524984,0.516929,0.526558,0.512066,0.535922,0.505555,0.497470,0.495423,0.504099,0.499620,0.510247,0.504803,0.498079,0.497306,0.499004,0.499128,0.515112,0.511473,0.503904,0.501802
1000,0.455733,0.464593,0.431364,0.430508,0.456915,0.425688,0.549930,0.523009,0.572228,0.494616,0.474025,0.434672,0.486332,0.458886,0.554727,0.521043,0.577031,0.498261,0.479559,0.446480,0.483638,0.467015,0.541469,0.512700,0.529561,0.482637,0.490563,0.489084,0.530332,0.516651,0.537224,0.514802,0.552897,0.506908,0.497295,0.493466,0.507752,0.498733,0.514465,0.506022,0.497648,0.496177,0.498751,0.498898,0.527098,0.518687,0.504849,0.502099
1200,0.448631,0.456831,0.422729,0.418494,0.472205,0.418293,0.569954,0.532775,0.592063,0.490576,0.492541,0.425155,0.496246,0.451309,0.572980,0.526000,0.600654,0.496011,0.491939,0.433377,0.484097,0.457639,0.554866,0.513803,0.545460,0.480423,0.486826,0.483446,0.533718,0.513146,0.548989,0.516443,0.567336,0.505845,0.497720,0.491379,0.511751,0.496906,0.519321,0.507102,0.497501,0.494915,0.498512,0.498665,0.536436,0.523501,0.505796,0.502327
1400,0.441830,0.448868,0.417181,0.408289,0.491567,0.413270,0.590758,0.542199,0.608873,0.486095,0.514053,0.418764,0.511851,0.445777,0.592032,0.529375,0.621629,0.491716,0.507640,0.422062,0.488538,0.448922,0.569235,0.513440,0.561725,0.478097,0.483362,0.476849,0.535617,0.507302,0.561541,0.516850,0.580420,0.502581,0.498603,0.488930,0.517811,0.496037,0.524787,0.507948,0.497390,0.493190,0.498331,0.498481,0.545920,0.527265,0.506833,0.502532
1600,0.436375,0.442094,0.413795,0.399618,0.511617,0.410579,0.610588,0.549814,0.622666,0.480480,0.534856,0.415520,0.530332,0.442559,0.609824,0.530099,0.639714,0.484946,0.524001,0.413849,0.496269,0.441433,0.582251,0.510117,0.577773,0.475131,0.481258,0.470443,0.536537,0.499496,0.572825,0.514803,0.593332,0.500045,0.499330,0.486308,0.523180,0.494046,0.530113,0.508334,0.497331,0.491632,0.498107,0.498236,0.554993,0.529879,0.507727,0.502614
1800,0.431547,0.435843,0.411853,0.392176,0.531198,0.407695,0.627692,0.552974,0.633846,0.474220,0.554031,0.411950,0.549437,0.440228,0.625833,0.527676,0.654462,0.477560,0.540061,0.406967,0.506317,0.435067,0.593382,0.504332,0.593079,0.470802,0.479705,0.464089,0.536995,0.491583,0.581972,0.510902,0.604034,0.496195,0.500436,0.483468,0.528865,0.492339,0.534921,0.508234,0.497697,0.489945,0.497880,0.497980,0.564794,0.532940,0.508489,0.502603
