step,train_loss,val_loss
0,5.531977,5.526836
1000,2.246027,2.198033
2000,1.859323,1.841772
3000,1.734585,1.730166
4000,1.665863,1.666619
5000,1.623193,1.620792
6000,1.597017,1.603652
7000,1.596845,1.587723
8000,1.574786,1.578028
9000,1.571567,1.562871
10000,1.555841,1.554352
11000,1.549603,1.541888
12000,1.537398,1.532012
13000,1.519564,1.520765
14000,1.509883,1.513358
15000,1.502310,1.504448
16000,1.495021,1.497411
17000,1.498124,1.491500
18000,1.485837,1.484481
19000,1.482373,1.478964
20000,1.473024,1.474117
21000,1.467300,1.470075
22000,1.470646,1.466476
23000,1.455280,1.464055
24000,1.460826,1.460973
