step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497829,0.497986,0.496457,0.496457,0.496263,0.496168,0.497420,0.497392,0.496300,0.496268,0.496495,0.496389,0.498351,0.498269,0.496524,0.496468,0.497050,0.496947,0.498465,0.498556,0.496567,0.496575,0.497425,0.497407,0.497990,0.497932,0.496542,0.496644,0.497624,0.497633,0.498553,0.498645,0.497444,0.497698,0.498350,0.498393
400,0.490947,0.493256,0.492968,0.493014,0.491053,0.491214,0.499091,0.495697,0.489347,0.489482,0.493930,0.494019,0.497112,0.495836,0.490503,0.490804,0.495181,0.495216,0.497659,0.497122,0.489779,0.490169,0.495564,0.495677,0.496366,0.496098,0.489403,0.490186,0.495669,0.495803,0.495990,0.496179,0.492127,0.492987,0.496800,0.496859
600,0.477561,0.483775,0.490100,0.490338,0.487017,0.487845,0.506872,0.496336,0.481830,0.481860,0.493749,0.493871,0.505039,0.496678,0.482914,0.483658,0.494493,0.494699,0.500695,0.496383,0.481706,0.482727,0.495017,0.495249,0.499467,0.496198,0.479521,0.480873,0.494756,0.495113,0.496216,0.495527,0.488173,0.489368,0.496422,0.496552
800,0.460270,0.471223,0.485380,0.486089,0.478720,0.480515,0.523793,0.502029,0.478301,0.476146,0.494876,0.494348,0.520381,0.502217,0.475527,0.475322,0.493514,0.493827,0.512700,0.498947,0.474057,0.474600,0.494471,0.494702,0.508205,0.499233,0.468975,0.469328,0.493287,0.494023,0.498783,0.496012,0.485125,0.486187,0.495927,0.496186
1000,0.443215,0.458161,0.478547,0.480063,0.466809,0.468495,0.545341,0.510055,0.480925,0.473496,0.501654,0.498043,0.540717,0.510811,0.471226,0.467250,0.493817,0.492910,0.532939,0.505790,0.467949,0.466248,0.494153,0.493696,0.524179,0.505342,0.461412,0.457319,0.490686,0.491921,0.505017,0.497857,0.482900,0.482703,0.495313,0.495682
1200,0.430849,0.448377,0.471089,0.473670,0.456571,0.456223,0.566775,0.517938,0.488094,0.473836,0.511456,0.503025,0.561483,0.519156,0.472623,0.462337,0.495230,0.491867,0.555131,0.513668,0.465597,0.458393,0.494190,0.492112,0.543670,0.513261,0.462448,0.449224,0.487657,0.489021,0.513241,0.500609,0.483886,0.480459,0.494794,0.495187
1400,0.423057,0.442249,0.463921,0.467698,0.448284,0.443400,0.588577,0.525269,0.499982,0.477263,0.522984,0.508620,0.581161,0.525929,0.479352,0.460724,0.499620,0.492316,0.578292,0.522662,0.466811,0.452277,0.494919,0.489997,0.564322,0.521812,0.471163,0.446147,0.485703,0.486155,0.523059,0.504050,0.488227,0.479440,0.494400,0.494714
1600,0.417563,0.437647,0.456424,0.461336,0.446184,0.432943,0.611151,0.532635,0.513826,0.481450,0.537435,0.515679,0.602175,0.533737,0.490454,0.461797,0.506157,0.492886,0.602497,0.530951,0.473272,0.447128,0.496522,0.487387,0.587099,0.530215,0.486861,0.446847,0.484668,0.482538,0.535984,0.508800,0.498206,0.479663,0.493952,0.494071
1800,0.413841,0.433850,0.449840,0.455799,0.446738,0.423449,0.629862,0.536220,0.529368,0.486708,0.551437,0.522251,0.622353,0.540424,0.502672,0.464272,0.514894,0.494810,0.626938,0.539032,0.483579,0.445098,0.499937,0.485055,0.610266,0.539423,0.505986,0.450813,0.484958,0.479303,0.548800,0.513372,0.513172,0.481944,0.493719,0.493507
