step,train_loss,val_loss
0,5.601490,5.611677
1000,3.119044,3.097188
2000,2.891319,2.873447
3000,2.701636,2.691190
4000,2.623322,2.616919
5000,2.585829,2.587249
6000,2.562016,2.557365
7000,2.535245,2.539373
8000,2.517340,2.511113
9000,2.486791,2.499453
10000,2.469689,2.460648
11000,2.449061,2.452703
12000,2.437567,2.436658
13000,2.425008,2.422086
14000,2.412997,2.406639
15000,2.396941,2.388956
16000,2.396022,2.389697
17000,2.383220,2.380828
18000,2.376613,2.383957
19000,2.382106,2.380790
20000,2.368313,2.381398
21000,2.368672,2.358938
22000,2.363138,2.357853
23000,2.358374,2.360705
24000,2.355573,2.347149
