step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
5500,4.271696,1.298678,16.995077,18.321692,18.548130,18.610447,19.091148,19.818462,0.867220,0.934871,0.946431,0.949612,0.974109,1.011193,15.069846,19.402670,18.352253,18.705400,19.153793,22.036980
6000,4.207277,1.283935,16.750082,18.205002,18.452194,18.514448,19.007351,19.796078,0.854712,0.928904,0.941521,0.944700,0.969821,1.010030,14.728599,19.359716,18.243740,18.655832,19.116606,22.201839
6500,4.170864,1.272476,16.535847,18.093889,18.363855,18.427212,18.924911,19.775152,0.843776,0.923221,0.937000,0.940241,0.965601,1.008948,14.425777,19.319271,18.149990,18.619745,19.080751,22.350739
7000,4.123436,1.263084,16.352928,17.998997,18.285143,18.347427,18.860270,19.752790,0.834437,0.918365,0.932973,0.936157,0.962294,1.007790,14.171317,19.281301,18.070429,18.597292,19.055592,22.483202
7500,4.091309,1.253261,16.198599,17.910845,18.214233,18.282299,18.793743,19.737251,0.826555,0.913860,0.929347,0.932827,0.958892,1.006979,13.948580,19.242584,18.004337,18.586365,19.034657,22.607103
8000,4.052531,1.245054,16.071201,17.840660,18.154455,18.223522,18.744846,19.725172,0.820052,0.910266,0.926289,0.929820,0.956385,1.006349,13.763195,19.208397,17.947729,18.586939,19.016825,22.711193
8500,4.019800,1.237069,15.965807,17.778660,18.108370,18.174635,18.700741,19.718271,0.814672,0.907092,0.923931,0.927322,0.954129,1.005982,13.610342,19.177042,17.897013,18.599966,19.003620,22.808167
9000,4.007184,1.230367,15.885130,17.730862,18.070589,18.139441,18.666769,19.717613,0.810550,0.904647,0.921996,0.925519,0.952388,1.005938,13.484483,19.147434,17.858580,18.616928,18.995434,22.890034
9500,3.965045,1.223580,15.822355,17.689703,18.036127,18.107771,18.637789,19.719286,0.807342,0.902541,0.920230,0.923896,0.950904,1.006011,13.382020,19.119286,17.825537,18.634663,18.990269,22.971436
10000,3.945751,1.217568,15.779980,17.659506,18.011541,18.080381,18.616598,19.721512,0.805180,0.900997,0.918972,0.922496,0.949819,1.006116,13.301805,19.095842,17.799236,18.653107,18.984632,23.043385
10500,3.951956,1.212042,15.746474,17.636713,17.993614,18.064011,18.600451,19.728439,0.803470,0.899831,0.918052,0.921660,0.948993,1.006461,13.238247,19.073822,17.774565,18.669725,18.981863,23.105452
11000,3.892342,1.207114,15.727665,17.619558,17.980671,18.050774,18.586506,19.733746,0.802508,0.898953,0.917390,0.920983,0.948279,1.006723,13.190694,19.056015,17.758940,18.685087,18.983789,23.163458
11500,3.878366,1.202783,15.718590,17.605745,17.972891,18.042385,18.577938,19.738819,0.802044,0.898245,0.916989,0.920549,0.947839,1.006976,13.159478,19.038628,17.747616,18.699965,18.985508,23.213551
12000,3.870163,1.198957,15.715087,17.597960,17.967279,18.038284,18.569063,19.742098,0.801864,0.897846,0.916699,0.920338,0.947385,1.007138,13.134579,19.024502,17.737495,18.714598,18.987162,23.259228
12500,3.845729,1.195398,15.716063,17.595722,17.965752,18.033684,18.567398,19.749832,0.801914,0.897730,0.916620,0.920104,0.947300,1.007530,13.117353,19.011955,17.730831,18.726732,18.987089,23.296503
13000,3.828295,1.192534,15.723609,17.592632,17.963987,18.031015,18.565361,19.756008,0.802296,0.897572,0.916530,0.919965,0.947194,1.007844,13.108734,19.001339,17.727369,18.736233,18.989794,23.329512
13500,3.822297,1.189764,15.734486,17.591871,17.965506,18.030857,18.565424,19.761566,0.802851,0.897533,0.916606,0.919957,0.947196,1.008126,13.103294,18.992067,17.723927,18.746325,18.993168,23.358253
14000,3.800778,1.187291,15.744759,17.591789,17.965979,18.033905,18.567122,19.767841,0.803375,0.897528,0.916630,0.920113,0.947282,1.008443,13.099624,18.983778,17.722149,18.753111,18.995047,23.382694
14500,3.783630,1.185353,15.756610,17.594028,17.966652,18.034883,18.567848,19.773933,0.803980,0.897640,0.916665,0.920162,0.947319,1.008753,13.098083,18.977791,17.722244,18.759474,18.998764,23.403397
15000,3.785498,1.184057,15.768620,17.595293,17.970251,18.035957,18.570074,19.779879,0.804592,0.897705,0.916848,0.920217,0.947433,1.009055,13.099012,18.972509,17.720066,18.766012,19.000383,23.422630
15500,3.774030,1.182885,15.781806,17.597782,17.971592,18.037788,18.571287,19.785650,0.805265,0.897832,0.916916,0.920310,0.947495,1.009349,13.099317,18.966930,17.719881,18.772804,19.003269,23.441341
16000,3.767222,1.182259,15.793996,17.600445,17.973825,18.040731,18.574638,19.791405,0.805887,0.897969,0.917029,0.920460,0.947665,1.009643,13.101740,18.962622,17.718557,18.778543,19.006285,23.459175
