step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.418431,0.422285,0.422967,0.413392,0.463014,0.402886,0.552341,0.508076,0.405464,0.380505,0.617779,0.500318,0.555932,0.497162,0.397698,0.379249,0.668970,0.581792,0.593388,0.498065,0.395529,0.363700,0.584361,0.462895,0.548315,0.481111,0.404237,0.401669,0.744434,0.716106,0.602671,0.513676,0.415376,0.364446,0.537017,0.434917,0.584296,0.484748
2200,0.418454,0.419442,0.421933,0.407625,0.479334,0.401899,0.560078,0.509773,0.406938,0.373631,0.645810,0.510032,0.566929,0.498441,0.396999,0.369477,0.694112,0.591007,0.615076,0.503438,0.399491,0.355439,0.605154,0.457879,0.568829,0.486878,0.396148,0.391256,0.777905,0.741022,0.618506,0.515650,0.424753,0.354305,0.555056,0.430063,0.604166,0.485399
2400,0.420636,0.418482,0.422053,0.402507,0.497666,0.402654,0.567522,0.511379,0.411321,0.368322,0.675018,0.521613,0.577200,0.499848,0.401100,0.361963,0.721812,0.601680,0.638247,0.509598,0.405663,0.348889,0.626442,0.453599,0.590257,0.493361,0.389982,0.381845,0.807736,0.760020,0.636163,0.518511,0.437846,0.348228,0.574508,0.426509,0.624747,0.485756
2600,0.422286,0.416923,0.424225,0.398933,0.516785,0.405173,0.575732,0.513917,0.419314,0.366440,0.705248,0.533442,0.588353,0.501309,0.407860,0.356777,0.749551,0.611291,0.662007,0.515916,0.415002,0.344701,0.648016,0.447170,0.612839,0.500970,0.385127,0.373453,0.835807,0.776985,0.652030,0.520224,0.453210,0.345256,0.595782,0.424995,0.644855,0.485773
2800,0.423978,0.415812,0.426574,0.396109,0.536542,0.407935,0.582444,0.515128,0.428797,0.367179,0.735305,0.543609,0.598511,0.501732,0.415925,0.352826,0.777995,0.621609,0.687078,0.522970,0.426840,0.341484,0.668431,0.440348,0.636660,0.509139,0.383648,0.367015,0.862043,0.791986,0.666607,0.522013,0.468145,0.342996,0.618197,0.424348,0.665519,0.485471
3000,0.426110,0.414920,0.429774,0.393879,0.557125,0.412503,0.587517,0.515694,0.437906,0.367149,0.765313,0.553970,0.610328,0.503864,0.425179,0.351100,0.807763,0.634255,0.713484,0.531636,0.440436,0.340376,0.689242,0.432806,0.660550,0.516622,0.383526,0.360764,0.883797,0.800343,0.682980,0.524697,0.484083,0.342937,0.642047,0.424918,0.685108,0.484846
3200,0.428237,0.414184,0.432832,0.391649,0.576948,0.416196,0.592626,0.516400,0.446790,0.367942,0.796398,0.566598,0.619410,0.504460,0.436646,0.350454,0.835755,0.644334,0.739432,0.539220,0.454311,0.340728,0.711761,0.426792,0.684139,0.523203,0.385110,0.355406,0.905262,0.808468,0.697072,0.525987,0.501543,0.344353,0.665641,0.425254,0.706848,0.483999
3400,0.430521,0.413725,0.436739,0.390296,0.598059,0.422348,0.597660,0.516528,0.459131,0.372510,0.827775,0.580052,0.628379,0.505372,0.449139,0.350987,0.863715,0.654858,0.765013,0.545545,0.469207,0.341985,0.732564,0.420507,0.707985,0.530257,0.387990,0.350693,0.922788,0.812013,0.708950,0.525840,0.517281,0.344879,0.688226,0.424038,0.726907,0.482655
3600,0.432778,0.413756,0.440247,0.389195,0.615955,0.426313,0.603038,0.517533,0.470475,0.376534,0.857681,0.593021,0.637509,0.506329,0.461958,0.352951,0.892356,0.666573,0.790523,0.552001,0.483619,0.343287,0.753143,0.415669,0.731347,0.536224,0.392213,0.347008,0.935405,0.811812,0.722421,0.527468,0.533826,0.347364,0.710738,0.422971,0.746070,0.480603
3800,0.434026,0.412662,0.443799,0.388084,0.634169,0.430891,0.606665,0.517210,0.481883,0.380388,0.887540,0.605459,0.645521,0.506771,0.474435,0.354690,0.919321,0.676689,0.814457,0.557072,0.497990,0.345447,0.773780,0.411001,0.754026,0.541999,0.397265,0.343493,0.944892,0.809134,0.734045,0.527527,0.550743,0.350266,0.732384,0.422046,0.763921,0.477976
4000,0.435420,0.412025,0.446997,0.387284,0.651551,0.435301,0.611147,0.518188,0.494157,0.385614,0.915856,0.617203,0.654849,0.508643,0.486246,0.356566,0.944698,0.684710,0.836704,0.560571,0.511903,0.347579,0.795928,0.408673,0.775257,0.546539,0.403419,0.341108,0.952703,0.805071,0.746217,0.528904,0.566786,0.352528,0.753431,0.421407,0.780147,0.474542
4200,0.436802,0.411609,0.450286,0.386805,0.668589,0.439778,0.616437,0.519185,0.505501,0.390048,0.944265,0.629376,0.660400,0.508145,0.497686,0.358402,0.967925,0.692151,0.856554,0.562512,0.525221,0.350230,0.818296,0.408412,0.796356,0.550293,0.409613,0.339408,0.956591,0.799555,0.756215,0.528638,0.582281,0.353833,0.773771,0.420088,0.794209,0.470750
4400,0.437701,0.411152,0.452946,0.386303,0.684356,0.444310,0.620632,0.519807,0.516652,0.394945,0.971163,0.640029,0.667058,0.508699,0.508686,0.360056,0.992439,0.700708,0.876110,0.564909,0.538772,0.352798,0.839671,0.408072,0.815417,0.552952,0.414951,0.337436,0.958602,0.792586,0.765511,0.528708,0.596900,0.355593,0.793928,0.419628,0.807436,0.466439
4600,0.439136,0.411267,0.455081,0.385782,0.699359,0.448168,0.624546,0.520364,0.526117,0.398698,0.995308,0.649837,0.672170,0.508268,0.519677,0.362128,1.013166,0.706695,0.892320,0.565540,0.550915,0.355088,0.860972,0.408386,0.832712,0.554278,0.421043,0.336291,0.960291,0.786200,0.772187,0.527455,0.610128,0.356763,0.812878,0.419011,0.819176,0.462236
4800,0.440074,0.410901,0.456922,0.385129,0.711778,0.450915,0.626869,0.520494,0.534536,0.402011,1.018408,0.659071,0.677835,0.508907,0.528852,0.363742,1.033073,0.713099,0.907589,0.565869,0.561391,0.356438,0.880107,0.408452,0.848455,0.555212,0.426667,0.335626,0.961796,0.779974,0.778175,0.526374,0.621486,0.356933,0.831034,0.418847,0.828483,0.458092
5000,0.439940,0.409920,0.458481,0.384626,0.723255,0.453768,0.629722,0.521247,0.542729,0.405494,1.039929,0.667216,0.682164,0.508838,0.537194,0.364926,1.050834,0.718715,0.920584,0.565821,0.571195,0.357967,0.898470,0.409385,0.862868,0.555391,0.431693,0.334997,0.962128,0.772719,0.782429,0.524601,0.632210,0.357489,0.847728,0.417242,0.835809,0.453342
5200,0.439979,0.409330,0.459621,0.384096,0.732981,0.455748,0.631248,0.520841,0.549490,0.408178,1.059666,0.674568,0.684936,0.508414,0.545327,0.366427,1.067931,0.723704,0.930412,0.565010,0.579606,0.358893,0.916340,0.410600,0.874120,0.554578,0.436971,0.334991,0.962090,0.767189,0.786719,0.523631,0.641410,0.357574,0.863169,0.416485,0.842313,0.449244
5400,0.440412,0.409005,0.460549,0.383646,0.741038,0.457636,0.633700,0.521409,0.556230,0.411107,1.077453,0.680555,0.687719,0.507825,0.551724,0.367293,1.082569,0.727335,0.939313,0.564072,0.587954,0.359980,0.932441,0.411182,0.884982,0.554005,0.441539,0.334664,0.961189,0.761348,0.790113,0.522478,0.650518,0.358170,0.877528,0.416554,0.847769,0.444987
5600,0.440320,0.408416,0.461435,0.383349,0.747917,0.459013,0.634848,0.521381,0.563248,0.414508,1.094542,0.687015,0.690065,0.507298,0.558129,0.368178,1.095570,0.730107,0.946674,0.562832,0.595617,0.360983,0.946926,0.411886,0.894204,0.552812,0.446213,0.334908,0.960434,0.755778,0.792891,0.521459,0.659107,0.358438,0.890208,0.416103,0.851810,0.441158
5800,0.439980,0.407822,0.461798,0.382767,0.753892,0.460302,0.635940,0.521293,0.568327,0.416726,1.110080,0.692820,0.692002,0.506866,0.563320,0.368960,1.107492,0.733160,0.952216,0.561430,0.602023,0.362005,0.960342,0.412320,0.902663,0.551927,0.450322,0.334930,0.958320,0.749523,0.795569,0.520515,0.666901,0.358947,0.901599,0.415573,0.855754,0.437477
6000,0.440097,0.407697,0.462192,0.382339,0.758256,0.461265,0.635571,0.520111,0.572174,0.418303,1.122750,0.696675,0.693207,0.506091,0.567822,0.369503,1.117182,0.734737,0.957554,0.560781,0.607928,0.362944,0.972150,0.412973,0.909732,0.550689,0.454436,0.335370,0.957903,0.744749,0.797143,0.519317,0.673469,0.358917,0.912107,0.415423,0.859502,0.433867
6200,0.439883,0.407345,0.461967,0.381725,0.760491,0.461405,0.636606,0.520219,0.575683,0.419801,1.134468,0.700466,0.695067,0.505869,0.571937,0.369902,1.125830,0.736252,0.961731,0.559514,0.613273,0.363800,0.982885,0.413871,0.915444,0.549355,0.457756,0.335684,0.957578,0.740803,0.799072,0.518580,0.679724,0.359482,0.921946,0.415199,0.862900,0.430952
6400,0.439453,0.406882,0.461881,0.381321,0.762785,0.461864,0.637158,0.520086,0.578845,0.421132,1.144464,0.703717,0.696460,0.505624,0.575206,0.370264,1.133416,0.737329,0.965001,0.558259,0.618062,0.364638,0.992510,0.414534,0.920435,0.548371,0.460981,0.336051,0.956719,0.736908,0.800632,0.517841,0.685127,0.359766,0.929394,0.414614,0.866111,0.428120
6600,0.438968,0.406402,0.461815,0.380974,0.764527,0.462341,0.637574,0.519899,0.581515,0.422241,1.153022,0.706132,0.697147,0.505058,0.578574,0.370884,1.140821,0.738965,0.968542,0.557510,0.622058,0.365169,1.001373,0.415199,0.925681,0.547730,0.463650,0.336286,0.955258,0.733177,0.801557,0.516909,0.689748,0.360125,0.936927,0.414311,0.868240,0.425693
6800,0.438738,0.406244,0.461393,0.380461,0.765279,0.462467,0.637951,0.519706,0.583843,0.423268,1.160417,0.708244,0.698458,0.505032,0.581284,0.371097,1.146516,0.739758,0.970969,0.556465,0.625648,0.365694,1.009226,0.415747,0.929626,0.546983,0.466144,0.336717,0.954915,0.730390,0.802315,0.516102,0.694214,0.360652,0.943610,0.414179,0.870343,0.423556
7000,0.438370,0.405845,0.460994,0.380037,0.764973,0.462206,0.638034,0.519419,0.586029,0.424384,1.167628,0.710673,0.699036,0.504621,0.583658,0.371492,1.151615,0.740408,0.973295,0.555816,0.629048,0.366300,1.016188,0.416319,0.932588,0.546201,0.468288,0.336928,0.954055,0.727547,0.803375,0.515545,0.698236,0.361032,0.949506,0.414031,0.872142,0.421579
7200,0.438250,0.405767,0.460635,0.379671,0.764574,0.461986,0.638081,0.519195,0.587589,0.425024,1.173970,0.712700,0.699709,0.504377,0.585902,0.371974,1.156858,0.741596,0.974916,0.555031,0.632295,0.366887,1.022283,0.416591,0.935498,0.545393,0.470059,0.337168,0.953285,0.725016,0.803828,0.514693,0.701613,0.361447,0.954668,0.413864,0.873674,0.419834
7400,0.438020,0.405568,0.460106,0.379202,0.764153,0.461919,0.638208,0.519002,0.588795,0.425514,1.179361,0.714145,0.700070,0.504016,0.587485,0.372034,1.160540,0.741713,0.976664,0.554324,0.634950,0.367328,1.027846,0.417106,0.937502,0.544552,0.472010,0.337549,0.952407,0.722666,0.804498,0.514276,0.704631,0.361750,0.959485,0.413835,0.875048,0.418300
7600,0.437761,0.405361,0.459639,0.378819,0.763285,0.461579,0.638342,0.518952,0.590210,0.426240,1.184369,0.715909,0.700646,0.503877,0.589055,0.372209,1.164350,0.742173,0.978499,0.553773,0.637335,0.367686,1.032883,0.417551,0.940033,0.543833,0.473673,0.337831,0.951383,0.720320,0.805268,0.513953,0.707640,0.362136,0.963731,0.413852,0.876386,0.416849
7800,0.437337,0.405015,0.459139,0.378409,0.762174,0.461196,0.638116,0.518595,0.591275,0.426799,1.189285,0.717387,0.701016,0.503589,0.590507,0.372324,1.167951,0.742471,0.980064,0.553196,0.639541,0.368002,1.037912,0.417941,0.942039,0.543079,0.475354,0.338176,0.951068,0.718544,0.805547,0.513415,0.710192,0.362346,0.967882,0.413649,0.877508,0.415538
8000,0.437189,0.404944,0.458652,0.378027,0.760833,0.460770,0.637627,0.518013,0.592132,0.427095,1.193768,0.718549,0.701555,0.503398,0.591960,0.372494,1.171884,0.743210,0.981310,0.552725,0.641542,0.368302,1.042556,0.418367,0.944027,0.542433,0.476907,0.338508,0.950386,0.716632,0.805938,0.512940,0.712856,0.362747,0.972056,0.413665,0.878580,0.414236
