step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497901,0.497955,0.497315,0.497337,0.497808,0.497657,0.496623,0.496486,0.499846,0.498191,0.498510,0.498541,0.501147,0.501020,0.497447,0.496843,0.500606,0.498456,0.497510,0.497495,0.498394,0.498326,0.500330,0.497794,0.500401,0.498688,0.498135,0.498133,0.500026,0.499940,0.502120,0.499971,0.500769,0.498897,0.497672,0.497661,0.499806,0.499725,0.502703,0.501527,0.499561,0.498448,0.498694,0.498692,0.501501,0.501473,0.502945,0.502169
400,0.492776,0.493458,0.486802,0.486835,0.487256,0.487029,0.487529,0.486597,0.508696,0.501482,0.490679,0.490286,0.494781,0.493994,0.495016,0.489207,0.510949,0.504835,0.489013,0.488439,0.489660,0.489348,0.506155,0.494593,0.508647,0.501518,0.491080,0.490732,0.494363,0.493647,0.511111,0.504616,0.509966,0.503841,0.489360,0.489124,0.492764,0.492342,0.511901,0.507722,0.504012,0.500982,0.494597,0.494517,0.500409,0.500101,0.512541,0.509625
600,0.489532,0.492512,0.469930,0.470101,0.469697,0.469450,0.479584,0.474190,0.524373,0.508047,0.476753,0.475169,0.481355,0.479829,0.500686,0.484232,0.528286,0.515963,0.477044,0.474906,0.476318,0.475674,0.509374,0.485681,0.522107,0.505372,0.479910,0.478782,0.485973,0.484130,0.522086,0.503502,0.523241,0.507541,0.476472,0.475379,0.481186,0.480338,0.522923,0.508135,0.511693,0.503763,0.487841,0.487536,0.495645,0.494198,0.525014,0.513774
800,0.487720,0.493636,0.447548,0.447821,0.446615,0.446188,0.475875,0.462849,0.546401,0.515572,0.458581,0.454656,0.462854,0.459947,0.509238,0.480793,0.553183,0.530034,0.460383,0.455037,0.458331,0.457039,0.512752,0.473987,0.540055,0.506512,0.465692,0.462908,0.475860,0.472607,0.532716,0.498845,0.542230,0.513337,0.460939,0.457216,0.466773,0.464966,0.534959,0.504497,0.523286,0.508674,0.479025,0.478544,0.491048,0.488108,0.539794,0.514221
1000,0.489507,0.497628,0.423754,0.424010,0.422497,0.421649,0.476767,0.451564,0.571781,0.521321,0.443491,0.433601,0.444677,0.439178,0.521709,0.476574,0.582264,0.542168,0.448502,0.435015,0.439026,0.436368,0.520204,0.461291,0.563961,0.508908,0.451155,0.444930,0.463627,0.458467,0.546556,0.491865,0.566131,0.519772,0.446099,0.438262,0.449993,0.447137,0.549804,0.498164,0.537550,0.513106,0.468812,0.467509,0.484547,0.479706,0.556209,0.512212
1200,0.492640,0.501507,0.402371,0.402287,0.400710,0.399020,0.479136,0.441729,0.594729,0.521232,0.436538,0.415702,0.429788,0.420046,0.532595,0.471060,0.609464,0.546687,0.447978,0.418035,0.423016,0.417935,0.528858,0.449998,0.584937,0.507577,0.440979,0.429469,0.452185,0.444833,0.561810,0.484701,0.586464,0.520948,0.434497,0.420690,0.435026,0.430658,0.564215,0.491479,0.551600,0.516182,0.459241,0.457024,0.478737,0.471947,0.572894,0.509513
1400,0.496215,0.505540,0.383835,0.382698,0.383733,0.379231,0.483871,0.433233,0.617708,0.521450,0.441582,0.401720,0.420697,0.403869,0.542936,0.465941,0.637946,0.548267,0.458767,0.406456,0.410292,0.400780,0.542448,0.440328,0.608161,0.507016,0.435407,0.415631,0.441517,0.431424,0.577754,0.476358,0.608015,0.521394,0.431274,0.405649,0.420219,0.414121,0.579832,0.484919,0.567219,0.518549,0.449348,0.445701,0.470430,0.462080,0.588744,0.504696
1600,0.501858,0.511220,0.367727,0.364835,0.375037,0.361892,0.488689,0.424434,0.638811,0.518447,0.451858,0.390539,0.417660,0.390679,0.553851,0.461062,0.664308,0.546151,0.475212,0.397024,0.402914,0.386763,0.557033,0.431743,0.627722,0.503606,0.432202,0.403559,0.431768,0.418836,0.593518,0.469970,0.628136,0.520522,0.431666,0.392176,0.407219,0.399042,0.593929,0.478324,0.580325,0.517903,0.439738,0.434259,0.462310,0.452258,0.602493,0.498609
1800,0.507818,0.516173,0.357202,0.350564,0.379295,0.347810,0.495122,0.414751,0.657956,0.513998,0.466125,0.381226,0.420343,0.380480,0.565785,0.454592,0.691240,0.545625,0.494232,0.393033,0.401795,0.375833,0.575200,0.423887,0.651089,0.498095,0.431951,0.392285,0.422062,0.405903,0.612561,0.462913,0.647362,0.517604,0.438975,0.381891,0.395515,0.384776,0.612096,0.471595,0.594009,0.516540,0.430991,0.423458,0.453404,0.441706,0.618859,0.492259
2000,0.512058,0.519598,0.350398,0.338236,0.391183,0.337498,0.498964,0.405063,0.677496,0.508619,0.481649,0.376507,0.426749,0.372963,0.575361,0.448988,0.717443,0.541272,0.514497,0.390561,0.405696,0.365535,0.589809,0.417073,0.672879,0.493858,0.437354,0.383720,0.415491,0.395202,0.628620,0.456715,0.668282,0.515811,0.446344,0.372216,0.385625,0.371959,0.627260,0.465157,0.607632,0.515414,0.424551,0.414660,0.444134,0.430980,0.631318,0.485506
2200,0.516336,0.522937,0.345623,0.326683,0.406096,0.330066,0.504767,0.395868,0.695028,0.502582,0.497549,0.372663,0.436643,0.368083,0.585444,0.442767,0.741172,0.534974,0.536109,0.390356,0.413247,0.358830,0.608714,0.411742,0.693921,0.488618,0.445087,0.376584,0.409453,0.384671,0.646935,0.451266,0.688628,0.512945,0.456320,0.364611,0.377233,0.359959,0.645521,0.458820,0.622133,0.513053,0.416070,0.404107,0.435410,0.420727,0.644455,0.477624
