step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499403,0.499445,0.499421,0.499427,0.499607,0.499577,0.499285,0.499034,0.499616,0.498999,0.499247,0.499240,0.499409,0.499386,0.500463,0.499385,0.500043,0.499046,0.499093,0.499083,0.499564,0.499548,0.500840,0.500179,0.500123,0.499128,0.499369,0.499349,0.499831,0.499822,0.500943,0.500483,0.500139,0.499493,0.499268,0.499251,0.499709,0.499691,0.501015,0.500680,0.500003,0.499616,0.499669,0.499647,0.499941,0.499936,0.501072,0.500783
400,0.497558,0.497896,0.497386,0.497441,0.497080,0.496777,0.498148,0.496010,0.500423,0.496943,0.497213,0.497069,0.497175,0.496979,0.502607,0.498225,0.500895,0.496504,0.496437,0.496309,0.497732,0.497580,0.503450,0.500654,0.499588,0.496853,0.496539,0.496506,0.498176,0.498044,0.503377,0.501200,0.499278,0.497323,0.496462,0.496468,0.497708,0.497478,0.503467,0.501501,0.499064,0.498008,0.497473,0.497541,0.499236,0.499163,0.503510,0.501708
600,0.493229,0.494138,0.492619,0.492791,0.491477,0.491072,0.499933,0.493321,0.503299,0.494191,0.493652,0.492899,0.494034,0.493584,0.505468,0.498075,0.499794,0.492476,0.492310,0.491904,0.493681,0.493321,0.506496,0.501172,0.496977,0.492747,0.492583,0.492249,0.494205,0.493879,0.505964,0.500887,0.496568,0.493417,0.491875,0.491934,0.494206,0.493600,0.505860,0.501230,0.497411,0.495464,0.493283,0.493298,0.496848,0.496641,0.505738,0.501240
800,0.487306,0.489052,0.484927,0.485214,0.483313,0.482859,0.503400,0.492505,0.507815,0.489987,0.488687,0.487040,0.487631,0.486920,0.508438,0.498221,0.499567,0.488450,0.486751,0.485916,0.486238,0.485695,0.508717,0.500581,0.494132,0.486325,0.487750,0.486859,0.487248,0.486680,0.507688,0.499124,0.494088,0.488034,0.485114,0.485187,0.488618,0.487630,0.507916,0.499802,0.496107,0.492216,0.488175,0.487843,0.492397,0.491999,0.507914,0.499469
1000,0.480251,0.483030,0.475362,0.475768,0.472943,0.472439,0.507312,0.492372,0.514253,0.484917,0.482519,0.479679,0.477924,0.476981,0.511087,0.497932,0.500384,0.483889,0.480087,0.478507,0.476559,0.475829,0.510503,0.499188,0.494562,0.478858,0.482541,0.480645,0.477719,0.476893,0.509118,0.496888,0.494781,0.481450,0.477225,0.476577,0.481157,0.479686,0.509747,0.497769,0.496112,0.488374,0.482306,0.481330,0.485838,0.485188,0.510224,0.496990
1200,0.472572,0.476463,0.464333,0.464877,0.460960,0.460283,0.511034,0.492060,0.523116,0.478668,0.475817,0.471206,0.466583,0.465265,0.513239,0.497262,0.503952,0.478189,0.472833,0.469725,0.464821,0.463894,0.512136,0.497443,0.498643,0.470642,0.476734,0.473420,0.466986,0.465751,0.510380,0.494402,0.499228,0.474153,0.469407,0.466480,0.472498,0.470448,0.511335,0.495564,0.497333,0.484239,0.475464,0.473727,0.477298,0.476281,0.512242,0.494155
1400,0.463801,0.468832,0.451626,0.452287,0.447421,0.446391,0.514774,0.491382,0.535597,0.471292,0.469734,0.462238,0.455887,0.453507,0.515243,0.496391,0.511266,0.471390,0.465532,0.459658,0.451424,0.450189,0.513713,0.495434,0.506579,0.463340,0.470771,0.465297,0.454640,0.452769,0.511613,0.491630,0.506500,0.467002,0.461705,0.455779,0.462204,0.459401,0.512823,0.493264,0.499614,0.480155,0.468966,0.466172,0.466572,0.465080,0.514244,0.491103
1600,0.453475,0.459549,0.436827,0.437511,0.432563,0.430938,0.518958,0.490369,0.549943,0.463039,0.465188,0.453070,0.446843,0.441977,0.517139,0.495185,0.522115,0.463410,0.459897,0.448626,0.436376,0.434640,0.515399,0.492994,0.518921,0.455291,0.464996,0.456060,0.441253,0.438409,0.513164,0.488428,0.517384,0.459669,0.454654,0.445455,0.451887,0.448094,0.514447,0.490717,0.504405,0.475631,0.461360,0.457409,0.454024,0.451918,0.516396,0.487917
1800,0.442209,0.448801,0.421433,0.422079,0.417080,0.414260,0.523327,0.488953,0.565442,0.454310,0.463267,0.443679,0.441197,0.431257,0.518994,0.493740,0.537341,0.453489,0.458381,0.436986,0.421419,0.418044,0.517255,0.490083,0.534819,0.446345,0.460240,0.445985,0.427418,0.422913,0.514765,0.484491,0.531062,0.452078,0.447977,0.435189,0.441432,0.436280,0.516224,0.487923,0.509999,0.470704,0.455102,0.449663,0.441848,0.438805,0.518636,0.484521
