step,train_loss,val_loss
0,5.544909,5.533760
1000,2.174213,2.109371
2000,1.767569,1.753597
3000,1.659496,1.649860
4000,1.583976,1.588103
5000,1.544238,1.541241
6000,1.512364,1.517065
7000,1.506840,1.498202
8000,1.480663,1.482346
9000,1.472423,1.463904
10000,1.456385,1.452602
11000,1.447877,1.438097
12000,1.433619,1.427459
13000,1.414889,1.416953
14000,1.405909,1.410350
15000,1.398281,1.401706
16000,1.389753,1.392284
17000,1.391191,1.385470
18000,1.377001,1.379141
19000,1.376727,1.374956
20000,1.368206,1.369641
21000,1.363519,1.365316
22000,1.365131,1.361274
23000,1.349027,1.359228
24000,1.354084,1.355942
