step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497904,0.498036,0.499488,0.499513,0.500702,0.500699,0.496519,0.496482,0.499209,0.498559,0.499563,0.499561,0.500869,0.500838,0.497000,0.496876,0.498731,0.497741,0.499235,0.499227,0.500717,0.500683,0.499054,0.498494,0.499808,0.498988,0.498410,0.498411,0.499572,0.499444,0.501566,0.501002,0.500277,0.499616,0.498523,0.498502,0.499473,0.499410,0.502444,0.502169,0.498949,0.498806,0.499027,0.499019,0.500364,0.500372,0.502802,0.502734
400,0.491239,0.492216,0.491972,0.492101,0.494648,0.494308,0.488469,0.488248,0.500711,0.496851,0.497293,0.497280,0.506558,0.506338,0.492577,0.491691,0.500059,0.495684,0.495947,0.495866,0.503614,0.503428,0.499843,0.498081,0.504969,0.501965,0.492507,0.492526,0.494433,0.493800,0.496591,0.495407,0.502248,0.499686,0.493714,0.493658,0.495879,0.495307,0.498405,0.497482,0.496656,0.496533,0.495407,0.495583,0.500241,0.499998,0.503917,0.503531
600,0.478988,0.482142,0.476867,0.477351,0.481070,0.480297,0.479972,0.479726,0.497919,0.491944,0.487276,0.487489,0.515025,0.514460,0.488483,0.487280,0.497243,0.489690,0.486823,0.486823,0.511410,0.510826,0.499756,0.497561,0.508856,0.502774,0.481882,0.482182,0.483942,0.483077,0.483608,0.482419,0.501049,0.495218,0.483009,0.483145,0.485824,0.484497,0.484909,0.483834,0.490997,0.490112,0.491058,0.491440,0.499968,0.498983,0.493855,0.493003
800,0.461888,0.467857,0.457012,0.458316,0.464771,0.463593,0.471072,0.470841,0.494082,0.485692,0.470788,0.471375,0.526298,0.524623,0.485209,0.483388,0.493345,0.480656,0.471385,0.471560,0.521275,0.520031,0.499765,0.496853,0.512841,0.502557,0.466275,0.466855,0.470361,0.468968,0.468287,0.466517,0.499921,0.488801,0.466784,0.467221,0.470623,0.468627,0.468953,0.467292,0.483347,0.481135,0.485288,0.485921,0.498510,0.496109,0.479680,0.477502
1000,0.444584,0.453080,0.436176,0.438479,0.451042,0.449246,0.464123,0.463271,0.489750,0.477796,0.452264,0.453047,0.535128,0.531045,0.483503,0.480153,0.491173,0.471625,0.452831,0.453132,0.532752,0.530580,0.501027,0.496683,0.515947,0.500410,0.449344,0.449982,0.455638,0.453452,0.455937,0.451316,0.500378,0.481467,0.448437,0.449004,0.453110,0.450421,0.454725,0.450597,0.478580,0.473592,0.477841,0.478788,0.495136,0.490561,0.468229,0.462526
1200,0.428724,0.439161,0.416189,0.419215,0.439457,0.436925,0.459873,0.458146,0.487807,0.472426,0.435022,0.436024,0.538934,0.532509,0.481997,0.476882,0.489433,0.463794,0.434761,0.435005,0.539095,0.535727,0.500887,0.494930,0.517519,0.496835,0.433526,0.434033,0.441767,0.438594,0.449567,0.439846,0.502982,0.473984,0.431711,0.432117,0.437295,0.433704,0.447405,0.437568,0.473194,0.465660,0.470039,0.471346,0.492516,0.485928,0.462442,0.450280
1400,0.416602,0.428410,0.399257,0.402774,0.430440,0.426586,0.456823,0.453550,0.487063,0.467587,0.419177,0.420184,0.541440,0.532108,0.482178,0.474427,0.492825,0.459430,0.420744,0.420632,0.541842,0.537084,0.500723,0.492643,0.518204,0.492660,0.418325,0.418327,0.430079,0.425105,0.449169,0.431715,0.509421,0.468737,0.415497,0.415429,0.421685,0.416935,0.446489,0.427896,0.472330,0.459920,0.462135,0.463705,0.487899,0.479300,0.461246,0.441105
1600,0.406793,0.419295,0.385303,0.388791,0.426856,0.420337,0.455518,0.449905,0.487244,0.463734,0.406385,0.407191,0.544711,0.531568,0.483423,0.472731,0.497559,0.455476,0.407623,0.407060,0.544637,0.537479,0.502128,0.491191,0.522715,0.490624,0.404992,0.403864,0.420099,0.412252,0.454601,0.426915,0.517280,0.464847,0.400969,0.399977,0.406930,0.400770,0.450676,0.420429,0.473110,0.454723,0.452699,0.454592,0.483765,0.472850,0.464935,0.433283
1800,0.399407,0.412107,0.374121,0.377404,0.426286,0.416316,0.453938,0.445924,0.488573,0.460228,0.394671,0.394971,0.547451,0.529945,0.485780,0.471420,0.504165,0.454123,0.396027,0.395140,0.546165,0.536255,0.505464,0.490811,0.526903,0.488112,0.393909,0.391077,0.412515,0.399809,0.460818,0.422942,0.529153,0.463125,0.389445,0.386954,0.394885,0.386286,0.457847,0.414237,0.476127,0.451292,0.443924,0.446033,0.476455,0.463843,0.471972,0.427268
