step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497091,0.497515,0.494362,0.494397,0.495575,0.495258,0.501662,0.498023,0.501763,0.498985,0.495188,0.494857,0.500610,0.500085,0.505285,0.503697,0.501468,0.499051,0.497490,0.497373,0.502341,0.502094,0.506301,0.505511,0.502147,0.501048,0.498837,0.498740,0.501725,0.501630,0.506783,0.506251,0.501590,0.500109,0.498354,0.498283,0.500132,0.500043,0.507044,0.506659,0.501070,0.500558,0.499527,0.499497,0.500211,0.500131,0.506814,0.506395
400,0.490258,0.493852,0.475078,0.475500,0.474717,0.473887,0.508834,0.499378,0.515452,0.500153,0.480939,0.478387,0.493978,0.489682,0.517254,0.510086,0.513182,0.499621,0.483911,0.482682,0.509120,0.505449,0.521878,0.516178,0.512659,0.502482,0.492219,0.490490,0.508668,0.506825,0.525017,0.520637,0.512910,0.502475,0.493693,0.491916,0.499471,0.498552,0.525542,0.522241,0.500756,0.498581,0.494003,0.494202,0.501743,0.500963,0.523053,0.519305
600,0.483374,0.489368,0.451969,0.452488,0.450952,0.448398,0.522048,0.502945,0.535117,0.498763,0.466531,0.457734,0.483469,0.470012,0.531929,0.514162,0.528139,0.495480,0.469162,0.462332,0.515638,0.501950,0.537881,0.521035,0.525403,0.499914,0.483262,0.478072,0.526013,0.518584,0.545644,0.530861,0.523709,0.500076,0.486795,0.482140,0.499462,0.495385,0.545341,0.533828,0.495001,0.491497,0.484774,0.484616,0.504487,0.501577,0.540444,0.528389
800,0.475934,0.482960,0.432311,0.432023,0.442595,0.425577,0.539569,0.507201,0.554507,0.493962,0.462045,0.440106,0.485379,0.450876,0.546749,0.512897,0.542692,0.489078,0.459793,0.443597,0.517555,0.487495,0.549356,0.515575,0.535053,0.492380,0.472225,0.461702,0.539314,0.520036,0.560800,0.528614,0.530929,0.492640,0.480505,0.472706,0.499058,0.488578,0.561469,0.534562,0.491260,0.483797,0.475651,0.477807,0.506434,0.499895,0.553185,0.531074
1000,0.469957,0.477434,0.418608,0.415693,0.462911,0.408010,0.558804,0.510198,0.572081,0.487815,0.471703,0.425744,0.501683,0.435846,0.564120,0.508647,0.557167,0.481794,0.456470,0.427538,0.519492,0.470300,0.559042,0.505098,0.546458,0.485927,0.462337,0.445346,0.549882,0.513092,0.574495,0.520021,0.541090,0.487120,0.475555,0.462631,0.501689,0.481487,0.575240,0.527423,0.488804,0.476667,0.467723,0.470529,0.510019,0.497883,0.564335,0.530506
1200,0.464622,0.471743,0.410077,0.401663,0.487236,0.399456,0.578224,0.511510,0.589971,0.480786,0.489405,0.414809,0.524002,0.425035,0.582168,0.501286,0.571330,0.474790,0.461239,0.413568,0.527759,0.455252,0.568808,0.492584,0.558887,0.479089,0.456872,0.430430,0.556469,0.501729,0.585949,0.508051,0.551082,0.481540,0.472264,0.453236,0.506543,0.474408,0.587306,0.516147,0.487424,0.469454,0.460117,0.463557,0.512114,0.493602,0.571701,0.526850
1400,0.459173,0.465925,0.406703,0.390670,0.511781,0.396918,0.597221,0.510073,0.606625,0.474635,0.510100,0.407674,0.548902,0.418842,0.600679,0.491884,0.587512,0.468601,0.472986,0.402356,0.541497,0.441246,0.579591,0.479013,0.573787,0.472798,0.454330,0.416739,0.562904,0.489780,0.596776,0.493918,0.561593,0.476133,0.470743,0.445105,0.511653,0.467100,0.598761,0.503531,0.489303,0.463807,0.453337,0.456380,0.513504,0.487646,0.577291,0.521301
1600,0.454567,0.460565,0.406434,0.382006,0.535922,0.396005,0.615349,0.507284,0.623262,0.468562,0.530726,0.403697,0.573206,0.414921,0.619534,0.481811,0.601363,0.462806,0.486868,0.394263,0.556401,0.430031,0.589827,0.465373,0.587962,0.466378,0.456871,0.405224,0.569141,0.477117,0.606262,0.480312,0.573097,0.470828,0.471115,0.438363,0.518079,0.460999,0.607796,0.489928,0.492828,0.459806,0.448049,0.450069,0.515756,0.481147,0.580959,0.514119
1800,0.449629,0.454891,0.407766,0.374391,0.559063,0.394935,0.630647,0.502393,0.636289,0.463155,0.550733,0.401579,0.596998,0.413086,0.635901,0.472459,0.615698,0.456473,0.501948,0.388363,0.573038,0.419649,0.599200,0.453056,0.599946,0.460268,0.462369,0.396921,0.577109,0.465814,0.615115,0.468186,0.584120,0.466816,0.473347,0.432354,0.526254,0.454778,0.616203,0.477466,0.496698,0.456212,0.443042,0.443469,0.515412,0.472965,0.583476,0.506680
2000,0.445696,0.450346,0.409714,0.367933,0.580967,0.393331,0.643691,0.496569,0.648780,0.457515,0.569476,0.398628,0.619291,0.410516,0.651305,0.462220,0.630151,0.450934,0.517636,0.384937,0.589736,0.410862,0.607907,0.440961,0.611917,0.453716,0.469597,0.389989,0.585513,0.455260,0.622999,0.455946,0.594226,0.462916,0.475640,0.426558,0.532577,0.448128,0.623609,0.464903,0.501796,0.453363,0.439503,0.437907,0.515943,0.465785,0.585114,0.498773
