step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497137,0.497256,0.497175,0.497192,0.498004,0.497857,0.498378,0.497890,0.501156,0.500455,0.498498,0.498461,0.499593,0.499381,0.499356,0.498582,0.500354,0.499592,0.499823,0.499805,0.500742,0.500710,0.500373,0.499469,0.500500,0.499617,0.499222,0.499209,0.500292,0.500274,0.501104,0.500261,0.499719,0.499075,0.499303,0.499331,0.500189,0.500161,0.501551,0.500831,0.499601,0.499308,0.499600,0.499582,0.500047,0.500025,0.501933,0.501533
400,0.489403,0.490415,0.487954,0.488372,0.488349,0.488091,0.493733,0.491438,0.508159,0.505645,0.492047,0.491218,0.495393,0.494062,0.497146,0.493435,0.504293,0.500925,0.495844,0.495426,0.503081,0.501954,0.502519,0.497102,0.503536,0.500569,0.495772,0.495379,0.501735,0.501044,0.506410,0.500499,0.500670,0.498505,0.495831,0.495742,0.500591,0.499919,0.508492,0.503887,0.497921,0.497419,0.499732,0.499710,0.502453,0.502316,0.511584,0.509500
600,0.478211,0.481063,0.472706,0.474193,0.473786,0.472951,0.488708,0.482626,0.517507,0.511827,0.481292,0.478434,0.486342,0.483091,0.494359,0.484071,0.510867,0.502429,0.485133,0.483074,0.503074,0.499166,0.506768,0.491396,0.508877,0.501522,0.487243,0.485669,0.503707,0.500700,0.515183,0.498421,0.505681,0.500194,0.489872,0.489154,0.502623,0.500301,0.521536,0.508894,0.497736,0.496889,0.496785,0.496967,0.509605,0.508643,0.526633,0.519333
800,0.464495,0.470116,0.453682,0.456383,0.457066,0.454056,0.485693,0.471389,0.529976,0.518466,0.469078,0.461587,0.476438,0.468108,0.496901,0.473232,0.522235,0.503354,0.470335,0.464085,0.501286,0.491384,0.515488,0.483109,0.517256,0.502191,0.474086,0.470569,0.508018,0.499318,0.530253,0.494154,0.511351,0.500468,0.480676,0.478757,0.506265,0.500825,0.539648,0.513699,0.496130,0.493258,0.490949,0.491559,0.520404,0.517295,0.545767,0.528337
1000,0.451148,0.459142,0.433984,0.437158,0.448857,0.437526,0.489117,0.460119,0.543023,0.523907,0.464175,0.446857,0.475090,0.454190,0.508477,0.463038,0.534327,0.503856,0.457949,0.443955,0.500715,0.480971,0.531929,0.475041,0.526644,0.500954,0.462042,0.454291,0.511993,0.496187,0.550038,0.487829,0.518962,0.501301,0.469499,0.466081,0.511195,0.500793,0.561880,0.515945,0.494810,0.490073,0.483962,0.484713,0.532191,0.525516,0.567115,0.532804
1200,0.442180,0.451437,0.416030,0.418861,0.456237,0.428878,0.494833,0.450704,0.553207,0.526692,0.469036,0.437016,0.487174,0.446520,0.522813,0.454832,0.546623,0.502004,0.454546,0.427395,0.499943,0.468186,0.549322,0.466590,0.537905,0.500595,0.452472,0.438829,0.514767,0.490379,0.569491,0.480021,0.527259,0.501763,0.460668,0.454752,0.516803,0.500449,0.582340,0.513858,0.494519,0.488216,0.476934,0.477863,0.540089,0.529489,0.584582,0.530307
1400,0.434973,0.445016,0.401828,0.403070,0.472320,0.426403,0.500398,0.440844,0.562105,0.527980,0.478403,0.428622,0.504883,0.441601,0.537767,0.447772,0.558307,0.501089,0.458704,0.413340,0.503061,0.456195,0.564317,0.457472,0.550403,0.500027,0.446403,0.425392,0.518349,0.483071,0.588070,0.471414,0.534346,0.499960,0.452577,0.443789,0.522087,0.499285,0.600459,0.507945,0.494805,0.486086,0.470141,0.470949,0.544818,0.530463,0.599537,0.523599
1600,0.428346,0.438732,0.390855,0.388887,0.493339,0.428153,0.507325,0.431295,0.568724,0.527904,0.489924,0.422948,0.526607,0.441288,0.554347,0.440430,0.569794,0.499462,0.464928,0.401767,0.509761,0.445526,0.581856,0.449052,0.558160,0.495748,0.442984,0.412590,0.521490,0.475192,0.603746,0.461018,0.541269,0.498955,0.444174,0.432379,0.527112,0.496198,0.615324,0.498531,0.494737,0.483501,0.464318,0.464630,0.549133,0.530148,0.609583,0.513225
1800,0.422663,0.432729,0.382995,0.376046,0.515398,0.431184,0.514846,0.422018,0.576505,0.528345,0.503805,0.418538,0.550699,0.443220,0.572656,0.435022,0.582376,0.497482,0.475797,0.392281,0.519064,0.435307,0.597328,0.439689,0.566516,0.492635,0.442705,0.401629,0.525564,0.467194,0.618838,0.450934,0.549639,0.497582,0.436184,0.420939,0.531625,0.492293,0.627373,0.488415,0.495610,0.481895,0.457777,0.457709,0.550269,0.526839,0.614537,0.500085
