step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497959,0.497848,0.498604,0.498605,0.498565,0.498515,0.498249,0.498134,0.499338,0.499252,0.499731,0.499734,0.499555,0.499526,0.502581,0.502448,0.499638,0.499500,0.501510,0.501577,0.502002,0.502006,0.502793,0.502878,0.500298,0.500225,0.501123,0.501204,0.502022,0.502027,0.502909,0.502959,0.500391,0.500280,0.501463,0.501559,0.502299,0.502306,0.502717,0.502800,0.500021,0.500175,0.501098,0.501174,0.501942,0.501947,0.502812,0.502884
400,0.488288,0.488146,0.503248,0.503434,0.492331,0.491950,0.489016,0.489009,0.496497,0.495814,0.497265,0.497092,0.496452,0.496268,0.508652,0.507915,0.499426,0.499117,0.503326,0.503595,0.505908,0.506166,0.513763,0.513842,0.502320,0.502252,0.503831,0.503745,0.497564,0.497475,0.513202,0.512725,0.502130,0.502245,0.502680,0.503451,0.507263,0.507306,0.513331,0.513334,0.498655,0.499750,0.504934,0.505164,0.507893,0.507906,0.513313,0.513144
600,0.472868,0.472710,0.512413,0.512845,0.487347,0.486627,0.476515,0.476863,0.491308,0.489348,0.492841,0.492973,0.493689,0.492745,0.514110,0.512509,0.500010,0.500162,0.497594,0.498134,0.503377,0.505862,0.531205,0.531238,0.506056,0.506096,0.512425,0.511554,0.487021,0.486457,0.529328,0.525065,0.503498,0.503613,0.507303,0.497577,0.503626,0.503490,0.527556,0.526879,0.498141,0.498926,0.513023,0.511773,0.497793,0.497530,0.529361,0.528912
800,0.452480,0.452262,0.522117,0.522857,0.482422,0.481673,0.460832,0.461599,0.486502,0.481673,0.487729,0.488450,0.491267,0.489171,0.516441,0.513669,0.501997,0.501732,0.501284,0.502329,0.511166,0.514046,0.555799,0.554544,0.507371,0.507321,0.525956,0.523990,0.475650,0.474323,0.551091,0.539973,0.504589,0.504346,0.509599,0.484359,0.494487,0.492976,0.542912,0.540358,0.498036,0.498937,0.524506,0.520363,0.487865,0.486650,0.547111,0.545440
1000,0.427123,0.426827,0.531328,0.532520,0.473675,0.472903,0.442618,0.443646,0.481843,0.473193,0.481675,0.483135,0.488904,0.485108,0.516116,0.511670,0.506042,0.505782,0.515423,0.515460,0.522911,0.521876,0.578029,0.576794,0.505074,0.505026,0.538808,0.535796,0.471272,0.466102,0.572836,0.551526,0.498460,0.498888,0.514234,0.469319,0.486447,0.481563,0.561064,0.552466,0.492974,0.493921,0.536140,0.529453,0.482788,0.480154,0.564599,0.559081
1200,0.404120,0.403739,0.538191,0.539910,0.461060,0.460011,0.423702,0.424875,0.477393,0.462280,0.474203,0.476546,0.485737,0.480965,0.514132,0.507748,0.507679,0.507067,0.524859,0.524017,0.532241,0.525958,0.595663,0.596865,0.502583,0.502401,0.548606,0.545107,0.472186,0.455359,0.592306,0.559365,0.496298,0.497214,0.521047,0.457626,0.486935,0.474583,0.574609,0.559103,0.494167,0.495040,0.542267,0.533785,0.483025,0.471938,0.581934,0.567010
1400,0.382707,0.382156,0.544071,0.546372,0.444510,0.442822,0.404234,0.405399,0.478744,0.452018,0.466823,0.469824,0.483301,0.477003,0.511377,0.503059,0.511280,0.510257,0.529441,0.528253,0.538168,0.527596,0.616176,0.616589,0.501466,0.501381,0.558495,0.554113,0.475424,0.447730,0.616350,0.569968,0.495235,0.495438,0.527266,0.446496,0.489442,0.468741,0.594404,0.564519,0.491187,0.491996,0.553155,0.540635,0.483749,0.463165,0.600451,0.573147
1600,0.363486,0.362609,0.548252,0.551043,0.427918,0.425199,0.385573,0.386460,0.483059,0.440747,0.459270,0.463014,0.480016,0.472590,0.506568,0.496541,0.513462,0.512088,0.531079,0.529911,0.541941,0.527995,0.634748,0.631786,0.499658,0.499845,0.567449,0.560130,0.478609,0.441360,0.640940,0.587755,0.493521,0.493410,0.536496,0.438298,0.493340,0.465763,0.612152,0.568386,0.491915,0.492667,0.564802,0.547100,0.487956,0.456829,0.615100,0.577145
1800,0.347473,0.345928,0.549156,0.552411,0.410932,0.406815,0.368232,0.368690,0.493556,0.432399,0.452111,0.456480,0.476221,0.467597,0.501347,0.489875,0.515528,0.513431,0.532649,0.531297,0.544282,0.527632,0.653096,0.643791,0.497924,0.498103,0.581251,0.570762,0.483121,0.438037,0.665659,0.604494,0.493119,0.492702,0.543298,0.428823,0.500473,0.462458,0.630876,0.571628,0.491937,0.492759,0.575093,0.550500,0.493963,0.452013,0.631707,0.580517
2000,0.334176,0.331635,0.550477,0.554204,0.395311,0.389356,0.352313,0.352137,0.505037,0.422875,0.444924,0.449792,0.473848,0.463271,0.496279,0.483438,0.515317,0.512574,0.532435,0.531033,0.545613,0.526902,0.665762,0.652528,0.497467,0.497660,0.596453,0.582152,0.488179,0.436381,0.690076,0.617957,0.491950,0.491706,0.550450,0.421596,0.506831,0.459284,0.648071,0.574116,0.492136,0.492912,0.584861,0.551671,0.499656,0.449414,0.648110,0.582813
2200,0.323895,0.319971,0.549401,0.553449,0.381607,0.373124,0.337641,0.336623,0.520091,0.416948,0.436925,0.442115,0.470246,0.458195,0.490020,0.475934,0.514323,0.511336,0.531714,0.530391,0.546360,0.526066,0.677335,0.661208,0.497105,0.497527,0.610225,0.590664,0.491871,0.433983,0.713124,0.634007,0.492470,0.492809,0.558446,0.413922,0.513655,0.457710,0.664688,0.576252,0.491350,0.492217,0.595162,0.551041,0.505993,0.448547,0.660495,0.584783
