step,train_loss,val_loss
0,6.327355,6.357215
1000,2.372118,2.232583
2000,1.890637,1.877798
3000,1.802560,1.797722
4000,1.734092,1.729093
5000,1.706490,1.708207
6000,1.686465,1.686786
7000,1.673390,1.675015
8000,1.667563,1.662477
9000,1.658941,1.659400
10000,1.656517,1.660474
11000,1.649736,1.653774
12000,1.641152,1.644038
13000,1.632311,1.635324
14000,1.625593,1.625189
15000,1.622713,1.622352
16000,1.621681,1.622371
17000,1.615379,1.613500
18000,1.608287,1.611196
19000,1.608364,1.602596
20000,1.598154,1.597907
21000,1.598292,1.599158
22000,1.591412,1.590766
23000,1.593302,1.592739
24000,1.588114,1.588370
25000,1.583986,1.585142
26000,1.582936,1.588923
27000,1.580261,1.581210
28000,1.576964,1.578345
29000,1.575385,1.580113
30000,1.575967,1.572149
31000,1.574216,1.572026
32000,1.566545,1.569988
33000,1.564438,1.573161
34000,1.562307,1.563089
35000,1.561923,1.560493
36000,1.553659,1.561417
37000,1.560460,1.557822
38000,1.557231,1.555106
39000,1.553701,1.557146
40000,1.553362,1.555533
41000,1.554237,1.549666
42000,1.552644,1.552918
43000,1.550645,1.550997
44000,1.540008,1.544520
45000,1.543216,1.547665
46000,1.540852,1.543215
47000,1.540548,1.543630
48000,1.537399,1.535710
49000,1.534550,1.533862
50000,1.537718,1.534751
51000,1.532651,1.532619
52000,1.526650,1.532928
53000,1.528203,1.531040
54000,1.525593,1.525374
55000,1.525722,1.524288
56000,1.519431,1.523844
57000,1.519307,1.522720
58000,1.511531,1.519146
59000,1.519748,1.517338
60000,1.514418,1.518911
61000,1.515501,1.515390
62000,1.513759,1.513070
63000,1.513819,1.510982
64000,1.511160,1.508899
65000,1.506457,1.505152
66000,1.502669,1.505256
67000,1.504335,1.503419
68000,1.500131,1.501861
69000,1.500063,1.502605
70000,1.498692,1.501217
71000,1.494854,1.499341
72000,1.492727,1.495087
73000,1.496075,1.495691
74000,1.492955,1.492940
75000,1.494045,1.492455
76000,1.485984,1.491426
77000,1.491060,1.490437
78000,1.485433,1.487952
79000,1.488210,1.489670
80000,1.481994,1.487653
81000,1.481466,1.487188
82000,1.482743,1.485159
83000,1.479919,1.483089
84000,1.478371,1.482931
85000,1.479326,1.480154
86000,1.480498,1.480508
87000,1.481418,1.479765
88000,1.470766,1.478580
89000,1.480325,1.478188
90000,1.473883,1.476363
91000,1.473797,1.478833
92000,1.477908,1.475903
93000,1.471978,1.475607
94000,1.472805,1.474898
95000,1.471260,1.474298
96000,1.470399,1.474709
97000,1.472731,1.473882
98000,1.474079,1.473552
99000,1.470635,1.472394
